,Player,Pos,Team,Salary,Score
0,Eric Bledsoe,PG,MIL,$7700,47.3
1,Mike Conley,PG,MEM,$7700,45.4
2,DeMar DeRozan,SG,SA,$8200,63.6
3,Josh Hart,SG,LAL,$5800,38.5
4,TJ Warren,SF,PHO,$5400,45.3
5,Kelly Oubre Jr.,SF,WAS,$3900,35.2
6,LaMarcus Aldridge,PF,SA,$8800,61.5
7,Markieff Morris,PF,WAS,$5000,45.3
8,Jusuf Nurkic,C,POR,$7400,50.6
