,Player,Pos,Team,Salary,Score
0,Kyrie Irving,PG,BOS,$8500,70.9
1,Emmanuel Mudiay,PG,NY,$4000,37.2
2,Khris Middleton,SG,MIL,$7500,51
3,Justin Holiday,SG,CHI,$5300,37.6
4,Tyreke Evans,SF,IND,$4200,40
5,Darius Miller,SF,NO,$3500,20.7
6,Anthony Davis,PF,NO,$12800,74.9
7,Jaren Jackson Jr.,PF,MEM,$6900,51.2
8,Dwight Howard,C,WAS,$7000,50.9
