,Player,Pos,Team,Salary,Score
0,Goran Dragic,PG,MIA,$4100,37.5
1,Cory Joseph,PG,IND,$3600,41
2,James Harden,SG,HOU,$11700,92.4
3,Kyle Korver,SG,UTA,$3600,29.6
4,Bojan Bogdanovic,SF,IND,$6000,50.4
5,Will Barton,SF,DEN,$5200,49.1
6,Tobias Harris,PF,PHI,$7500,47.5
7,Aaron Gordon,PF,ORL,$7000,44.5
8,Karl-Anthony Towns,C,MIN,$11200,64.4
