,Player,Pos,Team,Salary,Score
0,Patty Mills,PG,SA,$3800,26.1
1,Matthew Dellavedova,PG,CLE,$3500,31.3
2,Luka Doncic,SG,DAL,$8100,49.7
3,Jordan Clarkson,SG,CLE,$5000,44.8
4,Giannis Antetokounmpo,SF,MIL,$11800,59.7
5,Michael Beasley,SF,LAL,$3800,31.4
6,Anthony Davis,PF,NO,$12500,81.1
7,Richaun Holmes,PF,PHO,$3800,39.7
8,Marc Gasol,C,MEM,$7600,52.3
