,Player,Pos,Team,Salary,Score
0,Jamal Murray,PG,DEN,$7700,51.3
1,George Hill,PG,MIL,$4100,30.3
2,CJ McCollum,SG,POR,$7400,70.6
3,Pat Connaughton,SG,MIL,$4200,31.4
4,Giannis Antetokounmpo,SF,MIL,$11300,69.6
5,Will Barton,SF,DEN,$4100,50.3
6,Paul Millsap,PF,DEN,$6100,46.1
7,Meyers Leonard,PF,POR,$3500,0
8,Nikola Jokic,C,DEN,$11600,76.6
