,Player,Pos,Team,Salary,Score
0,Damian Lillard,PG,POR,$9400,45
1,Fred VanVleet,PG,TOR,$3500,10.2
2,CJ McCollum,SG,POR,$7600,55.3
3,Torrey Craig,SG,DEN,$4000,19.6
4,Kawhi Leonard,SF,TOR,$10400,60.1
5,Evan Turner,SF,POR,$3700,28.4
6,Zach Collins,PF,POR,$5300,25.5
7,Serge Ibaka,PF,TOR,$4600,29.1
8,Nikola Jokic,C,DEN,$11100,57.6
