,Player,Pos,Team,Salary,Score
0,Kemba Walker,PG,CHA,$9300,54.2
1,Eric Bledsoe,PG,MIL,$7500,50.7
2,Zach LaVine,SG,CHI,$7300,53.1
3,Klay Thompson,SG,GS,$7100,44.2
4,Kevin Durant,SF,GS,$9600,55.1
5,DeMarre Carroll,SF,BKN,$4900,49
6,Josh Jackson,PF,PHO,$6400,53.3
7,Harry Giles III,PF,SAC,$3900,24.9
8,Thomas Bryant,C,WAS,$4000,54.8
