,Player,Pos,Team,Salary,Score
0,Fred VanVleet,PG,TOR,$5300,41
1,Bryn Forbes,PG,SA,$3800,39.3
2,Jaylen Brown,SG,BOS,$4100,44.4
3,Kyle Korver,SG,UTA,$3700,28.8
4,LeBron James,SF,LAL,$11200,61.4
5,Robert Covington,SF,MIN,$6200,42.9
6,Anthony Davis,PF,NO,$12600,63.5
7,Rodions Kurucs,PF,BKN,$4000,33.6
8,Nikola Vucevic,C,ORL,$9000,59.8
