,Player,Pos,Team,Salary,Score
0,Ricky Rubio,PG,UTA,$7400,41.9
1,Patrick Beverley,PG,LAC,$5300,41.8
2,Lou Williams,SG,LAC,$7500,47.8
3,Eric Gordon,SG,HOU,$4800,29.1
4,Kevin Durant,SF,GS,$10500,69.2
5,Joe Ingles,SF,UTA,$5700,39.7
6,Montrezl Harrell,PF,LAC,$7200,35
7,Georges Niang,PF,UTA,$3500,7.9
8,Clint Capela,C,HOU,$7700,39
