,Player,Pos,Team,Salary,Score
0,Kemba Walker,PG,CHA,$8800,77.4
1,Dennis Smith Jr.,PG,DAL,$5500,34.4
2,Donovan Mitchell,SG,UTA,$7800,49.6
3,Jeremy Lamb,SG,CHA,$5400,38.5
4,Paul George,SF,OKC,$10500,61.2
5,Lance Stephenson,SF,LAL,$3700,35.7
6,Domantas Sabonis,PF,IND,$6700,42.2
7,Guerschon Yabusele,PF,BOS,$3500,17.4
8,Clint Capela,C,HOU,$8100,60.7
