,Player,Pos,Team,Salary,Score
0,Stephen Curry,PG,GS,$9500,56.7
1,Chris Paul,PG,HOU,$7800,53.5
2,CJ McCollum,SG,POR,$6400,40.7
3,Dwyane Wade,SG,MIA,$5100,36.8
4,Kevin Durant,SF,GS,$10200,65.8
5,Maurice Harkless,SF,POR,$3600,30.6
6,Marvin Bagley III,PF,SAC,$5700,45.8
7,Harry Giles III,PF,SAC,$3700,18.6
8,Al Horford,C,BOS,$8000,63.9
