,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$12400,81.3
1,Trae Young,PG,ATL,$8400,42.7
2,Jrue Holiday,SG,NO,$9000,61.5
3,Kent Bazemore,SG,ATL,$4600,24.7
4,Kenrich Williams,SF,NO,$6000,34.4
5,Darius Miller,SF,NO,$3900,23.3
6,Julius Randle,PF,NO,$7300,57.2
7,Luke Kornet,PF,NY,$4300,29.6
8,Nerlens Noel,C,OKC,$3500,44.1
