,Player,Pos,Team,Salary,Score
0,Russell Westbrook,PG,OKC,$12200,45.3
1,Jerian Grant,PG,ORL,$3700,1.2
2,Evan Fournier,SG,ORL,$6000,38
3,Allonzo Trier,SG,NY,$3700,35
4,Paul George,SF,OKC,$11600,60.1
5,Will Barton,SF,DEN,$5200,33.1
6,Pascal Siakam,PF,TOR,$7500,46.6
7,Henry Ellenson,PF,NY,$3600,36.3
8,Mitchell Robinson,C,NY,$6500,60.8
