"","Date","Start..ET.","Visitor.Neutral","PTS","Home.Neutral","PTS.1","Var.7","Var.8","Attend.","Notes"
"83","Mon, Nov 12, 2018","7:30p","Philadelphia 76ers",124,"Miami Heat",114,"Box Score","","19,600",NA
"84","Mon, Nov 12, 2018","8:00p","Brooklyn Nets",113,"Minnesota Timberwolves",120,"Box Score","","10,186",NA
"85","Mon, Nov 12, 2018","8:00p","Phoenix Suns",101,"Oklahoma City Thunder",118,"Box Score","","18,203",NA
"86","Mon, Nov 12, 2018","10:00p","San Antonio Spurs",99,"Sacramento Kings",104,"Box Score","","15,500",NA
"87","Mon, Nov 12, 2018","7:30p","New Orleans Pelicans",126,"Toronto Raptors",110,"Box Score","","19,800",NA
"88","Mon, Nov 12, 2018","7:00p","Orlando Magic",109,"Washington Wizards",117,"Box Score","","15,346",NA
"89","Tue, Nov 13, 2018","7:00p","Charlotte Hornets",89,"Cleveland Cavaliers",113,"Box Score","","19,432",NA
"90","Tue, Nov 13, 2018","9:00p","Houston Rockets",109,"Denver Nuggets",99,"Box Score","","16,741",NA
"91","Tue, Nov 13, 2018","10:30p","Atlanta Hawks",103,"Golden State Warriors",110,"Box Score","","19,596",NA
"92","Wed, Nov 14, 2018","7:30p","Chicago Bulls",82,"Boston Celtics",111,"Box Score","","18,624",NA
"93","Wed, Nov 14, 2018","7:30p","Miami Heat",120,"Brooklyn Nets",107,"Box Score","","13,317",NA
"94","Wed, Nov 14, 2018","8:30p","Utah Jazz",68,"Dallas Mavericks",118,"Box Score","","19,371",NA
"95","Wed, Nov 14, 2018","10:30p","Portland Trail Blazers",117,"Los Angeles Lakers",126,"Box Score","","18,997",NA
"96","Wed, Nov 14, 2018","8:00p","Memphis Grizzlies",116,"Milwaukee Bucks",113,"Box Score","","16,817",NA
"97","Wed, Nov 14, 2018","8:00p","New Orleans Pelicans",100,"Minnesota Timberwolves",107,"Box Score","","11,636",NA
"98","Wed, Nov 14, 2018","8:00p","New York Knicks",103,"Oklahoma City Thunder",128,"Box Score","","18,203",NA
"99","Wed, Nov 14, 2018","7:00p","Philadelphia 76ers",106,"Orlando Magic",111,"Box Score","","15,921",NA
"100","Wed, Nov 14, 2018","9:00p","San Antonio Spurs",96,"Phoenix Suns",116,"Box Score","","14,532",NA
"101","Wed, Nov 14, 2018","7:30p","Detroit Pistons",106,"Toronto Raptors",104,"Box Score","","19,800",NA
"102","Wed, Nov 14, 2018","7:00p","Cleveland Cavaliers",95,"Washington Wizards",119,"Box Score","","14,537",NA
"103","Thu, Nov 15, 2018","9:00p","Atlanta Hawks",93,"Denver Nuggets",138,"Box Score","","15,103",NA
"104","Thu, Nov 15, 2018","8:00p","Golden State Warriors",86,"Houston Rockets",107,"Box Score","","18,055",NA
"105","Thu, Nov 15, 2018","10:30p","San Antonio Spurs",111,"Los Angeles Clippers",116,"Box Score","","17,463",NA
"106","Fri, Nov 16, 2018","7:00p","Toronto Raptors",116,"Boston Celtics",123,"Box Score","OT","18,624",NA
"107","Fri, Nov 16, 2018","7:00p","Miami Heat",91,"Indiana Pacers",99,"Box Score","","17,923",NA
"108","Fri, Nov 16, 2018","8:00p","Sacramento Kings",104,"Memphis Grizzlies",112,"Box Score","","13,811",NA
"109","Fri, Nov 16, 2018","9:30p","Chicago Bulls",104,"Milwaukee Bucks",123,"Box Score","","17,341",NA
"110","Fri, Nov 16, 2018","8:00p","Portland Trail Blazers",96,"Minnesota Timberwolves",112,"Box Score","","18,978",NA
"111","Fri, Nov 16, 2018","8:00p","New York Knicks",124,"New Orleans Pelicans",129,"Box Score","","14,717",NA
"112","Fri, Nov 16, 2018","7:00p","Utah Jazz",107,"Philadelphia 76ers",113,"Box Score","","20,485",NA
"113","Fri, Nov 16, 2018","7:00p","Brooklyn Nets",115,"Washington Wizards",104,"Box Score","","15,102",NA
"114","Sat, Nov 17, 2018","7:30p","Utah Jazz",98,"Boston Celtics",86,"Box Score","","18,624",NA
"115","Sat, Nov 17, 2018","6:00p","Los Angeles Clippers",127,"Brooklyn Nets",119,"Box Score","","12,944",NA
"116","Sat, Nov 17, 2018","8:00p","Toronto Raptors",122,"Chicago Bulls",83,"Box Score","","21,263",NA
"117","Sat, Nov 17, 2018","7:00p","Philadelphia 76ers",122,"Charlotte Hornets",119,"Box Score","OT","19,426",NA
"118","Sat, Nov 17, 2018","8:30p","Golden State Warriors",109,"Dallas Mavericks",112,"Box Score","","20,260",NA
"119","Sat, Nov 17, 2018","8:00p","Sacramento Kings",112,"Houston Rockets",132,"Box Score","","18,055",NA
"120","Sat, Nov 17, 2018","7:00p","Atlanta Hawks",89,"Indiana Pacers",97,"Box Score","","17,491",NA
"121","Sat, Nov 17, 2018","7:00p","Denver Nuggets",115,"New Orleans Pelicans",125,"Box Score","","15,408",NA
"122","Sat, Nov 17, 2018","7:00p","Los Angeles Lakers",117,"Orlando Magic",130,"Box Score","","19,249",NA
"123","Sat, Nov 17, 2018","9:00p","Oklahoma City Thunder",110,"Phoenix Suns",100,"Box Score","","16,376",NA
"124","Sun, Nov 18, 2018","6:00p","Los Angeles Lakers",113,"Miami Heat",97,"Box Score","","19,686",NA
"125","Sun, Nov 18, 2018","3:30p","Memphis Grizzlies",100,"Minnesota Timberwolves",87,"Box Score","","13,179",NA
"126","Sun, Nov 18, 2018","6:00p","New York Knicks",117,"Orlando Magic",131,"Box Score","","15,898",NA
"127","Sun, Nov 18, 2018","7:00p","Golden State Warriors",92,"San Antonio Spurs",104,"Box Score","","18,354",NA
"128","Sun, Nov 18, 2018","6:00p","Portland Trail Blazers",119,"Washington Wizards",109,"Box Score","","16,647",NA
"129","Mon, Nov 19, 2018","7:30p","Los Angeles Clippers",127,"Atlanta Hawks",119,"Box Score","","14,323",NA
"130","Mon, Nov 19, 2018","7:00p","Boston Celtics",112,"Charlotte Hornets",117,"Box Score","","18,040",NA
"131","Mon, Nov 19, 2018","7:00p","Cleveland Cavaliers",102,"Detroit Pistons",113,"Box Score","","15,769",NA
"132","Mon, Nov 19, 2018","7:00p","Utah Jazz",94,"Indiana Pacers",121,"Box Score","","17,000",NA
"133","Mon, Nov 19, 2018","8:00p","Dallas Mavericks",88,"Memphis Grizzlies",98,"Box Score","","15,997",NA
"134","Mon, Nov 19, 2018","8:00p","Denver Nuggets",98,"Milwaukee Bucks",104,"Box Score","","17,341",NA
"135","Mon, Nov 19, 2018","8:00p","San Antonio Spurs",126,"New Orleans Pelicans",140,"Box Score","","14,675",NA
"136","Mon, Nov 19, 2018","7:00p","Phoenix Suns",114,"Philadelphia 76ers",119,"Box Score","","20,459",NA
"137","Mon, Nov 19, 2018","10:00p","Oklahoma City Thunder",113,"Sacramento Kings",117,"Box Score","","16,250",NA
"138","Tue, Nov 20, 2018","7:30p","Brooklyn Nets",104,"Miami Heat",92,"Box Score","","19,600",NA
"139","Tue, Nov 20, 2018","7:30p","Portland Trail Blazers",118,"New York Knicks",114,"Box Score","","19,812",NA
"140","Tue, Nov 20, 2018","7:00p","Toronto Raptors",93,"Orlando Magic",91,"Box Score","","16,016",NA
"141","Tue, Nov 20, 2018","7:00p","Los Angeles Clippers",118,"Washington Wizards",125,"Box Score","","14,499",NA
"142","Wed, Nov 21, 2018","7:30p","Toronto Raptors",124,"Atlanta Hawks",108,"Box Score","","15,058",NA
"143","Wed, Nov 21, 2018","7:30p","New York Knicks",117,"Boston Celtics",109,"Box Score","","18,624",NA
"144","Wed, Nov 21, 2018","8:00p","Phoenix Suns",116,"Chicago Bulls",124,"Box Score","","19,014",NA
"145","Wed, Nov 21, 2018","7:00p","Indiana Pacers",109,"Charlotte Hornets",127,"Box Score","","15,913",NA
"146","Wed, Nov 21, 2018","8:00p","Los Angeles Lakers",109,"Cleveland Cavaliers",105,"Box Score","","19,432",NA
"147","Wed, Nov 21, 2018","8:30p","Brooklyn Nets",113,"Dallas Mavericks",119,"Box Score","","19,926",NA
"148","Wed, Nov 21, 2018","10:30p","Oklahoma City Thunder",123,"Golden State Warriors",95,"Box Score","","19,596",NA
"149","Wed, Nov 21, 2018","8:00p","Detroit Pistons",124,"Houston Rockets",126,"Box Score","","18,055",NA
"150","Wed, Nov 21, 2018","8:00p","Portland Trail Blazers",100,"Milwaukee Bucks",143,"Box Score","","17,591",NA
"151","Wed, Nov 21, 2018","8:00p","Denver Nuggets",103,"Minnesota Timberwolves",101,"Box Score","","15,086",NA
"152","Wed, Nov 21, 2018","7:00p","New Orleans Pelicans",120,"Philadelphia 76ers",121,"Box Score","","20,352",NA
"153","Wed, Nov 21, 2018","8:30p","Memphis Grizzlies",104,"San Antonio Spurs",103,"Box Score","","18,354",NA
"154","Wed, Nov 21, 2018","9:00p","Sacramento Kings",119,"Utah Jazz",110,"Box Score","","18,306",NA
"155","Fri, Nov 23, 2018","7:30p","Boston Celtics",114,"Atlanta Hawks",96,"Box Score","","15,017",NA
"156","Fri, Nov 23, 2018","12:00p","Minnesota Timberwolves",112,"Brooklyn Nets",102,"Box Score","","12,814",NA
"157","Fri, Nov 23, 2018","8:00p","Miami Heat",103,"Chicago Bulls",96,"Box Score","","20,935",NA
"158","Fri, Nov 23, 2018","9:00p","Orlando Magic",87,"Denver Nuggets",112,"Box Score","","19,520",NA
"159","Fri, Nov 23, 2018","7:00p","Houston Rockets",111,"Detroit Pistons",116,"Box Score","OT","17,268",NA
"160","Fri, Nov 23, 2018","10:30p","Portland Trail Blazers",97,"Golden State Warriors",125,"Box Score","","19,596",NA
"161","Fri, Nov 23, 2018","8:00p","San Antonio Spurs",111,"Indiana Pacers",100,"Box Score","","17,262",NA
"162","Fri, Nov 23, 2018","3:30p","Memphis Grizzlies",107,"Los Angeles Clippers",112,"Box Score","OT","15,418",NA
"163","Fri, Nov 23, 2018","10:30p","Utah Jazz",83,"Los Angeles Lakers",90,"Box Score","","18,997",NA
"164","Fri, Nov 23, 2018","8:30p","Phoenix Suns",116,"Milwaukee Bucks",114,"Box Score","","17,852",NA
"165","Fri, Nov 23, 2018","7:30p","New Orleans Pelicans",109,"New York Knicks",114,"Box Score","","18,948",NA
"166","Fri, Nov 23, 2018","8:00p","Charlotte Hornets",104,"Oklahoma City Thunder",109,"Box Score","","18,203",NA
"167","Fri, Nov 23, 2018","7:30p","Cleveland Cavaliers",121,"Philadelphia 76ers",112,"Box Score","","20,524",NA
"168","Fri, Nov 23, 2018","7:30p","Washington Wizards",107,"Toronto Raptors",125,"Box Score","","19,800",NA
"169","Sat, Nov 24, 2018","7:30p","Houston Rockets",108,"Cleveland Cavaliers",117,"Box Score","","19,432",NA
"170","Sat, Nov 24, 2018","8:30p","Boston Celtics",104,"Dallas Mavericks",113,"Box Score","","20,226",NA
"171","Sat, Nov 24, 2018","8:30p","Sacramento Kings",116,"Golden State Warriors",117,"Box Score","","19,596",NA
"172","Sat, Nov 24, 2018","8:30p","San Antonio Spurs",129,"Milwaukee Bucks",135,"Box Score","","17,559",NA
"173","Sat, Nov 24, 2018","8:00p","Chicago Bulls",96,"Minnesota Timberwolves",111,"Box Score","","17,119",NA
"174","Sat, Nov 24, 2018","8:00p","Denver Nuggets",105,"Oklahoma City Thunder",98,"Box Score","","18,203",NA
"175","Sat, Nov 24, 2018","8:00p","New Orleans Pelicans",114,"Washington Wizards",124,"Box Score","","15,165",NA
"176","Sun, Nov 25, 2018","6:00p","Charlotte Hornets",123,"Atlanta Hawks",124,"Box Score","","12,977",NA
"177","Sun, Nov 25, 2018","6:00p","Philadelphia 76ers",127,"Brooklyn Nets",125,"Box Score","","15,217",NA
"178","Sun, Nov 25, 2018","4:00p","Phoenix Suns",107,"Detroit Pistons",118,"Box Score","","14,413",NA
"179","Sun, Nov 25, 2018","3:30p","Orlando Magic",108,"Los Angeles Lakers",104,"Box Score","","18,997",NA
"180","Sun, Nov 25, 2018","6:00p","New York Knicks",103,"Memphis Grizzlies",98,"Box Score","","14,331",NA
"181","Sun, Nov 25, 2018","9:00p","Los Angeles Clippers",104,"Portland Trail Blazers",100,"Box Score","","19,138",NA
"182","Sun, Nov 25, 2018","8:00p","Utah Jazz",133,"Sacramento Kings",112,"Box Score","","16,048",NA
"183","Sun, Nov 25, 2018","6:00p","Miami Heat",115,"Toronto Raptors",125,"Box Score","","19,800",NA
"184","Mon, Nov 26, 2018","8:00p","San Antonio Spurs",108,"Chicago Bulls",107,"Box Score","","19,006",NA
"185","Mon, Nov 26, 2018","7:00p","Milwaukee Bucks",107,"Charlotte Hornets",110,"Box Score","","13,805",NA
"186","Mon, Nov 26, 2018","7:00p","Minnesota Timberwolves",102,"Cleveland Cavaliers",95,"Box Score","","19,432",NA
"187","Mon, Nov 26, 2018","10:30p","Orlando Magic",110,"Golden State Warriors",116,"Box Score","","19,596",NA
"188","Mon, Nov 26, 2018","8:00p","Boston Celtics",124,"New Orleans Pelicans",107,"Box Score","","15,189",NA
"189","Mon, Nov 26, 2018","9:00p","Indiana Pacers",121,"Utah Jazz",88,"Box Score","","18,306",NA
"190","Mon, Nov 26, 2018","7:00p","Houston Rockets",131,"Washington Wizards",135,"Box Score","OT","16,872",NA
"191","Tue, Nov 27, 2018","9:00p","Los Angeles Lakers",85,"Denver Nuggets",117,"Box Score","","19,583",NA
"192","Tue, Nov 27, 2018","7:00p","New York Knicks",108,"Detroit Pistons",115,"Box Score","","13,935",NA
"193","Tue, Nov 27, 2018","8:00p","Toronto Raptors",122,"Memphis Grizzlies",114,"Box Score","","14,187",NA
"194","Tue, Nov 27, 2018","7:30p","Atlanta Hawks",115,"Miami Heat",113,"Box Score","","19,600",NA
"195","Tue, Nov 27, 2018","9:00p","Indiana Pacers",109,"Phoenix Suns",104,"Box Score","","13,038",NA
"196","Wed, Nov 28, 2018","7:30p","Utah Jazz",101,"Brooklyn Nets",91,"Box Score","","12,928",NA
"197","Wed, Nov 28, 2018","7:00p","Atlanta Hawks",94,"Charlotte Hornets",108,"Box Score","","12,971",NA
"198","Wed, Nov 28, 2018","8:00p","Dallas Mavericks",128,"Houston Rockets",108,"Box Score","","18,055",NA
"199","Wed, Nov 28, 2018","10:30p","Phoenix Suns",99,"Los Angeles Clippers",115,"Box Score","","16,372",NA
"200","Wed, Nov 28, 2018","8:00p","Chicago Bulls",113,"Milwaukee Bucks",116,"Box Score","","16,660",NA
"201","Wed, Nov 28, 2018","8:00p","San Antonio Spurs",89,"Minnesota Timberwolves",128,"Box Score","","11,023",NA
"202","Wed, Nov 28, 2018","8:00p","Washington Wizards",104,"New Orleans Pelicans",125,"Box Score","","13,570",NA
"203","Wed, Nov 28, 2018","8:00p","Cleveland Cavaliers",83,"Oklahoma City Thunder",100,"Box Score","","18,203",NA
"204","Wed, Nov 28, 2018","7:00p","New York Knicks",91,"Philadelphia 76ers",117,"Box Score","","20,274",NA
"205","Wed, Nov 28, 2018","10:00p","Orlando Magic",112,"Portland Trail Blazers",115,"Box Score","","18,865",NA
"206","Thu, Nov 29, 2018","10:30p","Indiana Pacers",96,"Los Angeles Lakers",104,"Box Score","","18,997",NA
"207","Thu, Nov 29, 2018","10:30p","Los Angeles Clippers",133,"Sacramento Kings",121,"Box Score","","17,583",NA
"208","Thu, Nov 29, 2018","8:00p","Golden State Warriors",128,"Toronto Raptors",131,"Box Score","OT","20,073",NA
"209","Fri, Nov 30, 2018","7:00p","Cleveland Cavaliers",95,"Boston Celtics",128,"Box Score","","18,624",NA
"210","Fri, Nov 30, 2018","7:30p","Memphis Grizzlies",131,"Brooklyn Nets",125,"Box Score","2OT","12,983",NA
"211","Fri, Nov 30, 2018","7:00p","Utah Jazz",119,"Charlotte Hornets",111,"Box Score","","15,812",NA
"212","Fri, Nov 30, 2018","7:00p","Chicago Bulls",88,"Detroit Pistons",107,"Box Score","","15,372",NA
"213","Fri, Nov 30, 2018","10:30p","Dallas Mavericks",103,"Los Angeles Lakers",114,"Box Score","","18,997",NA
"214","Fri, Nov 30, 2018","8:00p","New Orleans Pelicans",101,"Miami Heat",106,"Box Score","","19,600",NA
"215","Fri, Nov 30, 2018","8:00p","Atlanta Hawks",109,"Oklahoma City Thunder",124,"Box Score","","18,203",NA
"216","Fri, Nov 30, 2018","7:00p","Washington Wizards",98,"Philadelphia 76ers",123,"Box Score","","20,400",NA
"217","Fri, Nov 30, 2018","9:00p","Orlando Magic",99,"Phoenix Suns",85,"Box Score","","13,228",NA
"218","Fri, Nov 30, 2018","10:30p","Denver Nuggets",113,"Portland Trail Blazers",112,"Box Score","","19,459",NA
"219","Fri, Nov 30, 2018","8:00p","Houston Rockets",136,"San Antonio Spurs",105,"Box Score","","18,354",NA
