"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA."
"1",1,1,"2019-03-09","29-051","ATL","","BRK","L (-2)","0","7:00","0","2",".000","0","1",".000","0","0","","2","2","4","0","0","0","0","2","0","-0.2","-2",NA
"2",2,NA,"2019-03-10","29-052","ATL","","NOP","W (+12)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"3",3,2,"2019-03-13","29-055","ATL","","MEM","W (+21)","0","3:39","0","0","","0","0","","0","0","","0","2","2","1","0","0","0","2","0","0.5","-6",NA
"4",4,NA,"2019-03-16","29-058","ATL","@","BOS","L (-9)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"5",5,NA,"2019-03-17","29-059","ATL","@","ORL","L (-10)","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"6",6,3,"2019-04-05","29-078","MEM","@","DAL","W (+10)","0","17:55","3","6",".500","0","0","","4","4","1.000","2","1","3","0","1","0","0","3","10","8.5","+1",NA
"7",7,4,"2019-04-07","29-080","MEM","","DAL","L (-2)","0","26:09","6","9",".667","0","0","","3","4",".750","3","2","5","0","0","1","0","5","15","12.1","+16",NA
"8",8,5,"2019-04-09","29-082","MEM","@","DET","L (-7)","1","19:27","4","7",".571","0","0","","5","6",".833","1","5","6","3","0","2","3","6","13","9.6","0",NA
"9",9,6,"2019-04-10","29-083","MEM","","GSW","W (+15)","0","18:42","3","6",".500","0","0","","2","4",".500","3","1","4","0","0","0","1","2","8","4.8","+3",NA
