PG,PG,SG,SG,SF,SF,PF,PF,C,P
Ricky Rubio,Kyrie Irving,CJ McCollum,Buddy Hield,Justise Winslow,Bojan Bogdanovic,Derrick Favors,Marvin III,Joel Embiid,266.0
Kyrie Irving,Spencer Dinwiddie,Andrew Wiggins,Buddy Hield,Giannis Antetokounmpo,Bojan Bogdanovic,Noah Vonleh,Marvin III,Brook Lopez,306.0
Kyrie Irving,Spencer Dinwiddie,Jrue Holiday,Bradley Beal,Justise Winslow,Bojan Bogdanovic,Serge Ibaka,Marvin III,Jarrett Allen,314.3
Kyrie Irving,Darren Collison,Andrew Wiggins,Khris Middleton,Justise Winslow,Bojan Bogdanovic,Serge Ibaka,Noah Vonleh,Joel Embiid,305.5
Ricky Rubio,Spencer Dinwiddie,CJ McCollum,Andrew Wiggins,Gordon Hayward,Bojan Bogdanovic,Serge Ibaka,Thaddeus Young,Joel Embiid,277.5
Kyrie Irving,Darren Collison,CJ McCollum,Bradley Beal,Giannis Antetokounmpo,Bojan Bogdanovic,Marvin III,Thaddeus Young,Mitchell Robinson,253.2
Spencer Dinwiddie,Darren Collison,Jrue Holiday,Buddy Hield,Gordon Hayward,Bojan Bogdanovic,Pascal Siakam,Marvin III,Joel Embiid,289.8
Ricky Rubio,Darren Collison,Jrue Holiday,Andrew Wiggins,Giannis Antetokounmpo,Bojan Bogdanovic,Derrick Favors,Marvin III,Jarrett Allen,264.8
Ricky Rubio,Kyrie Irving,CJ McCollum,Andrew Wiggins,Giannis Antetokounmpo,Justise Winslow,Noah Vonleh,Thaddeus Young,Jarrett Allen,286.1
Kyrie Irving,Spencer Dinwiddie,Buddy Hield,Khris Middleton,Gordon Hayward,Bojan Bogdanovic,Serge Ibaka,Derrick Favors,Rudy Gobert,325.0
Ricky Rubio,Damian Lillard,Andrew Wiggins,Buddy Hield,Kawhi Leonard,Bojan Bogdanovic,Serge Ibaka,Marvin III,Mitchell Robinson,259.5
Ricky Rubio,Kyrie Irving,Jrue Holiday,Khris Middleton,Gordon Hayward,Bojan Bogdanovic,Jayson Tatum,Marvin III,Brook Lopez,311.9
Ricky Rubio,Darren Collison,CJ McCollum,Buddy Hield,Giannis Antetokounmpo,Bojan Bogdanovic,Pascal Siakam,Serge Ibaka,Brook Lopez,240.5
Kyrie Irving,Damian Lillard,CJ McCollum,Andrew Wiggins,Gordon Hayward,Bojan Bogdanovic,Pascal Siakam,Marvin III,Jarrett Allen,297.7
Ricky Rubio,Spencer Dinwiddie,Buddy Hield,Bradley Beal,Giannis Antetokounmpo,Justise Winslow,Pascal Siakam,Marvin III,Mitchell Robinson,266.4
Ricky Rubio,Spencer Dinwiddie,Jrue Holiday,Buddy Hield,Kawhi Leonard,Bojan Bogdanovic,Noah Vonleh,Thaddeus Young,Rudy Gobert,276.4
Kyrie Irving,Damian Lillard,Jrue Holiday,Andrew Wiggins,Justise Winslow,Bojan Bogdanovic,Derrick Favors,Thaddeus Young,Brook Lopez,279.0
Ricky Rubio,Damian Lillard,Khris Middleton,Bradley Beal,Justise Winslow,Bojan Bogdanovic,Noah Vonleh,Marvin III,Rudy Gobert,217.6
Ricky Rubio,Spencer Dinwiddie,CJ McCollum,Khris Middleton,Giannis Antetokounmpo,Bojan Bogdanovic,Jayson Tatum,Derrick Favors,Mitchell Robinson,280.5
Ben Simmons,Kyrie Irving,CJ McCollum,Bradley Beal,Justise Winslow,Bojan Bogdanovic,Pascal Siakam,Noah Vonleh,Brook Lopez,265.1
Damian Lillard,Darren Collison,Jrue Holiday,CJ McCollum,Kawhi Leonard,Bojan Bogdanovic,Noah Vonleh,Marvin III,Brook Lopez,235.1
Kyrie Irving,Darren Collison,Buddy Hield,Bradley Beal,Kawhi Leonard,Bojan Bogdanovic,Noah Vonleh,Derrick Favors,Jarrett Allen,301.2
Kyrie Irving,Spencer Dinwiddie,CJ McCollum,Buddy Hield,Kawhi Leonard,Justise Winslow,Serge Ibaka,Thaddeus Young,Brook Lopez,314.2
Ricky Rubio,Spencer Dinwiddie,Buddy Hield,Khris Middleton,Justise Winslow,Gordon Hayward,Jayson Tatum,Noah Vonleh,Joel Embiid,300.7
Kyrie Irving,Darren Collison,Buddy Hield,Bradley Beal,Justise Winslow,Gordon Hayward,Jayson Tatum,Marvin III,Rudy Gobert,274.5
Spencer Dinwiddie,Darren Collison,CJ McCollum,Khris Middleton,Giannis Antetokounmpo,Gordon Hayward,Serge Ibaka,Marvin III,Jarrett Allen,299.3
Ricky Rubio,Spencer Dinwiddie,Andrew Wiggins,Bradley Beal,Kawhi Leonard,Gordon Hayward,Derrick Favors,Marvin III,Brook Lopez,297.3
Ben Simmons,Ricky Rubio,Buddy Hield,Bradley Beal,Gordon Hayward,Bojan Bogdanovic,Domantas Sabonis,Marvin III,Jarrett Allen,251.7
Kyrie Irving,Damian Lillard,Jrue Holiday,Buddy Hield,Justise Winslow,Gordon Hayward,Serge Ibaka,Noah Vonleh,Mitchell Robinson,288.1
Kyrie Irving,Spencer Dinwiddie,Andrew Wiggins,Khris Middleton,Kawhi Leonard,Justise Winslow,Jayson Tatum,Marvin III,Mitchell Robinson,356.7
Spencer Dinwiddie,Darren Collison,CJ McCollum,Andrew Wiggins,Justise Winslow,Bojan Bogdanovic,Anthony Davis,Marvin III,Al Horford,280.1
Spencer Dinwiddie,Darren Collison,Jrue Holiday,Bradley Beal,Giannis Antetokounmpo,Justise Winslow,Noah Vonleh,Thaddeus Young,Brook Lopez,257.8
Damian Lillard,Spencer Dinwiddie,Jrue Holiday,CJ McCollum,Justise Winslow,Gordon Hayward,Marvin III,Thaddeus Young,Rudy Gobert,246.9
Ben Simmons,Darren Collison,Jrue Holiday,CJ McCollum,Justise Winslow,Bojan Bogdanovic,Serge Ibaka,Derrick Favors,Rudy Gobert,230.5
Ricky Rubio,Darren Collison,Andrew Wiggins,Bradley Beal,Josh Richardson,Justise Winslow,Marvin III,Thaddeus Young,Joel Embiid,237.4
Ricky Rubio,Darren Collison,Andrew Wiggins,Bradley Beal,Giannis Antetokounmpo,Gordon Hayward,Serge Ibaka,Noah Vonleh,Mitchell Robinson,255.6
Ben Simmons,Kyrie Irving,Buddy Hield,Khris Middleton,Justise Winslow,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Jarrett Allen,308.5
Damian Lillard,Spencer Dinwiddie,Buddy Hield,Bradley Beal,Gordon Hayward,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Brook Lopez,260.6
Kyrie Irving,Spencer Dinwiddie,Jrue Holiday,CJ McCollum,Gordon Hayward,Bojan Bogdanovic,Domantas Sabonis,Noah Vonleh,Al Horford,310.1
Ricky Rubio,Kyrie Irving,Khris Middleton,Bradley Beal,Justise Winslow,Gordon Hayward,Pascal Siakam,Derrick Favors,Jarrett Allen,317.6
