PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Jamal Murray,Khris Middleton,Jeremy Lamb,Kevin Durant,Rudy Gay,Marvin III,Derrick Favors,Thomas Bryant,304.7
Stephen Curry,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,Giannis Antetokounmpo,Justin Jackson,Marvin III,Derrick Favors,Thomas Bryant,317.0
Jamal Murray,Ricky Rubio,Bradley Beal,Bogdan Bogdanovic,Rudy Gay,Mitchell Creek,Marvin III,Derrick Favors,Nikola Jokic,297.8
Stephen Curry,Ricky Rubio,Buddy Hield,Jeremy Lamb,Kevin Durant,James III,Marvin III,Derrick Favors,Willie Cauley-Stein,250.7
Stephen Curry,Jamal Murray,Bradley Beal,Jeremy Lamb,Rudy Gay,Justin Jackson,Draymond Green,Marvin III,Willie Cauley-Stein,236.0
Kemba Walker,Ricky Rubio,Jrue Holiday,Buddy Hield,Rudy Gay,Justin Jackson,Marvin III,Derrick Favors,Brook Lopez,263.7
Kemba Walker,Ricky Rubio,Bogdan Bogdanovic,Brandon Sampson,Giannis Antetokounmpo,Rudy Gay,Draymond Green,Derrick Favors,Thomas Bryant,312.0
Stephen Curry,Kemba Walker,Buddy Hield,Jeremy Lamb,Rudy Gay,Mitchell Creek,Draymond Green,Derrick Favors,Jarrett Allen,239.9
Stephen Curry,Jamal Murray,Khris Middleton,Bogdan Bogdanovic,Rudy Gay,James III,Draymond Green,Derrick Favors,Rudy Gobert,262.4
Jamal Murray,Ricky Rubio,Khris Middleton,Jeremy Lamb,Giannis Antetokounmpo,Mitchell Creek,Draymond Green,Derrick Favors,Willie Cauley-Stein,248.3
Stephen Curry,Kemba Walker,Bogdan Bogdanovic,Brandon Sampson,Kevin Durant,Mitchell Creek,Marvin III,Derrick Favors,Brook Lopez,262.0
Kemba Walker,Ricky Rubio,Bogdan Bogdanovic,Jeremy Lamb,Kevin Durant,Justin Jackson,Draymond Green,Marvin III,Jarrett Allen,271.4
Jamal Murray,Ricky Rubio,Buddy Hield,Jeremy Lamb,Giannis Antetokounmpo,Rudy Gay,Marvin III,DJ Wilson,Jarrett Allen,259.2
Stephen Curry,Ricky Rubio,Jrue Holiday,Khris Middleton,Rudy Gay,Mitchell Creek,Draymond Green,Marvin III,Thomas Bryant,270.8
Kemba Walker,Ricky Rubio,Bradley Beal,Jeremy Lamb,Giannis Antetokounmpo,Mitchell Creek,Marvin III,Jonas Jerebko,Thomas Bryant,319.0
Stephen Curry,Kemba Walker,Buddy Hield,Bradley Beal,Rudy Gay,James III,Marvin III,Rondae Hollis-Jefferson,Thomas Bryant,295.6
Kemba Walker,Jamal Murray,Bogdan Bogdanovic,Jeremy Lamb,Giannis Antetokounmpo,James III,Richaun Holmes,Marvin III,Willie Cauley-Stein,265.8
Kemba Walker,Jamal Murray,James Harden,Bogdan Bogdanovic,Rudy Gay,Justin Jackson,Derrick Favors,Georges Niang,Willie Cauley-Stein,245.4
Kemba Walker,Jamal Murray,Buddy Hield,Bradley Beal,Kevin Durant,Mitchell Creek,Derrick Favors,Jonas Jerebko,Willie Cauley-Stein,277.7
Jamal Murray,Ricky Rubio,Buddy Hield,Bradley Beal,Kevin Durant,Gerald Green,Draymond Green,Marvin III,Thomas Bryant,328.1
Jamal Murray,Ricky Rubio,James Harden,Khris Middleton,Justin Jackson,James III,Marvin III,Derrick Favors,Jarrett Allen,230.6
Kemba Walker,Ricky Rubio,Bradley Beal,Brandon Sampson,Kevin Durant,Rudy Gay,Marvin III,DJ Wilson,Willie Cauley-Stein,252.5
Kemba Walker,Jamal Murray,Buddy Hield,Khris Middleton,Mitchell Creek,Justin Jackson,Draymond Green,Marvin III,Rudy Gobert,248.6
Stephen Curry,Devin Harris,Khris Middleton,Brandon Sampson,Giannis Antetokounmpo,Rudy Gay,Marvin III,Derrick Favors,Willie Cauley-Stein,225.6
Stephen Curry,Jamal Murray,Bradley Beal,Khris Middleton,Kevin Durant,Justin Jackson,Derrick Favors,DJ Wilson,Brook Lopez,260.1
Kemba Walker,Jamal Murray,Jrue Holiday,Bradley Beal,Justin Jackson,James III,Draymond Green,Derrick Favors,Thomas Bryant,293.0
Stephen Curry,Ricky Rubio,Khris Middleton,Jeremy Lamb,Giannis Antetokounmpo,Justin Jackson,Marvin III,Georges Niang,Brook Lopez,242.4
Kemba Walker,Ricky Rubio,Bradley Beal,Jeremy Lamb,Rudy Gay,James III,Derrick Favors,Cheick Diallo,Rudy Gobert,295.5
Stephen Curry,Jamal Murray,Jrue Holiday,Jeremy Lamb,Mitchell Creek,Gerald Green,Marvin III,Derrick Favors,Rudy Gobert,294.0
Jamal Murray,Ricky Rubio,Buddy Hield,Bradley Beal,Giannis Antetokounmpo,James III,Derrick Favors,Georges Niang,Brook Lopez,273.3
Stephen Curry,Ricky Rubio,James Harden,Jeremy Lamb,Rudy Gay,Justin Jackson,Derrick Favors,Jonas Jerebko,Thomas Bryant,268.4
Stephen Curry,Jamal Murray,Bogdan Bogdanovic,Jeremy Lamb,Kevin Durant,Rudy Gay,DJ Wilson,Jonas Jerebko,Nikola Jokic,283.8
Stephen Curry,Jamal Murray,Jrue Holiday,Brandon Sampson,Kevin Durant,Rudy Gay,Derrick Favors,Georges Niang,Jarrett Allen,251.8
Stephen Curry,Kemba Walker,Khris Middleton,Jeremy Lamb,Mitchell Creek,James III,Marvin III,DJ Wilson,Nikola Jokic,231.4
Stephen Curry,Kemba Walker,Bogdan Bogdanovic,Jeremy Lamb,Rudy Gay,Nemanja Bjelica,Marvin III,Georges Niang,Rudy Gobert,276.2
Stephen Curry,Jamal Murray,Buddy Hield,Khris Middleton,Rudy Gay,Gerald Green,Marvin III,Georges Niang,Nikola Jokic,281.6
Jamal Murray,Ricky Rubio,Jrue Holiday,Bogdan Bogdanovic,Kevin Durant,Justin Jackson,Richaun Holmes,Derrick Favors,Rudy Gobert,300.3
Kemba Walker,Raul Neto,Khris Middleton,Bogdan Bogdanovic,Giannis Antetokounmpo,Rudy Gay,Marvin III,Jonas Jerebko,Brook Lopez,257.4
Stephen Curry,Kemba Walker,Khris Middleton,Bogdan Bogdanovic,Kevin Durant,Rudy Gay,Richaun Holmes,Harry III,Willie Cauley-Stein,264.8
Stephen Curry,Ricky Rubio,Bogdan Bogdanovic,Jeremy Lamb,Giannis Antetokounmpo,Kevin Durant,Richaun Holmes,Rodions Kurucs,Thomas Bryant,317.0
