PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Darren Collison,Jeremy Lamb,Buddy Hield,Paul George,Bojan Bogdanovic,Serge Ibaka,Marvin III,JaVale McGee,233.7
Kemba Walker,Darren Collison,Dennis Schroder,Bogdan Bogdanovic,Bojan Bogdanovic,Corey Brewer,Serge Ibaka,Marvin III,Joel Embiid,204.3
Kemba Walker,Darren Collison,Dennis Schroder,Jeremy Lamb,Paul George,Bojan Bogdanovic,Pascal Siakam,Paul Millsap,Kyle O'Quinn,218.1
Kemba Walker,Darren Collison,Bogdan Bogdanovic,Buddy Hield,Paul George,Corey Brewer,Pascal Siakam,Thaddeus Young,JaVale McGee,254.3
Russell Westbrook,Jamal Murray,Dennis Schroder,Jeremy Lamb,Bojan Bogdanovic,Corey Brewer,Domantas Sabonis,Thaddeus Young,JaVale McGee,195.1
Kemba Walker,Jamal Murray,Jeremy Lamb,Buddy Hield,Bojan Bogdanovic,Corey Brewer,Kyle Kuzma,Pascal Siakam,Willie Cauley-Stein,267.8
Kemba Walker,Jamal Murray,Bogdan Bogdanovic,Svi Mykhailiuk,Paul George,Bojan Bogdanovic,Domantas Sabonis,Serge Ibaka,Kyle O'Quinn,208.8
Jamal Murray,Darren Collison,Bogdan Bogdanovic,Buddy Hield,Bojan Bogdanovic,Corey Brewer,Domantas Sabonis,Paul Millsap,Nikola Jokic,222.5
Russell Westbrook,Darren Collison,Bogdan Bogdanovic,Alex Abrines,Paul George,Bojan Bogdanovic,Thaddeus Young,Marvin III,Kyle O'Quinn,229.1
Kemba Walker,Jamal Murray,Dennis Schroder,Alex Abrines,Paul George,Corey Brewer,Kyle Kuzma,Serge Ibaka,JaVale McGee,216.3
Jamal Murray,Darren Collison,Dennis Schroder,Buddy Hield,Bojan Bogdanovic,Michael Beasley,Pascal Siakam,Thaddeus Young,Joel Embiid,245.6
Russell Westbrook,Darren Collison,Dennis Schroder,Svi Mykhailiuk,Paul George,Corey Brewer,Paul Millsap,Marvin III,JaVale McGee,198.5
Jamal Murray,Devonte' Graham,Dennis Schroder,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Pascal Siakam,Marvin III,Steven Adams,229.7
Devonte' Graham,Darren Collison,Dennis Schroder,Buddy Hield,Paul George,Bojan Bogdanovic,Domantas Sabonis,Kyle Kuzma,Willie Cauley-Stein,232.9
Kemba Walker,Darren Collison,Jeremy Lamb,Alex Abrines,Paul George,Corey Brewer,Domantas Sabonis,Marvin III,Willie Cauley-Stein,220.8
Ben Simmons,Kemba Walker,Dennis Schroder,Buddy Hield,Bojan Bogdanovic,Lance Stephenson,Pascal Siakam,Serge Ibaka,JaVale McGee,202.9
Russell Westbrook,Darren Collison,Bogdan Bogdanovic,Jeremy Lamb,Bojan Bogdanovic,Chandler Hutchison,Kyle Kuzma,Pascal Siakam,JaVale McGee,254.9
Jamal Murray,Darren Collison,Dennis Schroder,Bogdan Bogdanovic,Paul George,Lance Stephenson,Thaddeus Young,Serge Ibaka,Willie Cauley-Stein,248.4
Ben Simmons,Darren Collison,Jeremy Lamb,Svi Mykhailiuk,Bojan Bogdanovic,Corey Brewer,Domantas Sabonis,Pascal Siakam,Joel Embiid,210.6
Kemba Walker,Jamal Murray,Buddy Hield,Alex Abrines,Bojan Bogdanovic,Norman Powell,Serge Ibaka,Paul Millsap,Joel Embiid,241.7
Russell Westbrook,Darren Collison,Buddy Hield,Alex Abrines,Bojan Bogdanovic,Corey Brewer,Pascal Siakam,Serge Ibaka,Steven Adams,244.5
Ben Simmons,Jamal Murray,Alex Abrines,Svi Mykhailiuk,Paul George,Bojan Bogdanovic,Pascal Siakam,Paul Millsap,JaVale McGee,208.5
Russell Westbrook,Darren Collison,Jeremy Lamb,Buddy Hield,Bojan Bogdanovic,Lance Stephenson,Thaddeus Young,Paul Millsap,Willie Cauley-Stein,253.4
Ben Simmons,Kemba Walker,Bogdan Bogdanovic,Jeremy Lamb,Bojan Bogdanovic,Norman Powell,Domantas Sabonis,Marvin III,JaVale McGee,183.2
Kemba Walker,Jamal Murray,Jeremy Lamb,Svi Mykhailiuk,Bojan Bogdanovic,Lance Stephenson,Thaddeus Young,Marvin III,Joel Embiid,231.4
Kemba Walker,Jamal Murray,Dennis Schroder,Buddy Hield,Paul George,Norman Powell,Thaddeus Young,Marvin III,Kyle O'Quinn,227.3
Tony Parker,Shaquille Harrison,Dennis Schroder,Jeremy Lamb,Paul George,Bojan Bogdanovic,Domantas Sabonis,Serge Ibaka,Joel Embiid,232.4
Russell Westbrook,Kemba Walker,Buddy Hield,Alex Abrines,Bojan Bogdanovic,Justin Jackson,Kyle Kuzma,Marvin III,JaVale McGee,236.7
Russell Westbrook,Jamal Murray,Dennis Schroder,Buddy Hield,Bojan Bogdanovic,Michael Kidd-Gilchrist,Kyle Kuzma,Serge Ibaka,Kyle O'Quinn,244.8
Ben Simmons,Jamal Murray,Dennis Schroder,Jeremy Lamb,Bojan Bogdanovic,Michael Beasley,Serge Ibaka,Paul Millsap,Willie Cauley-Stein,209.6
Russell Westbrook,Kemba Walker,Jeremy Lamb,Buddy Hield,Michael Beasley,Corey Brewer,Serge Ibaka,Paul Millsap,JaVale McGee,232.9
Kemba Walker,Tony Parker,Buddy Hield,Svi Mykhailiuk,Paul George,Bojan Bogdanovic,Paul Millsap,Marvin III,Willie Cauley-Stein,248.4
Jamal Murray,Darren Collison,Jeremy Lamb,Svi Mykhailiuk,Paul George,Corey Brewer,Kyle Kuzma,Thaddeus Young,Steven Adams,271.3
Kemba Walker,Devonte' Graham,Jeremy Lamb,Alex Abrines,Paul George,Bojan Bogdanovic,Thaddeus Young,Serge Ibaka,Steven Adams,237.8
Cory Joseph,Landry Shamet,Bogdan Bogdanovic,Jeremy Lamb,Paul George,Bojan Bogdanovic,Paul Millsap,Marvin III,Joel Embiid,236.5
Russell Westbrook,Jamal Murray,Bogdan Bogdanovic,Buddy Hield,Norman Powell,Corey Brewer,Serge Ibaka,Marvin III,Willie Cauley-Stein,251.3
Ben Simmons,Darren Collison,Bogdan Bogdanovic,Buddy Hield,Bojan Bogdanovic,Nemanja Bjelica,Pascal Siakam,Marvin III,Willie Cauley-Stein,227.6
Jamal Murray,Devonte' Graham,Buddy Hield,Svi Mykhailiuk,Paul George,Corey Brewer,Pascal Siakam,Serge Ibaka,Joel Embiid,247.2
Ben Simmons,Kemba Walker,Dennis Schroder,Alex Abrines,Bojan Bogdanovic,Corey Brewer,Domantas Sabonis,Paul Millsap,Steven Adams,176.3
Ben Simmons,Jamal Murray,Bogdan Bogdanovic,Buddy Hield,Bojan Bogdanovic,Mikal Bridges,Kyle Kuzma,Thaddeus Young,JaVale McGee,250.4
