PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Spencer Dinwiddie,Jrue Holiday,CJ McCollum,Gordon Hayward,Rudy Gay,Serge Ibaka,Jayson Tatum,Al Horford,318.0
Kyrie Irving,Spencer Dinwiddie,Lou Williams,Khris Middleton,Gordon Hayward,Rudy Gay,Blake Griffin,Derrick Favors,Brook Lopez,301.8
Stephen Curry,Spencer Dinwiddie,Lou Williams,CJ McCollum,Danilo Gallinari,Rudy Gay,Pascal Siakam,Serge Ibaka,Brook Lopez,260.1
Damian Lillard,Spencer Dinwiddie,Lou Williams,CJ McCollum,Kawhi Leonard,Gordon Hayward,Serge Ibaka,Derrick Favors,Jakob Poeltl,301.8
Kyrie Irving,Spencer Dinwiddie,Lou Williams,Jrue Holiday,Danilo Gallinari,Gordon Hayward,Pascal Siakam,Montrezl Harrell,Jakob Poeltl,300.2
Stephen Curry,Spencer Dinwiddie,Khris Middleton,Jrue Holiday,Danilo Gallinari,Gordon Hayward,Serge Ibaka,Derrick Favors,Nene Nene,283.5
Kyrie Irving,Spencer Dinwiddie,Khris Middleton,CJ McCollum,Kawhi Leonard,Rudy Gay,Pascal Siakam,Jon Leuer,Jarrett Allen,311.4
Damian Lillard,Spencer Dinwiddie,Lou Williams,Jrue Holiday,Danilo Gallinari,Rudy Gay,Derrick Favors,Jon Leuer,Al Horford,280.2
Stephen Curry,Spencer Dinwiddie,Khris Middleton,CJ McCollum,Kawhi Leonard,Gordon Hayward,Jayson Tatum,Daniel Theis,Brook Lopez,290.7
Kyrie Irving,Damian Lillard,Lou Williams,CJ McCollum,Danilo Gallinari,Gordon Hayward,Jayson Tatum,Jon Leuer,Brook Lopez,273.2
Stephen Curry,Spencer Dinwiddie,Lou Williams,Jrue Holiday,Gordon Hayward,Rudy Gay,Aaron Gordon,Daniel Theis,Jarrett Allen,332.4
Damian Lillard,Spencer Dinwiddie,Khris Middleton,CJ McCollum,Danilo Gallinari,Rudy Gay,Aaron Gordon,Jayson Tatum,Jakob Poeltl,236.8
Stephen Curry,Spencer Dinwiddie,Lou Williams,Khris Middleton,Giannis Antetokounmpo,Rudy Gay,Jayson Tatum,Jon Leuer,Nene Nene,273.8
Spencer Dinwiddie,Shaun Livingston,Jrue Holiday,CJ McCollum,Giannis Antetokounmpo,Gordon Hayward,Pascal Siakam,Derrick Favors,Brook Lopez,274.4
Spencer Dinwiddie,Cameron Payne,Lou Williams,Khris Middleton,Giannis Antetokounmpo,Gordon Hayward,Pascal Siakam,Serge Ibaka,Al Horford,295.1
Spencer Dinwiddie,Shaun Livingston,Lou Williams,CJ McCollum,Kevin Durant,Rudy Gay,Jayson Tatum,Derrick Favors,Nikola Vucevic,296.1
Kyrie Irving,George Hill,Khris Middleton,CJ McCollum,Kevin Durant,Gordon Hayward,Pascal Siakam,Serge Ibaka,Brook Lopez,280.3
Kyrie Irving,Spencer Dinwiddie,Lou Williams,CJ McCollum,Giannis Antetokounmpo,Rudy Gay,Draymond Green,Daniel Theis,Jakob Poeltl,294.9
Spencer Dinwiddie,Jalen Brunson,Khris Middleton,Jrue Holiday,Kevin Durant,Rudy Gay,Pascal Siakam,Jayson Tatum,Brook Lopez,277.7
Kyrie Irving,Damian Lillard,Khris Middleton,Jrue Holiday,Gordon Hayward,Rudy Gay,Pascal Siakam,Daniel Theis,Nene Nene,257.3
Kyrie Irving,Stephen Curry,Lou Williams,CJ McCollum,Gordon Hayward,Jaron Blossomgame,Pascal Siakam,Derrick Favors,Al Horford,303.1
Kyrie Irving,Spencer Dinwiddie,Lou Williams,Jrue Holiday,Giannis Antetokounmpo,Jaron Blossomgame,Serge Ibaka,Jon Leuer,Brook Lopez,328.8
Spencer Dinwiddie,George Hill,Lou Williams,CJ McCollum,Giannis Antetokounmpo,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Jarrett Allen,326.5
Kyrie Irving,Spencer Dinwiddie,Lou Williams,Khris Middleton,Danilo Gallinari,Jake Layman,Serge Ibaka,Jayson Tatum,Jarrett Allen,329.2
Damian Lillard,Spencer Dinwiddie,Lou Williams,Justin Holiday,Gordon Hayward,Rudy Gay,Pascal Siakam,Jayson Tatum,Andre Drummond,288.4
Kyrie Irving,Spencer Dinwiddie,CJ McCollum,Luke Kennard,Danilo Gallinari,Gordon Hayward,Aaron Gordon,Derrick Favors,Andre Drummond,282.7
Spencer Dinwiddie,Shaun Livingston,Lou Williams,Jrue Holiday,Kawhi Leonard,Rudy Gay,Serge Ibaka,Blake Griffin,Nene Nene,301.7
Damian Lillard,Cameron Payne,Lou Williams,Jrue Holiday,Gordon Hayward,Rudy Gay,Serge Ibaka,Montrezl Harrell,Brook Lopez,277.2
Spencer Dinwiddie,Patty Mills,Khris Middleton,CJ McCollum,Kevin Durant,Danilo Gallinari,Pascal Siakam,Derrick Favors,Al Horford,269.8
Damian Lillard,Spencer Dinwiddie,Khris Middleton,CJ McCollum,Kevin Durant,Gordon Hayward,Montrezl Harrell,Jon Leuer,Nene Nene,269.9
Stephen Curry,Spencer Dinwiddie,CJ McCollum,Avery Bradley,Gordon Hayward,Rudy Gay,Derrick Favors,Montrezl Harrell,Rudy Gobert,303.5
Spencer Dinwiddie,Cameron Payne,Jrue Holiday,CJ McCollum,Danilo Gallinari,Gordon Hayward,Draymond Green,Blake Griffin,Jarrett Allen,331.0
Kyrie Irving,Shaun Livingston,Khris Middleton,Jrue Holiday,Danilo Gallinari,Rudy Gay,Serge Ibaka,Draymond Green,Brook Lopez,274.5
Kyrie Irving,Spencer Dinwiddie,Khris Middleton,Jrue Holiday,Kawhi Leonard,Jaron Blossomgame,Jayson Tatum,Derrick Favors,Jakob Poeltl,318.1
Spencer Dinwiddie,Jalen Brunson,Lou Williams,CJ McCollum,Danilo Gallinari,Kawhi Leonard,Jayson Tatum,Draymond Green,Al Horford,299.9
Kyrie Irving,Jalen Brunson,Lou Williams,Jrue Holiday,Kevin Durant,Rudy Gay,Serge Ibaka,Derrick Favors,Jakob Poeltl,297.9
Spencer Dinwiddie,George Hill,Jrue Holiday,CJ McCollum,Kawhi Leonard,Rudy Gay,Draymond Green,Montrezl Harrell,Brook Lopez,295.2
Damian Lillard,Stephen Curry,Jrue Holiday,CJ McCollum,Gordon Hayward,Rudy Gay,Draymond Green,Jon Leuer,Jakob Poeltl,277.1
Kyrie Irving,Cameron Payne,Khris Middleton,CJ McCollum,Giannis Antetokounmpo,Rudy Gay,Serge Ibaka,Derrick Favors,Nene Nene,260.4
Spencer Dinwiddie,Shai Gilgeous-Alexander,Lou Williams,Khris Middleton,Kawhi Leonard,Rudy Gay,Aaron Gordon,Montrezl Harrell,Al Horford,283.3
