PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Jamal Murray,Dennis Schroder,Dwyane Wade,Josh Richardson,Danilo Gallinari,Serge Ibaka,Blake Griffin,Thomas Bryant,250.5
Russell Westbrook,Jevon Carter,Dennis Schroder,Dwyane Wade,Kevin Durant,Justise Winslow,Serge Ibaka,Montrezl Harrell,Thomas Bryant,249.4
Stephen Curry,Jamal Murray,Lou Williams,Jeremy Lamb,Josh Richardson,Justise Winslow,Serge Ibaka,Aaron Gordon,Thomas Bryant,313.3
Jamal Murray,Jevon Carter,Dennis Schroder,Jeremy Lamb,Justise Winslow,Paul George,Pascal Siakam,Blake Griffin,Thomas Bryant,213.0
Stephen Curry,Jamal Murray,Dennis Schroder,Dwyane Wade,Paul George,Wes Iwundu,Montrezl Harrell,Derrick Favors,Thomas Bryant,144.1
Jamal Murray,Jevon Carter,Lou Williams,Dwyane Wade,Danilo Gallinari,Paul George,Aaron Gordon,Paul Millsap,Thomas Bryant,236.6
Russell Westbrook,Jamal Murray,Dennis Schroder,Jeremy Lamb,Danilo Gallinari,Justise Winslow,Serge Ibaka,Paul Millsap,Ekpe Udoh,263.1
Russell Westbrook,Jamal Murray,Dennis Schroder,Lou Williams,Josh Richardson,Wilson Chandler,Montrezl Harrell,Paul Millsap,Thomas Bryant,217.3
Kemba Walker,Jamal Murray,Dennis Schroder,Shake Milton,Kawhi Leonard,Justise Winslow,Aaron Gordon,Montrezl Harrell,Thomas Bryant,205.1
Stephen Curry,Kemba Walker,Dennis Schroder,Dwyane Wade,Justise Winslow,Wes Iwundu,Serge Ibaka,Aaron Gordon,Steven Adams,232.3
Stephen Curry,Kemba Walker,Dennis Schroder,Jeremy Lamb,Kevin Durant,Wilson Chandler,Serge Ibaka,Paul Millsap,Thomas Bryant,234.4
Stephen Curry,Jevon Carter,Dennis Schroder,Lou Williams,Kawhi Leonard,Danilo Gallinari,Pascal Siakam,Serge Ibaka,Thomas Bryant,273.8
Russell Westbrook,Jamal Murray,Chasson Randle,Dwyane Wade,Paul George,Wilson Chandler,Pascal Siakam,Serge Ibaka,Thomas Bryant,214.3
Jamal Murray,Jevon Carter,Dennis Schroder,Lou Williams,Josh Richardson,Paul George,Serge Ibaka,Derrick Favors,Steven Adams,221.2
Russell Westbrook,Kemba Walker,Lou Williams,Chasson Randle,Justise Winslow,Wes Iwundu,Serge Ibaka,Blake Griffin,Thomas Bryant,293.3
Stephen Curry,Jamal Murray,Dwyane Wade,Shake Milton,Justise Winslow,Paul George,Serge Ibaka,Blake Griffin,Ekpe Udoh,202.6
Russell Westbrook,Jevon Carter,Dennis Schroder,Jeremy Lamb,Josh Richardson,Danilo Gallinari,Aaron Gordon,Derrick Favors,Thomas Bryant,258.3
Stephen Curry,Kemba Walker,Chasson Randle,Dwyane Wade,Josh Richardson,Justise Winslow,Pascal Siakam,Montrezl Harrell,Thomas Bryant,237.9
Jamal Murray,Jevon Carter,Jeremy Lamb,Dwyane Wade,Kawhi Leonard,Danilo Gallinari,Serge Ibaka,Montrezl Harrell,Steven Adams,261.2
Kemba Walker,Jevon Carter,Dennis Schroder,Jeremy Lamb,Josh Richardson,Justise Winslow,Serge Ibaka,Larry Jr,Andre Drummond,269.5
Kemba Walker,Jamal Murray,Lou Williams,Jeremy Lamb,Danilo Gallinari,Wes Iwundu,Pascal Siakam,Montrezl Harrell,Thomas Bryant,288.0
Kemba Walker,Jevon Carter,Dennis Schroder,Dwyane Wade,Josh Richardson,Paul George,Aaron Gordon,Montrezl Harrell,Ekpe Udoh,171.2
Stephen Curry,Jamal Murray,Dennis Schroder,Chasson Randle,Kevin Durant,Danilo Gallinari,Aaron Gordon,Larry Jr,Thomas Bryant,182.0
