PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Stephen Curry,Dennis Schroder,Lou Williams,Paul George,Bojan Bogdanovic,Thaddeus Young,Derrick Favors,Thomas Bryant,278.0
Russell Westbrook,Ricky Rubio,Buddy Hield,Lou Williams,Paul George,Justise Winslow,Montrezl Harrell,Marvin III,Thomas Bryant,228.5
Stephen Curry,Ricky Rubio,Dennis Schroder,Dwyane Wade,Paul George,Bojan Bogdanovic,Montrezl Harrell,Marvin III,Brook Lopez,268.6
Stephen Curry,Ricky Rubio,Lou Williams,Andrew Wiggins,Bojan Bogdanovic,Justise Winslow,Thaddeus Young,Marvin III,Joel Embiid,288.5
Jamal Murray,Stephen Curry,Dwyane Wade,Lou Williams,Paul George,Justise Winslow,Domantas Sabonis,Thaddeus Young,Brook Lopez,311.4
Jamal Murray,Stephen Curry,Buddy Hield,Andrew Wiggins,Paul George,Bojan Bogdanovic,Jayson Tatum,Marvin III,Thomas Bryant,288.3
Darren Collison,Ricky Rubio,Buddy Hield,Lou Williams,Paul George,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Nikola Vucevic,269.5
Stephen Curry,Darren Collison,Dwyane Wade,Lou Williams,Paul George,Josh Richardson,Jayson Tatum,Montrezl Harrell,Thomas Bryant,286.4
Russell Westbrook,Darren Collison,Dwyane Wade,Lou Williams,Bojan Bogdanovic,Justise Winslow,Derrick Favors,Marvin III,Nikola Vucevic,282.1
Russell Westbrook,Jamal Murray,Dennis Schroder,Lou Williams,Josh Richardson,Bojan Bogdanovic,Jayson Tatum,Marvin III,Brook Lopez,228.9
Stephen Curry,Ricky Rubio,Buddy Hield,Dennis Schroder,LeBron James,Justise Winslow,Domantas Sabonis,Thaddeus Young,Thomas Bryant,272.5
Russell Westbrook,Ben Simmons,Buddy Hield,Dwyane Wade,Josh Richardson,Bojan Bogdanovic,Thaddeus Young,Marvin III,Thomas Bryant,264.8
Russell Westbrook,Jamal Murray,Dwyane Wade,Lou Williams,Bojan Bogdanovic,Danilo Gallinari,Domantas Sabonis,Montrezl Harrell,Thomas Bryant,238.6
Stephen Curry,Darren Collison,Buddy Hield,Lou Williams,Paul George,Danilo Gallinari,Derrick Favors,Marvin III,Brook Lopez,289.5
