PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Kemba Walker,Lou Williams,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Domantas Sabonis,Alex Len,241.7
Kemba Walker,Darren Collison,Lou Williams,Jeremy Lamb,Kevin Durant,Jarred Vanderbilt,Montrezl Harrell,Paul Millsap,Alex Len,226.1
Kemba Walker,Darren Collison,Jeremy Lamb,Courtney Lee,Kevin Durant,Gordon Hayward,Jayson Tatum,Thaddeus Young,Al Horford,229.8
Stephen Curry,Darren Collison,Jeremy Lamb,Daniel Hamilton,Kevin Durant,Bojan Bogdanovic,Jayson Tatum,Paul Millsap,Dewayne Dedmon,197.4
Kemba Walker,Darren Collison,Lou Williams,Daniel Hamilton,Bojan Bogdanovic,Gordon Hayward,Noah Vonleh,Montrezl Harrell,Al Horford,236.2
Stephen Curry,Jevon Carter,Lou Williams,Jeremy Lamb,Kevin Durant,Gordon Hayward,Montrezl Harrell,Thaddeus Young,Mitchell Robinson,235.9
Stephen Curry,Darren Collison,Lou Williams,Courtney Lee,Kevin Durant,Bojan Bogdanovic,Noah Vonleh,Thaddeus Young,Alex Len,233.6
Kemba Walker,Jevon Carter,Lou Williams,Courtney Lee,Kevin Durant,Bojan Bogdanovic,Jayson Tatum,Montrezl Harrell,Dewayne Dedmon,201.8
Stephen Curry,Kemba Walker,Lou Williams,Daniel Hamilton,Kevin Durant,Gordon Hayward,Paul Millsap,Daniel Theis,Jarrett Allen,180.0
Stephen Curry,Darren Collison,Jeremy Lamb,Courtney Lee,Bojan Bogdanovic,Gordon Hayward,Montrezl Harrell,Daniel Theis,Nikola Jokic,206.0
Kemba Walker,Jevon Carter,Lou Williams,Jeremy Lamb,Bojan Bogdanovic,Jarred Vanderbilt,Noah Vonleh,Thaddeus Young,Nikola Jokic,217.8
Darren Collison,Jevon Carter,Lou Williams,Jeremy Lamb,Kevin Durant,Bojan Bogdanovic,Domantas Sabonis,Daniel Theis,Al Horford,212.3
Stephen Curry,Darren Collison,Lou Williams,Daniel Hamilton,Gordon Hayward,Jarred Vanderbilt,Jayson Tatum,Thaddeus Young,Nikola Jokic,202.5
Stephen Curry,Kemba Walker,Jeremy Lamb,Daniel Hamilton,Kevin Durant,Jarred Vanderbilt,Noah Vonleh,Domantas Sabonis,Mitchell Robinson,199.9
Kemba Walker,Darren Collison,Lou Williams,Courtney Lee,Bojan Bogdanovic,Miles Bridges,Paul Millsap,Domantas Sabonis,Nikola Jokic,201.1
Kemba Walker,Edmond Sumner,Jeremy Lamb,Daniel Hamilton,Kevin Durant,Bojan Bogdanovic,Montrezl Harrell,Thaddeus Young,Jarrett Allen,215.8
