PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Kyrie Irving,Jeremy Lamb,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Kyle Kuzma,Marvin III,Alex Len,306.0
Ricky Rubio,Darren Collison,Jeremy Lamb,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Serge Ibaka,Derrick Favors,Joel Embiid,309.2
Ben Simmons,Darren Collison,Buddy Hield,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Serge Ibaka,Marvin III,Alex Len,279.0
Jamal Murray,Darren Collison,Buddy Hield,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Paul Millsap,Marvin III,Nikola Jokic,275.5
Kemba Walker,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,LeBron James,Bojan Bogdanovic,Derrick Favors,Thaddeus Young,Alex Len,272.5
Kemba Walker,Darren Collison,Jeremy Lamb,Bogdan Bogdanovic,LeBron James,Gordon Hayward,Marvin III,Thaddeus Young,Rudy Gobert,292.8
Kemba Walker,Jamal Murray,Jeremy Lamb,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Pascal Siakam,Serge Ibaka,Nikola Jokic,312.2
Jamal Murray,Ricky Rubio,Jrue Holiday,Jeremy Lamb,Paul George,Bojan Bogdanovic,Pascal Siakam,Thaddeus Young,Alex Len,283.8
Ben Simmons,Jamal Murray,Jeremy Lamb,Bogdan Bogdanovic,Paul George,Gordon Hayward,Paul Millsap,Derrick Favors,Alex Len,265.6
Jamal Murray,Darren Collison,James Harden,Jeremy Lamb,Gordon Hayward,Bojan Bogdanovic,Derrick Favors,Marvin III,Nikola Vucevic,276.2
Kemba Walker,Darren Collison,Jeremy Lamb,Kent Bazemore,Paul George,Gordon Hayward,Serge Ibaka,Domantas Sabonis,Alex Len,342.8
Ben Simmons,Darren Collison,Kent Bazemore,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,Nikola Vucevic,304.3
Kemba Walker,Darren Collison,Buddy Hield,Jeremy Lamb,Paul George,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,JaVale McGee,301.0
Jamal Murray,Ricky Rubio,Jeremy Lamb,Bogdan Bogdanovic,LeBron James,Bojan Bogdanovic,Paul Millsap,Kyle Kuzma,JaVale McGee,218.4
Ben Simmons,Ricky Rubio,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Marvin III,Joel Embiid,274.5
Jamal Murray,Darren Collison,Jrue Holiday,Bogdan Bogdanovic,Kevin Durant,Bojan Bogdanovic,Serge Ibaka,Kyle Kuzma,Alex Len,239.2
Kemba Walker,Darren Collison,James Harden,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Jayson Tatum,Paul Millsap,Alex Len,260.0
Kyrie Irving,Darren Collison,Jrue Holiday,Buddy Hield,Paul George,Gordon Hayward,Marvin III,Thaddeus Young,Alex Len,274.0
Kyrie Irving,Darren Collison,Jeremy Lamb,Kent Bazemore,Gordon Hayward,Bojan Bogdanovic,Paul Millsap,Kyle Kuzma,Joel Embiid,256.0
Ben Simmons,Jamal Murray,Jeremy Lamb,Bogdan Bogdanovic,Kevin Durant,Bojan Bogdanovic,Marvin III,Thaddeus Young,Willie Cauley-Stein,253.9
Kemba Walker,Ricky Rubio,Buddy Hield,Jeremy Lamb,Kevin Durant,Gordon Hayward,Derrick Favors,Marvin III,Alex Len,301.9
Kyrie Irving,Darren Collison,Kent Bazemore,Bogdan Bogdanovic,LeBron James,Bojan Bogdanovic,Derrick Favors,Marvin III,Steven Adams,259.2
Ricky Rubio,Darren Collison,Kent Bazemore,Bogdan Bogdanovic,Kevin Durant,Paul George,Pascal Siakam,Marvin III,Alex Len,291.1
Kyrie Irving,Ricky Rubio,Buddy Hield,Kent Bazemore,Paul George,Bojan Bogdanovic,Paul Millsap,Derrick Favors,Alex Len,275.1
Jamal Murray,Elie Okobo,Buddy Hield,Jeremy Lamb,Paul George,Bojan Bogdanovic,Serge Ibaka,Kyle Kuzma,Nikola Vucevic,291.4
Kemba Walker,Darren Collison,Jrue Holiday,Bogdan Bogdanovic,Paul George,Vincent Edwards,Derrick Favors,Marvin III,Nikola Vucevic,345.6
Kyrie Irving,Darren Collison,Dennis Schroder,Jeremy Lamb,Kevin Durant,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Alex Len,245.0
Kemba Walker,Ricky Rubio,Dennis Schroder,Jeremy Lamb,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,Nikola Vucevic,287.0
Kemba Walker,Jamal Murray,Buddy Hield,Jeremy Lamb,Bojan Bogdanovic,Vincent Edwards,Domantas Sabonis,Marvin III,Joel Embiid,324.5
Kemba Walker,Ricky Rubio,James Harden,Bogdan Bogdanovic,Bojan Bogdanovic,Vincent Edwards,Serge Ibaka,Marvin III,Rudy Gobert,318.4
