PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Damian Lillard,Bogdan Bogdanovic,Dwyane Wade,Justise Winslow,Josh Richardson,Marvin III,Kyle Kuzma,JaVale McGee,273.1
Ben Simmons,Kemba Walker,Bogdan Bogdanovic,Dwyane Wade,Justise Winslow,Rudy Gay,Blake Griffin,Noah Vonleh,Thomas Bryant,219.0
Kemba Walker,Devonte' Graham,Jeremy Lamb,Dwyane Wade,Giannis Antetokounmpo,Rudy Gay,Marvin III,Kyle Kuzma,Thomas Bryant,277.4
Kemba Walker,Devonte' Graham,Khris Middleton,Dwyane Wade,Josh Richardson,Danilo Gallinari,Blake Griffin,Montrezl Harrell,JaVale McGee,284.2
Damian Lillard,Devonte' Graham,Lou Williams,Jeremy Lamb,Josh Richardson,Rudy Gay,Blake Griffin,Marvin III,JaVale McGee,249.0
Damian Lillard,Devonte' Graham,Lou Williams,Dwyane Wade,Justise Winslow,Danilo Gallinari,Blake Griffin,Kyle Kuzma,Willie Cauley-Stein,248.4
Kemba Walker,Devonte' Graham,Buddy Hield,CJ McCollum,Justise Winslow,Rudy Gay,Blake Griffin,Kyle Kuzma,JaVale McGee,280.2
Kemba Walker,Devonte' Graham,Jeremy Lamb,Bogdan Bogdanovic,Josh Richardson,Danilo Gallinari,Marvin III,Noah Vonleh,Joel Embiid,253.0
Kemba Walker,Damian Lillard,Khris Middleton,Khyri Thomas,Josh Richardson,Rudy Gay,Marvin III,Montrezl Harrell,Thomas Bryant,265.6
Damian Lillard,Devonte' Graham,Bogdan Bogdanovic,CJ McCollum,Justise Winslow,Josh Richardson,Blake Griffin,Montrezl Harrell,Thomas Bryant,246.7
Ben Simmons,Devonte' Graham,Bogdan Bogdanovic,Dwyane Wade,Josh Richardson,Rudy Gay,Marvin III,Montrezl Harrell,Andre Drummond,227.9
Ben Simmons,Damian Lillard,Khris Middleton,Dwyane Wade,Danilo Gallinari,James III,Marvin III,Kyle Kuzma,Thomas Bryant,250.6
Kemba Walker,Damian Lillard,Buddy Hield,Jeremy Lamb,Justise Winslow,Danilo Gallinari,Marvin III,Jonah Bolden,Thomas Bryant,275.8
Ben Simmons,Devonte' Graham,Buddy Hield,Khris Middleton,Justise Winslow,Josh Richardson,Blake Griffin,Marvin III,Willie Cauley-Stein,225.0
Kemba Walker,Devonte' Graham,Bogdan Bogdanovic,Khris Middleton,Giannis Antetokounmpo,Justise Winslow,Kyle Kuzma,Noah Vonleh,Willie Cauley-Stein,283.9
Ben Simmons,Kemba Walker,Jeremy Lamb,Dwyane Wade,Justise Winslow,James III,Marvin III,Montrezl Harrell,Willie Cauley-Stein,259.3
Ben Simmons,Devonte' Graham,Bogdan Bogdanovic,Khris Middleton,Rudy Gay,Danilo Gallinari,Blake Griffin,Kyle Kuzma,Brook Lopez,245.4
Ben Simmons,Kemba Walker,Lou Williams,Bogdan Bogdanovic,Josh Richardson,James III,Kyle Kuzma,Montrezl Harrell,Thomas Bryant,244.3
Ben Simmons,Damian Lillard,Jeremy Lamb,Bogdan Bogdanovic,Josh Richardson,Rudy Gay,Kyle Kuzma,Jonah Bolden,Willie Cauley-Stein,233.3
Kemba Walker,Devonte' Graham,Lou Williams,Buddy Hield,Rudy Gay,Danilo Gallinari,Marvin III,Montrezl Harrell,Willie Cauley-Stein,260.3
Kemba Walker,Damian Lillard,Lou Williams,Dwyane Wade,Rudy Gay,James III,Marvin III,Noah Vonleh,Brook Lopez,209.2
Ben Simmons,Kemba Walker,Buddy Hield,Dwyane Wade,Josh Richardson,Danilo Gallinari,Kyle Kuzma,Noah Vonleh,Willy Hernangomez,217.3
