PG,PG,SG,SG,SF,SF,PF,PF,C,P
Spencer Dinwiddie,Darren Collison,Bradley Beal,Jalen Jones,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Domantas Sabonis,Alex Len,281.9
Jamal Murray,Spencer Dinwiddie,Kent Bazemore,Aaron Holiday,LeBron James,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,Thomas Bryant,274.9
Jamal Murray,Shabazz Napier,Kent Bazemore,Bradley Beal,LeBron James,Isaac Bonga,Kyle Kuzma,Thaddeus Young,Alex Len,297.3
Jamal Murray,Darren Collison,Kent Bazemore,Bradley Beal,Bojan Bogdanovic,Juancho Hernangomez,Larry Jr,Kyle Kuzma,Thomas Bryant,223.1
Jamal Murray,Darren Collison,Bradley Beal,Aaron Holiday,LeBron James,Isaac Bonga,Larry Jr,Domantas Sabonis,Jarrett Allen,252.4
Spencer Dinwiddie,Shabazz Napier,Kent Bazemore,Bradley Beal,Bojan Bogdanovic,Isaac Bonga,Larry Jr,Domantas Sabonis,Nikola Jokic,220.9
Spencer Dinwiddie,Rajon Rondo,Kent Bazemore,Bradley Beal,Bojan Bogdanovic,Brandon Ingram,Kyle Kuzma,Thaddeus Young,Jarrett Allen,223.7
Darren Collison,Shabazz Napier,Kent Bazemore,Jalen Jones,LeBron James,Bojan Bogdanovic,Larry Jr,Thaddeus Young,Dewayne Dedmon,199.0
Spencer Dinwiddie,Shabazz Napier,Bradley Beal,Aaron Holiday,LeBron James,Brandon Ingram,Larry Jr,Kyle Kuzma,Thomas Bryant,187.9
Darren Collison,Rajon Rondo,Bradley Beal,Aaron Holiday,LeBron James,Juancho Hernangomez,Kyle Kuzma,Thaddeus Young,Dewayne Dedmon,238.3
Jamal Murray,Rajon Rondo,Bradley Beal,Jalen Jones,Bojan Bogdanovic,Juancho Hernangomez,Thaddeus Young,Domantas Sabonis,Nikola Jokic,257.1
Jamal Murray,Rajon Rondo,Kent Bazemore,Jalen Jones,LeBron James,Brandon Ingram,Larry Jr,Domantas Sabonis,Alex Len,209.9
Spencer Dinwiddie,Shabazz Napier,Bradley Beal,Daniel Hamilton,LeBron James,Juancho Hernangomez,Thaddeus Young,Domantas Sabonis,Jarrett Allen,238.3
Darren Collison,Shabazz Napier,Kent Bazemore,Aaron Holiday,LeBron James,Jaron Blossomgame,Kyle Kuzma,Domantas Sabonis,Nikola Jokic,280.7
Jamal Murray,Darren Collison,Kent Bazemore,Bradley Beal,Joe Harris,Brandon Ingram,Thaddeus Young,Domantas Sabonis,Dewayne Dedmon,282.6
Jamal Murray,Darren Collison,Daniel Hamilton,Malik Beasley,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,Jarrett Allen,285.1
Jamal Murray,Spencer Dinwiddie,Kent Bazemore,Jalen Jones,LeBron James,Juancho Hernangomez,Kyle Kuzma,Dwight Powell,Jarrett Allen,250.2
Spencer Dinwiddie,Rajon Rondo,Kent Bazemore,Daniel Hamilton,LeBron James,Isaac Bonga,Kyle Kuzma,Domantas Sabonis,Dewayne Dedmon,222.9
Jamal Murray,Rajon Rondo,Bradley Beal,Malik Beasley,LeBron James,Doug McDermott,Kyle Kuzma,Domantas Sabonis,Thomas Bryant,287.9
Jamal Murray,Spencer Dinwiddie,Bradley Beal,Aaron Holiday,Bojan Bogdanovic,Isaac Bonga,Kyle Kuzma,John Collins,Dewayne Dedmon,249.5
Jamal Murray,Shabazz Napier,Bradley Beal,Torrey Craig,LeBron James,Bojan Bogdanovic,Markieff Morris,Domantas Sabonis,Dewayne Dedmon,272.3
Jamal Murray,Spencer Dinwiddie,Luka Doncic,Bradley Beal,Bojan Bogdanovic,Cedi Osman,Larry Jr,Thaddeus Young,Alex Len,280.6
Spencer Dinwiddie,Darren Collison,Kent Bazemore,Aaron Holiday,LeBron James,Juancho Hernangomez,Larry Jr,Ed Davis,Alex Len,179.5
Jamal Murray,Spencer Dinwiddie,Bradley Beal,Jalen Jones,LeBron James,Jaron Blossomgame,Thaddeus Young,Ed Davis,Dewayne Dedmon,289.8
Spencer Dinwiddie,Darren Collison,Kent Bazemore,Bradley Beal,LeBron James,Isaac Bonga,Rodions Kurucs,Dwight Powell,Thomas Bryant,218.3
Spencer Dinwiddie,Rajon Rondo,Jalen Jones,Aaron Holiday,LeBron James,Isaac Bonga,Larry Jr,Thaddeus Young,Nikola Jokic,190.3
Jamal Murray,Spencer Dinwiddie,Daniel Hamilton,Jalen Jones,Bojan Bogdanovic,Brandon Ingram,Larry Jr,Kyle Kuzma,Nikola Jokic,203.6
Spencer Dinwiddie,Rajon Rondo,Bradley Beal,Malik Beasley,LeBron James,Bojan Bogdanovic,Larry Jr,Dwight Powell,Dewayne Dedmon,215.5
Tomas Satoransky,Darren Collison,Bradley Beal,Aaron Holiday,Bojan Bogdanovic,Brandon Ingram,Larry Jr,Thaddeus Young,Nikola Jokic,190.3
Spencer Dinwiddie,Darren Collison,Kent Bazemore,Torrey Craig,Juancho Hernangomez,Isaac Bonga,Kyle Kuzma,Thaddeus Young,Nikola Jokic,223.1
Rajon Rondo,Shabazz Napier,Bradley Beal,Daniel Hamilton,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Ed Davis,Nikola Jokic,247.8
Jamal Murray,Cory Joseph,Alec Burks,Aaron Holiday,LeBron James,Bojan Bogdanovic,Larry Jr,Kyle Kuzma,Alex Len,249.1
Jamal Murray,Spencer Dinwiddie,Alec Burks,Bradley Beal,LeBron James,Bojan Bogdanovic,Trey Lyles,Rodions Kurucs,Jarrett Allen,284.5
Jamal Murray,Spencer Dinwiddie,Kent Bazemore,Bradley Beal,Juancho Hernangomez,Harrison Barnes,Domantas Sabonis,Rondae Hollis-Jefferson,Alex Len,291.9
Jeremy Lin,Devin Harris,Kent Bazemore,Bradley Beal,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Rondae Hollis-Jefferson,Dewayne Dedmon,283.4
Rajon Rondo,Devin Harris,Kent Bazemore,Bradley Beal,LeBron James,Tyreke Evans,Larry Jr,Thaddeus Young,Thomas Bryant,208.0
Darren Collison,Rajon Rondo,Kent Bazemore,Torrey Craig,LeBron James,Bojan Bogdanovic,John Collins,Domantas Sabonis,Jarrett Allen,241.7
Jamal Murray,Darren Collison,Josh Hart,Torrey Craig,LeBron James,Juancho Hernangomez,Thaddeus Young,Domantas Sabonis,Alex Len,262.8
Cory Joseph,Matthew Dellavedova,Kent Bazemore,Bradley Beal,LeBron James,Dorian Finney-Smith,Kyle Kuzma,Domantas Sabonis,Jarrett Allen,275.8
Collin Sexton,JJ Barea,Bradley Beal,Monte Morris,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,Thomas Bryant,262.6
