PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Ricky Rubio,Andrew Wiggins,Bogdan Bogdanovic,Rudy Gay,Danilo Gallinari,Montrezl Harrell,Derrick Favors,Willie Cauley-Stein,221.5
Ricky Rubio,Raul Neto,Buddy Hield,Andrew Wiggins,Paul George,Rudy Gay,Blake Griffin,Montrezl Harrell,Brook Lopez,256.1
Damian Lillard,Raul Neto,Dennis Schroder,Bogdan Bogdanovic,Paul George,Rudy Gay,Noah Vonleh,Derrick Favors,Rudy Gobert,222.6
Stephen Curry,Ricky Rubio,Dennis Schroder,CJ McCollum,Rudy Gay,Danilo Gallinari,Noah Vonleh,Montrezl Harrell,Brook Lopez,230.2
Stephen Curry,Raul Neto,Buddy Hield,Khris Middleton,Rudy Gay,Danilo Gallinari,Montrezl Harrell,Derrick Favors,Rudy Gobert,256.3
Damian Lillard,Ricky Rubio,Buddy Hield,Pat Connaughton,Paul George,Danilo Gallinari,Noah Vonleh,Derrick Favors,Brook Lopez,229.5
Ricky Rubio,Raul Neto,Bogdan Bogdanovic,Khris Middleton,Giannis Antetokounmpo,Rudy Gay,Noah Vonleh,Montrezl Harrell,Steven Adams,229.9
Ricky Rubio,Raul Neto,Andrew Wiggins,Khris Middleton,Paul George,Danilo Gallinari,Noah Vonleh,Draymond Green,Rudy Gobert,246.2
Damian Lillard,Jawun Evans,Buddy Hield,Khris Middleton,Paul George,Rudy Gay,Noah Vonleh,Montrezl Harrell,Willie Cauley-Stein,247.1
Ricky Rubio,Raul Neto,Buddy Hield,Dennis Schroder,Giannis Antetokounmpo,Rudy Gay,Draymond Green,Derrick Favors,Willie Cauley-Stein,182.8
Ricky Rubio,Raul Neto,Dennis Schroder,Bogdan Bogdanovic,Kevin Durant,Danilo Gallinari,Blake Griffin,Derrick Favors,Brook Lopez,178.2
Ricky Rubio,Jevon Carter,Dennis Schroder,Khris Middleton,Paul George,Rudy Gay,Montrezl Harrell,Derrick Favors,Andre Drummond,227.9
