PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Spencer Dinwiddie,Dwyane Wade,Jeremy Lamb,Kawhi Leonard,Gordon Hayward,Jayson Tatum,Serge Ibaka,Al Horford,286.6
Spencer Dinwiddie,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Serge Ibaka,Jarrett Allen,278.2
Spencer Dinwiddie,Ricky Rubio,Andrew Wiggins,Jeremy Lamb,Kawhi Leonard,Gordon Hayward,Pascal Siakam,Domantas Sabonis,Brook Lopez,249.3
Spencer Dinwiddie,Ricky Rubio,Dwyane Wade,Andrew Wiggins,Bojan Bogdanovic,Gordon Hayward,Aaron Gordon,Jayson Tatum,Nikola Vucevic,268.6
Kyrie Irving,Ricky Rubio,Andrew Wiggins,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Serge Ibaka,Larry Jr,Al Horford,286.8
Kemba Walker,Spencer Dinwiddie,Andrew Wiggins,Jeremy Lamb,Bojan Bogdanovic,Nicolas Batum,Domantas Sabonis,Jayson Tatum,Rudy Gobert,299.5
Spencer Dinwiddie,Kyrie Irving,Dwyane Wade,Jeremy Lamb,Gordon Hayward,Nicolas Batum,Domantas Sabonis,Aaron Gordon,Karl-Anthony Towns,242.0
Spencer Dinwiddie,Edmond Sumner,Andrew Wiggins,Jeremy Lamb,Giannis Antetokounmpo,Gordon Hayward,Thaddeus Young,Serge Ibaka,Nikola Vucevic,239.5
Kyrie Irving,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Kawhi Leonard,Mario Hezonja,Aaron Gordon,Serge Ibaka,Brook Lopez,259.6
Damian Lillard,Spencer Dinwiddie,Dwyane Wade,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Thaddeus Young,Larry Jr,Brook Lopez,250.4
Spencer Dinwiddie,Frank Ntilikina,Andrew Wiggins,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Aaron Gordon,Serge Ibaka,Andre Drummond,262.1
Spencer Dinwiddie,Ricky Rubio,Jeremy Lamb,Donte DiVincenzo,Kawhi Leonard,Bojan Bogdanovic,Thaddeus Young,Jayson Tatum,Karl-Anthony Towns,274.1
Kemba Walker,Ricky Rubio,Andrew Wiggins,Jeremy Lamb,Kawhi Leonard,Mario Hezonja,Jayson Tatum,Larry Jr,Jarrett Allen,258.0
Kyrie Irving,Frank Ntilikina,Dwyane Wade,Jeremy Lamb,Giannis Antetokounmpo,Gordon Hayward,Thaddeus Young,Jayson Tatum,Jarrett Allen,269.7
Damian Lillard,Kemba Walker,Andrew Wiggins,Jeremy Lamb,Gordon Hayward,Nicolas Batum,Aaron Gordon,Serge Ibaka,Brook Lopez,263.4
Kemba Walker,Edmond Sumner,Dwyane Wade,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Pascal Siakam,Domantas Sabonis,Nikola Vucevic,266.1
Ben Simmons,Frank Ntilikina,Dwyane Wade,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Domantas Sabonis,Jayson Tatum,Brook Lopez,288.5
Kemba Walker,Kyrie Irving,Dwyane Wade,Andrew Wiggins,Mario Hezonja,Gordon Hayward,Domantas Sabonis,Serge Ibaka,Jarrett Allen,272.2
Spencer Dinwiddie,Kyrie Irving,Dwyane Wade,Andrew Wiggins,Bojan Bogdanovic,Nicolas Batum,Pascal Siakam,Serge Ibaka,Brook Lopez,241.8
Spencer Dinwiddie,Edmond Sumner,Dwyane Wade,Andrew Wiggins,Kawhi Leonard,Bojan Bogdanovic,Domantas Sabonis,Larry Jr,Al Horford,246.0
Kyrie Irving,De'Anthony Melton,Andrew Wiggins,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Jarrett Allen,277.6
Kemba Walker,Ricky Rubio,Dwyane Wade,Donte DiVincenzo,Bojan Bogdanovic,Gordon Hayward,Thaddeus Young,Serge Ibaka,Rudy Gobert,299.7
Damian Lillard,Spencer Dinwiddie,Andrew Wiggins,Donte DiVincenzo,Kawhi Leonard,Gordon Hayward,Serge Ibaka,Larry Jr,Jarrett Allen,193.8
Damian Lillard,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Bojan Bogdanovic,Nicolas Batum,Pascal Siakam,Jayson Tatum,Al Horford,281.1
Kemba Walker,Ricky Rubio,Jeremy Lamb,Donte DiVincenzo,Kawhi Leonard,Nicolas Batum,Domantas Sabonis,Serge Ibaka,Nikola Vucevic,246.8
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Donte DiVincenzo,Giannis Antetokounmpo,Mario Hezonja,Pascal Siakam,Serge Ibaka,Brook Lopez,219.9
Spencer Dinwiddie,De'Anthony Melton,Dwyane Wade,Jeremy Lamb,Giannis Antetokounmpo,Mario Hezonja,Aaron Gordon,Jayson Tatum,Rudy Gobert,233.3
Spencer Dinwiddie,Ricky Rubio,Jeremy Lamb,Donte DiVincenzo,Giannis Antetokounmpo,Gordon Hayward,Aaron Gordon,Larry Jr,Mitchell Robinson,218.2
Ben Simmons,Spencer Dinwiddie,Dwyane Wade,Jeremy Lamb,Kawhi Leonard,Nicolas Batum,Pascal Siakam,Thaddeus Young,Jarrett Allen,224.5
Kemba Walker,Edmond Sumner,Dwyane Wade,Jeremy Lamb,Giannis Antetokounmpo,Nicolas Batum,Jayson Tatum,Larry Jr,Brook Lopez,238.1
Kyrie Irving,Edmond Sumner,Jeremy Lamb,Donte DiVincenzo,Kawhi Leonard,Gordon Hayward,Domantas Sabonis,Jayson Tatum,Rudy Gobert,246.8
