PG,PG,SG,SG,SF,SF,PF,PF,C,P
Spencer Dinwiddie,Ricky Rubio,Dennis Schroder,Jamal Crawford,Paul George,Wes Iwundu,Aaron Gordon,Derrick Favors,Rudy Gobert,219.7
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Troy Daniels,Paul George,Jake Layman,Derrick Favors,Rondae Hollis-Jefferson,Jarrett Allen,185.0
Russell Westbrook,Damian Lillard,Dennis Schroder,Jamal Crawford,Paul George,Wes Iwundu,Zach Collins,Rondae Hollis-Jefferson,Steven Adams,192.0
Damian Lillard,Spencer Dinwiddie,Jimmer Fredette,Jamal Crawford,Paul George,Evan Turner,Derrick Favors,Rondae Hollis-Jefferson,Joel Embiid,227.3
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Jamal Crawford,Paul George,Royce O'Neale,Georges Niang,Ray Spalding,Joel Embiid,166.4
Damian Lillard,Spencer Dinwiddie,Dennis Schroder,Terrance Ferguson,Paul George,Royce O'Neale,Derrick Favors,Markieff Morris,Nikola Vucevic,271.2
Russell Westbrook,Damian Lillard,Dennis Schroder,Jamal Crawford,Evan Turner,Royce O'Neale,Aaron Gordon,Derrick Favors,Jarrett Allen,205.4
Damian Lillard,Ricky Rubio,Dennis Schroder,Shake Milton,Paul George,Bruno Caboclo,Aaron Gordon,Rondae Hollis-Jefferson,Jarrett Allen,247.4
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Terrance Ferguson,Paul George,Evan Turner,Aaron Gordon,Ivan Rabb,Steven Adams,215.6
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Shake Milton,DeMarre Carroll,Wes Iwundu,Aaron Gordon,Rondae Hollis-Jefferson,Joel Embiid,159.2
Damian Lillard,Spencer Dinwiddie,Dennis Schroder,Kyle Korver,Jake Layman,Bruno Caboclo,Aaron Gordon,Derrick Favors,Joel Embiid,248.4
Damian Lillard,Spencer Dinwiddie,Troy Daniels,Kyle Korver,Paul George,Wes Iwundu,Aaron Gordon,Rondae Hollis-Jefferson,Nikola Vucevic,238.7
Russell Westbrook,Ricky Rubio,Dennis Schroder,Jimmer Fredette,Paul George,DeMarre Carroll,Ed Davis,Derrick Favors,Steven Adams,241.8
Russell Westbrook,Ricky Rubio,Dennis Schroder,Jamal Crawford,Rodney Hood,Bruno Caboclo,Derrick Favors,Rondae Hollis-Jefferson,Joel Embiid,209.9
Damian Lillard,Spencer Dinwiddie,Dennis Schroder,Justin Holiday,Paul George,Wes Iwundu,Khem Birch,Mike Scott,Joel Embiid,234.5
