PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Damian Lillard,Andrew Wiggins,Dennis Schroder,Rudy Gay,Bojan Bogdanovic,Serge Ibaka,Kyle Kuzma,JaVale McGee,312.7
Darren Collison,Damian Lillard,Andrew Wiggins,Dennis Schroder,LeBron James,Gordon Hayward,Domantas Sabonis,Kyle Kuzma,Alex Len,280.6
Russell Westbrook,Darren Collison,CJ McCollum,Dennis Schroder,Bojan Bogdanovic,Gordon Hayward,Pascal Siakam,Kyle Kuzma,JaVale McGee,341.0
Russell Westbrook,Darren Collison,Andrew Wiggins,Dennis Schroder,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Aaron Gordon,Alex Len,307.0
Kyrie Irving,Brad Wanamaker,CJ McCollum,Andrew Wiggins,LeBron James,Rudy Gay,Pascal Siakam,Kyle Kuzma,Alex Len,356.1
Damian Lillard,Brad Wanamaker,CJ McCollum,Dennis Schroder,LeBron James,Danilo Gallinari,Jayson Tatum,Kyle Kuzma,JaVale McGee,312.2
Darren Collison,Damian Lillard,CJ McCollum,Dennis Schroder,Rudy Gay,Danilo Gallinari,Pascal Siakam,Serge Ibaka,Alex Len,285.0
Kyrie Irving,Brad Wanamaker,Andrew Wiggins,Dennis Schroder,Paul George,Gordon Hayward,Pascal Siakam,Domantas Sabonis,JaVale McGee,272.2
Russell Westbrook,Brad Wanamaker,CJ McCollum,Andrew Wiggins,Bojan Bogdanovic,Danilo Gallinari,Serge Ibaka,Domantas Sabonis,JaVale McGee,314.1
Kyrie Irving,Darren Collison,CJ McCollum,Andrew Wiggins,Bojan Bogdanovic,Gordon Hayward,Thaddeus Young,Serge Ibaka,Alex Len,304.2
Russell Westbrook,Brad Wanamaker,Andrew Wiggins,Dennis Schroder,Rudy Gay,Gordon Hayward,Thaddeus Young,Kyle Kuzma,Nikola Vucevic,283.2
Damian Lillard,Brad Wanamaker,Lou Williams,Dennis Schroder,Paul George,Bojan Bogdanovic,Pascal Siakam,Kyle Kuzma,Alex Len,267.8
Darren Collison,Damian Lillard,Lou Williams,Andrew Wiggins,Rudy Gay,Gordon Hayward,Pascal Siakam,Thaddeus Young,JaVale McGee,311.0
Kyrie Irving,Darren Collison,Lou Williams,Dennis Schroder,Rudy Gay,Gordon Hayward,Jayson Tatum,Kyle Kuzma,Dewayne Dedmon,230.0
Darren Collison,Brad Wanamaker,Lou Williams,Andrew Wiggins,LeBron James,Bojan Bogdanovic,Aaron Gordon,Kyle Kuzma,JaVale McGee,305.4
Russell Westbrook,Brad Wanamaker,Lou Williams,Dennis Schroder,Rudy Gay,Danilo Gallinari,Pascal Siakam,Aaron Gordon,JaVale McGee,261.2
Kyrie Irving,Brad Wanamaker,Andrew Wiggins,Dennis Schroder,LeBron James,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Dewayne Dedmon,306.8
Darren Collison,Brad Wanamaker,Andrew Wiggins,Dennis Schroder,Paul George,Danilo Gallinari,Serge Ibaka,Kyle Kuzma,Al Horford,240.8
Russell Westbrook,Brad Wanamaker,Lou Williams,CJ McCollum,Rudy Gay,Gordon Hayward,Jayson Tatum,Domantas Sabonis,Alex Len,254.3
Damian Lillard,Brad Wanamaker,CJ McCollum,Dennis Schroder,Bojan Bogdanovic,Gordon Hayward,Aaron Gordon,Domantas Sabonis,Nikola Vucevic,270.9
Russell Westbrook,Kyrie Irving,Dennis Schroder,Sindarius Thornwell,Bojan Bogdanovic,Danilo Gallinari,Domantas Sabonis,Kyle Kuzma,Alex Len,271.2
Darren Collison,Brad Wanamaker,CJ McCollum,Dennis Schroder,LeBron James,Rudy Gay,Thaddeus Young,Domantas Sabonis,Al Horford,268.7
Damian Lillard,Brad Wanamaker,Lou Williams,Andrew Wiggins,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Serge Ibaka,Al Horford,279.1
Darren Collison,Damian Lillard,CJ McCollum,Andrew Wiggins,Bojan Bogdanovic,Danilo Gallinari,Montrezl Harrell,Kyle Kuzma,Jakob Poeltl,330.2
Kyrie Irving,Brad Wanamaker,Lou Williams,Andrew Wiggins,Gordon Hayward,Danilo Gallinari,Montrezl Harrell,Aaron Gordon,Alex Len,229.5
Russell Westbrook,Jordan Loyd,Lou Williams,Andrew Wiggins,Rudy Gay,Danilo Gallinari,Serge Ibaka,Kyle Kuzma,Alex Len,252.2
Damian Lillard,Jevon Carter,Lou Williams,Dennis Schroder,LeBron James,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,JaVale McGee,287.6
Darren Collison,Brad Wanamaker,CJ McCollum,Andrew Wiggins,Gordon Hayward,Danilo Gallinari,Pascal Siakam,Jayson Tatum,Nikola Vucevic,329.7
Kyrie Irving,Darren Collison,Andrew Wiggins,Dennis Schroder,Rudy Gay,Danilo Gallinari,Montrezl Harrell,Domantas Sabonis,Pau Gasol,232.0
Darren Collison,Brad Wanamaker,Lou Williams,Dennis Schroder,Rudy Gay,Bojan Bogdanovic,Montrezl Harrell,Serge Ibaka,Nikola Vucevic,213.7
Russell Westbrook,Jevon Carter,CJ McCollum,Andrew Wiggins,Rudy Gay,Gordon Hayward,Montrezl Harrell,Aaron Gordon,JaVale McGee,318.3
Darren Collison,Cory Joseph,CJ McCollum,Andrew Wiggins,LeBron James,Rudy Gay,Jayson Tatum,Serge Ibaka,JaVale McGee,339.1
Damian Lillard,Jordan Loyd,Andrew Wiggins,Dennis Schroder,LeBron James,Rudy Gay,Pascal Siakam,Aaron Gordon,Dewayne Dedmon,315.0
Kyrie Irving,Damian Lillard,Andrew Wiggins,Hamidou Diallo,Bojan Bogdanovic,Danilo Gallinari,Pascal Siakam,Jayson Tatum,Alex Len,337.6
Russell Westbrook,Jordan Loyd,Andrew Wiggins,Dennis Schroder,Gordon Hayward,Danilo Gallinari,Jayson Tatum,Domantas Sabonis,Al Horford,257.4
Russell Westbrook,Jevon Carter,Andrew Wiggins,Dennis Schroder,LeBron James,Rudy Gay,Serge Ibaka,Domantas Sabonis,Moritz Wagner,273.8
Kyrie Irving,Darren Collison,Lou Williams,Dennis Schroder,Bojan Bogdanovic,Danilo Gallinari,Pascal Siakam,Thaddeus Young,Moritz Wagner,260.6
Kyrie Irving,Seth Curry,CJ McCollum,Andrew Wiggins,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Domantas Sabonis,Al Horford,323.3
Russell Westbrook,Jordan Loyd,Andrew Wiggins,Dennis Schroder,LeBron James,Bojan Bogdanovic,Montrezl Harrell,Kyle Kuzma,Pau Gasol,299.9
