PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Kyrie Irving,Dennis Schroder,Deonte Burton,Paul George,Gordon Hayward,Aaron Gordon,Noah Vonleh,Steven Adams,210.8
Russell Westbrook,Jamal Murray,Dennis Schroder,Deonte Burton,Kawhi Leonard,Juancho Hernangomez,Serge Ibaka,Noah Vonleh,Al Horford,162.8
Russell Westbrook,Kyrie Irving,Dennis Schroder,Deonte Burton,Gordon Hayward,Wes Iwundu,Jayson Tatum,Serge Ibaka,Mitchell Robinson,180.1
Jamal Murray,Kyrie Irving,Dennis Schroder,Torrey Craig,Kawhi Leonard,Wes Iwundu,Jayson Tatum,Noah Vonleh,Nikola Vucevic,197.8
Russell Westbrook,Jamal Murray,Dennis Schroder,Terrance Ferguson,Kawhi Leonard,Gordon Hayward,Jayson Tatum,Jarell Martin,Steven Adams,184.8
Jamal Murray,Kyrie Irving,Dennis Schroder,Torrey Craig,Gordon Hayward,Juancho Hernangomez,Pascal Siakam,Serge Ibaka,Nikola Jokic,214.6
Russell Westbrook,Jamal Murray,Dennis Schroder,Allonzo Trier,Gordon Hayward,Wes Iwundu,Pascal Siakam,Aaron Gordon,Al Horford,237.5
Russell Westbrook,Kyrie Irving,Dennis Schroder,Terrance Ferguson,Juancho Hernangomez,Wes Iwundu,Aaron Gordon,Noah Vonleh,Nikola Jokic,189.4
Russell Westbrook,Jamal Murray,Deonte Burton,Torrey Craig,Gordon Hayward,Juancho Hernangomez,Jayson Tatum,Aaron Gordon,Nikola Vucevic,231.3
Jamal Murray,Raymond Felton,Dennis Schroder,Deonte Burton,Paul George,Wes Iwundu,Pascal Siakam,Serge Ibaka,Nikola Vucevic,214.8
Russell Westbrook,Jamal Murray,Dennis Schroder,Allonzo Trier,Paul George,Juancho Hernangomez,Jayson Tatum,Patrick Patterson,Mitchell Robinson,252.6
Jamal Murray,Isaiah Thomas,Jaylen Brown,Dennis Schroder,Kawhi Leonard,Gordon Hayward,Serge Ibaka,Aaron Gordon,Nikola Vucevic,247.4
Jamal Murray,Kyrie Irving,Allonzo Trier,Deonte Burton,Kawhi Leonard,Gordon Hayward,Jayson Tatum,Patrick Patterson,Nikola Jokic,224.1
Kyrie Irving,Isaiah Thomas,Dennis Schroder,Deonte Burton,Paul George,Juancho Hernangomez,Pascal Siakam,Jayson Tatum,Al Horford,177.9
Russell Westbrook,Raymond Felton,Dennis Schroder,Deonte Burton,Kawhi Leonard,Wes Iwundu,Aaron Gordon,Paul Millsap,Steven Adams,180.4
Jamal Murray,Jeremy Lin,Malik Beasley,Dennis Schroder,Paul George,Gordon Hayward,Jayson Tatum,Serge Ibaka,Al Horford,202.1
Russell Westbrook,Raymond Felton,Dennis Schroder,Torrey Craig,Paul George,Gordon Hayward,Noah Vonleh,Patrick Patterson,Nikola Vucevic,211.7
Russell Westbrook,Jamal Murray,Deonte Burton,Torrey Craig,Paul George,Wes Iwundu,Noah Vonleh,Jarell Martin,Nikola Jokic,230.4
Kyrie Irving,Jeremy Lin,Dennis Schroder,Deonte Burton,Kawhi Leonard,Gordon Hayward,Pascal Siakam,Jarell Martin,Nikola Vucevic,199.4
Kyrie Irving,Raymond Felton,Danny Green,Dennis Schroder,Kawhi Leonard,Gordon Hayward,Jayson Tatum,Aaron Gordon,Al Horford,170.1
Russell Westbrook,Kyrie Irving,Malik Beasley,Dennis Schroder,Gordon Hayward,Juancho Hernangomez,Paul Millsap,Patrick Patterson,Steven Adams,160.3
Kyrie Irving,Jeremy Lin,Dennis Schroder,Allonzo Trier,Paul George,Juancho Hernangomez,Serge Ibaka,Noah Vonleh,Nikola Vucevic,222.8
Jamal Murray,Kyrie Irving,Dennis Schroder,Terrance Ferguson,Paul George,Wes Iwundu,Paul Millsap,Jarell Martin,Mitchell Robinson,213.7
Russell Westbrook,Jamal Murray,Dennis Schroder,Deonte Burton,Norman Powell,John Jenkins,Pascal Siakam,Jayson Tatum,Nikola Jokic,228.5
Jamal Murray,Isaiah Thomas,Dennis Schroder,Terrance Ferguson,Paul George,Kawhi Leonard,Noah Vonleh,Patrick Patterson,Nikola Jokic,221.9
Russell Westbrook,Jeremy Lin,Marcus Smart,Dennis Schroder,Kawhi Leonard,Gordon Hayward,Aaron Gordon,Noah Vonleh,Mitchell Robinson,243.7
Russell Westbrook,Isaiah Thomas,Danny Green,Dennis Schroder,Paul George,Wes Iwundu,Serge Ibaka,Noah Vonleh,Steven Adams,187.2
Jamal Murray,DJ Augustin,Dennis Schroder,Torrey Craig,Paul George,Kawhi Leonard,Aaron Gordon,Jarell Martin,Al Horford,207.1
Jamal Murray,Kyrie Irving,Terrance Ferguson,Deonte Burton,Kawhi Leonard,Juancho Hernangomez,Pascal Siakam,Paul Millsap,Steven Adams,202.6
Jamal Murray,Isaiah Thomas,Deonte Burton,Torrey Craig,Paul George,Kawhi Leonard,Jayson Tatum,Serge Ibaka,Steven Adams,219.4
Russell Westbrook,DJ Augustin,Terrance Ferguson,Deonte Burton,Paul George,Gordon Hayward,Jayson Tatum,Noah Vonleh,Al Horford,181.6
Jamal Murray,Kyrie Irving,Danny Green,Dennis Schroder,OG Anunoby,Juancho Hernangomez,Aaron Gordon,Paul Millsap,Nikola Vucevic,210.2
Jamal Murray,Emmanuel Mudiay,Malik Beasley,Dennis Schroder,Kawhi Leonard,Juancho Hernangomez,Jayson Tatum,Aaron Gordon,Nikola Jokic,239.7
Russell Westbrook,Jamal Murray,Malik Beasley,Terrance Ferguson,Gordon Hayward,Wes Iwundu,Serge Ibaka,Noah Vonleh,Nikola Vucevic,208.2
Russell Westbrook,Kyrie Irving,Allonzo Trier,Torrey Craig,Kawhi Leonard,Gordon Hayward,Noah Vonleh,Jarell Martin,Al Horford,205.2
Russell Westbrook,Kyrie Irving,Danny Green,Deonte Burton,Kawhi Leonard,Juancho Hernangomez,Aaron Gordon,Patrick Patterson,Mitchell Robinson,219.6
Jamal Murray,Kyrie Irving,Danny Green,Monte Morris,Kawhi Leonard,Gordon Hayward,Serge Ibaka,Noah Vonleh,Mitchell Robinson,212.5
Russell Westbrook,Jamal Murray,Danny Green,Allonzo Trier,Gordon Hayward,Juancho Hernangomez,Paul Millsap,Noah Vonleh,Nikola Jokic,252.2
Jamal Murray,Kyrie Irving,Marcus Smart,Deonte Burton,Gordon Hayward,Norman Powell,Serge Ibaka,Paul Millsap,Nikola Vucevic,204.3
Jamal Murray,Jeremy Lin,Dennis Schroder,Allonzo Trier,Kawhi Leonard,Wes Iwundu,Serge Ibaka,Paul Millsap,Nikola Jokic,233.1
