PG,PG,SG,SG,SF,SF,PF,PF,C,P
Quinn Cook,Shaun Livingston,Malik Beasley,Garrett Temple,Davis Bertans,Jonathon Simmons,Montrezl Harrell,Paul Millsap,Mason Plumlee,36.5
Fred VanVleet,Shaun Livingston,Andre Iguodala,Malik Beasley,Wilson Chandler,Alfonzo McKinnie,Montrezl Harrell,Kevon Looney,Mason Plumlee,75.8
Patty Mills,Shaun Livingston,Andre Iguodala,DeMar DeRozan,Davis Bertans,Jonathon Simmons,JaMychal Green,Draymond Green,Mason Plumlee,119.4
Stephen Curry,Shaun Livingston,Jimmy Butler,Andre Iguodala,Will Barton,Wilson Chandler,Paul Millsap,Draymond Green,Mason Plumlee,145.0
Fred VanVleet,Patty Mills,Lou Williams,Andre Iguodala,Norman Powell,Jonathon Simmons,Tobias Harris,Paul Millsap,Mason Plumlee,57.7
Fred VanVleet,Shai Gilgeous-Alexander,Lou Williams,Marco Belinelli,Kawhi Leonard,Norman Powell,LaMarcus Aldridge,Kevon Looney,Ivica Zubac,71.0
Ben Simmons,Patty Mills,Marco Belinelli,Malik Beasley,Danilo Gallinari,JJ Redick,Tobias Harris,Pascal Siakam,Greg Monroe,43.0
Shai Gilgeous-Alexander,Landry Shamet,Lou Williams,Marco Belinelli,Kawhi Leonard,Jonathon Simmons,Draymond Green,Jonah Bolden,Greg Monroe,132.6
Kyle Lowry,Shaun Livingston,Lou Williams,Marco Belinelli,Will Barton,Wilson Chandler,LaMarcus Aldridge,Draymond Green,Greg Monroe,86.9
Kyle Lowry,Shaun Livingston,Klay Thompson,Lou Williams,Kawhi Leonard,Jonathon Simmons,Paul Millsap,Kevon Looney,Greg Monroe,66.9
Patrick Beverley,Shaun Livingston,Gary Harris,Marco Belinelli,Kevin Durant,Kawhi Leonard,Draymond Green,Kevon Looney,Greg Monroe,182.9
Derrick White,Quinn Cook,Jimmy Butler,DeMar DeRozan,Norman Powell,Jonathon Simmons,Montrezl Harrell,Paul Millsap,Greg Monroe,22.9
Fred VanVleet,Shai Gilgeous-Alexander,Jimmy Butler,Garrett Temple,JJ Redick,James III,Montrezl Harrell,Paul Millsap,Greg Monroe,64.1
Kyle Lowry,Quinn Cook,Jimmy Butler,Torrey Craig,JJ Redick,Norman Powell,Paul Millsap,Pascal Siakam,Mason Plumlee,3.2
Derrick White,Quinn Cook,Jimmy Butler,Torrey Craig,Davis Bertans,James III,Tobias Harris,Montrezl Harrell,Mason Plumlee,22.9
Patty Mills,Quinn Cook,Jimmy Butler,Andre Iguodala,JJ Redick,Davis Bertans,Tobias Harris,Paul Millsap,Greg Monroe,40.0
Kyle Lowry,Patty Mills,Jimmy Butler,Andre Iguodala,Norman Powell,James III,Montrezl Harrell,Pascal Siakam,Greg Monroe,56.5
Ben Simmons,Kyle Lowry,Danny Green,Marco Belinelli,Kawhi Leonard,Norman Powell,Montrezl Harrell,Paul Millsap,Ivica Zubac,23.9
Kyle Lowry,Quinn Cook,Gary Harris,Monte Morris,Kawhi Leonard,Norman Powell,Paul Millsap,JaMychal Green,Greg Monroe,19.8
Kyle Lowry,TJ McConnell,Klay Thompson,DeMar DeRozan,Kawhi Leonard,Norman Powell,LaMarcus Aldridge,Paul Millsap,Boban Marjanovic,30.9
Stephen Curry,Fred VanVleet,Monte Morris,Marco Belinelli,Rudy Gay,Danilo Gallinari,Pascal Siakam,Serge Ibaka,Ivica Zubac,89.4
Ben Simmons,Kyle Lowry,Andre Iguodala,Garrett Temple,Rudy Gay,Danilo Gallinari,Pascal Siakam,Serge Ibaka,Boban Marjanovic,84.2
Ben Simmons,Kyle Lowry,Monte Morris,Marco Belinelli,Kevin Durant,Norman Powell,Pascal Siakam,Serge Ibaka,Greg Monroe,66.7
Ben Simmons,Fred VanVleet,Lou Williams,Jimmy Butler,Danilo Gallinari,Norman Powell,Pascal Siakam,Serge Ibaka,Jakob Poeltl,63.9
Bryn Forbes,Shaun Livingston,Lou Williams,DeMar DeRozan,Wilson Chandler,Jonathon Simmons,LaMarcus Aldridge,JaMychal Green,Ivica Zubac,50.9
Kyle Lowry,Patrick Beverley,Klay Thompson,DeMar DeRozan,Wilson Chandler,Jonathon Simmons,LaMarcus Aldridge,Montrezl Harrell,Mason Plumlee,94.9
Fred VanVleet,Quinn Cook,Klay Thompson,Lou Williams,James III,Wilson Chandler,LaMarcus Aldridge,JaMychal Green,Mason Plumlee,71.6
Kyle Lowry,Patrick Beverley,Lou Williams,DeMar DeRozan,JJ Redick,James III,LaMarcus Aldridge,JaMychal Green,Jakob Poeltl,81.8
TJ McConnell,Quinn Cook,DeMar DeRozan,Malik Beasley,JJ Redick,Wilson Chandler,LaMarcus Aldridge,JaMychal Green,Boban Marjanovic,19.8
Kyle Lowry,Shaun Livingston,Gary Harris,Garrett Temple,James III,Wilson Chandler,LaMarcus Aldridge,JaMychal Green,Boban Marjanovic,30.2
Patrick Beverley,Fred VanVleet,Malik Beasley,Garrett Temple,Danilo Gallinari,Wilson Chandler,LaMarcus Aldridge,JaMychal Green,Ivica Zubac,112.5
TJ McConnell,Derrick White,Lou Williams,Jimmy Butler,James III,Alfonzo McKinnie,Pascal Siakam,JaMychal Green,Andrew Bogut,45.9
Stephen Curry,Jamal Murray,Jimmy Butler,Malik Beasley,James III,Alfonzo McKinnie,Montrezl Harrell,Draymond Green,Ivica Zubac,127.1
TJ McConnell,Jamal Murray,Jimmy Butler,Marco Belinelli,James III,Alfonzo McKinnie,Tobias Harris,Serge Ibaka,Marc Gasol,4.2
Landry Shamet,Quinn Cook,Gary Harris,Marco Belinelli,Wilson Chandler,Alfonzo McKinnie,Montrezl Harrell,Serge Ibaka,Ivica Zubac,46.2
Bryn Forbes,Landry Shamet,Monte Morris,Marco Belinelli,Danilo Gallinari,Alfonzo McKinnie,LaMarcus Aldridge,Draymond Green,Ivica Zubac,123.1
Stephen Curry,Landry Shamet,Gary Harris,Marco Belinelli,JJ Redick,Alfonzo McKinnie,Paul Millsap,Pascal Siakam,Jakob Poeltl,61.3
