PG,PG,SG,SG,SF,SF,PF,PF,C,P
Quinn Cook,Seth Curry,Danny Green,Andre Iguodala,Rodney Hood,Wes Iwundu,Khem Birch,Daniel Theis,Nerlens Noel,72.5
Terry Rozier,Michael Carter-Williams,Terrance Ferguson,Garrett Temple,Doug McDermott,Wilson Chandler,Pascal Siakam,Draymond Green,Nerlens Noel,119.7
Terry Rozier,Michael Carter-Williams,Danny Green,Andre Iguodala,Alfonzo McKinnie,Jake Layman,Al-Farouq Aminu,Serge Ibaka,Nerlens Noel,108.8
Quinn Cook,Seth Curry,Terrance Ferguson,Garrett Temple,Rodney Hood,Wes Iwundu,Aaron Gordon,Jayson Tatum,Aron Baynes,110.2
Kyle Lowry,Terry Rozier,Danny Green,Andre Iguodala,Kevin Durant,Alfonzo McKinnie,Khem Birch,Daniel Theis,Ivica Zubac,158.8
Quinn Cook,Seth Curry,Jaylen Brown,Terrance Ferguson,Kawhi Leonard,Wilson Chandler,Pascal Siakam,Draymond Green,Aron Baynes,169.2
Quinn Cook,Landry Shamet,Danny Green,Andre Iguodala,Kawhi Leonard,Rodney Hood,Jayson Tatum,Jonas Jerebko,Aron Baynes,153.3
Russell Westbrook,Kyrie Irving,Danny Green,Andre Iguodala,Jonathan Isaac,Jake Layman,Marcus Morris,Serge Ibaka,Andrew Bogut,176.6
Michael Carter-Williams,Landry Shamet,Danny Green,Andre Iguodala,Wilson Chandler,Jake Layman,Pascal Siakam,Draymond Green,Ivica Zubac,133.5
Stephen Curry,Kyle Lowry,Danny Green,Andre Iguodala,Kawhi Leonard,Bojan Bogdanovic,Marcus Morris,Daniel Theis,Nerlens Noel,233.9
Stephen Curry,Darren Collison,Danny Green,Andre Iguodala,Paul George,Wes Iwundu,Khem Birch,Pascal Siakam,Ivica Zubac,207.2
Damian Lillard,Terry Rozier,Danny Green,Andre Iguodala,Kawhi Leonard,Evan Turner,Jayson Tatum,Draymond Green,Andrew Bogut,231.4
Damian Lillard,Terry Rozier,Jaylen Brown,Lou Williams,Kawhi Leonard,Wes Iwundu,Aaron Gordon,Thaddeus Young,Andrew Bogut,243.7
Damian Lillard,Terry Rozier,Danny Green,Terrance Ferguson,Paul George,Bojan Bogdanovic,Aaron Gordon,Pascal Siakam,Andrew Bogut,256.9
Fred VanVleet,Landry Shamet,Danny Green,Terrance Ferguson,Maurice Harkless,Danilo Gallinari,Jayson Tatum,Draymond Green,Ivica Zubac,201.4
Cory Joseph,Landry Shamet,Terrence Ross,Danny Green,Maurice Harkless,Jonathan Isaac,Khem Birch,Markieff Morris,Ivica Zubac,130.9
Cory Joseph,Landry Shamet,Terrence Ross,Evan Fournier,Bojan Bogdanovic,Rodney Hood,Jayson Tatum,Draymond Green,Ivica Zubac,174.0
Russell Westbrook,Cory Joseph,Danny Green,Terrance Ferguson,Norman Powell,Alfonzo McKinnie,Jayson Tatum,Draymond Green,Aron Baynes,170.1
Shai Gilgeous-Alexander,Michael Carter-Williams,Terrence Ross,Terrance Ferguson,Tyreke Evans,Alfonzo McKinnie,Marcus Morris,JaMychal Green,Aron Baynes,140.1
Shai Gilgeous-Alexander,Patrick Beverley,Terrence Ross,Terrance Ferguson,Paul George,Wilson Chandler,Daniel Theis,Serge Ibaka,Aron Baynes,192.8
Shai Gilgeous-Alexander,Michael Carter-Williams,Wesley Matthews,Terrance Ferguson,Paul George,Rodney Hood,Draymond Green,Domantas Sabonis,Aron Baynes,185.1
Quinn Cook,Seth Curry,Evan Fournier,Garrett Temple,Kawhi Leonard,Gordon Hayward,Thaddeus Young,Zach Collins,Aron Baynes,170.9
Quinn Cook,Seth Curry,Klay Thompson,Dennis Schroder,Kevin Durant,Tyreke Evans,Thaddeus Young,Zach Collins,Nerlens Noel,164.2
Shai Gilgeous-Alexander,Michael Carter-Williams,Dennis Schroder,Terrance Ferguson,Rodney Hood,Wes Iwundu,Daniel Theis,JaMychal Green,Myles Turner,103.3
DJ Augustin,Shai Gilgeous-Alexander,Dennis Schroder,Terrance Ferguson,Alfonzo McKinnie,Wes Iwundu,Domantas Sabonis,Serge Ibaka,Aron Baynes,109.5
