PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Jeremy Lamb,LeBron James,Gordon Hayward,Jayson Tatum,Daniel Theis,Alex Len,228.1
Kemba Walker,Spencer Dinwiddie,Chasson Randle,Khris Middleton,Giannis Antetokounmpo,Gordon Hayward,Jayson Tatum,Ed Davis,JaVale McGee,218.1
Kyrie Irving,Damian Lillard,Kent Bazemore,Chasson Randle,LeBron James,Gordon Hayward,Jayson Tatum,Ed Davis,Thomas Bryant,229.9
Kemba Walker,Kyrie Irving,Kent Bazemore,Jeremy Lamb,Giannis Antetokounmpo,Gordon Hayward,Ersan Ilyasova,Richaun Holmes,Thomas Bryant,240.9
Kemba Walker,Tyus Jones,Khris Middleton,CJ McCollum,LeBron James,Gordon Hayward,Jayson Tatum,Ersan Ilyasova,Thomas Bryant,229.1
Kyrie Irving,Spencer Dinwiddie,Kent Bazemore,Khris Middleton,LeBron James,Miles Bridges,Jayson Tatum,Ersan Ilyasova,JaVale McGee,253.5
Tyus Jones,Kyrie Irving,Jeremy Lamb,Khris Middleton,Giannis Antetokounmpo,Gordon Hayward,Jayson Tatum,Dario Saric,Alex Len,229.8
Damian Lillard,Spencer Dinwiddie,Jeremy Lamb,Kentavious Caldwell-Pope,Giannis Antetokounmpo,Gordon Hayward,Jayson Tatum,Frank Kaminsky,Thomas Bryant,233.4
Kyrie Irving,Spencer Dinwiddie,Kent Bazemore,CJ McCollum,Giannis Antetokounmpo,Gordon Hayward,Frank Kaminsky,Ed Davis,Alex Len,270.8
Kemba Walker,Damian Lillard,Bradley Beal,Kent Bazemore,Gordon Hayward,Miles Bridges,Jayson Tatum,Richaun Holmes,JaVale McGee,231.9
Damian Lillard,Spencer Dinwiddie,Bradley Beal,Khris Middleton,Gordon Hayward,Jake Layman,Jayson Tatum,Ersan Ilyasova,Alex Len,243.0
Kemba Walker,Damian Lillard,Jeremy Lamb,Khris Middleton,Gordon Hayward,Vince Carter,Jayson Tatum,Josh Jackson,Brook Lopez,216.9
Kemba Walker,Kyrie Irving,Chasson Randle,Khris Middleton,LeBron James,Jake Layman,Jayson Tatum,Richaun Holmes,Alex Len,246.8
Kemba Walker,Kyrie Irving,Jeremy Lamb,CJ McCollum,Gordon Hayward,DeAndre' Bembry,Jayson Tatum,Al-Farouq Aminu,JaVale McGee,227.7
Tyus Jones,Spencer Dinwiddie,Kent Bazemore,Chasson Randle,LeBron James,Giannis Antetokounmpo,Jayson Tatum,Richaun Holmes,Brook Lopez,252.6
Kemba Walker,Damian Lillard,Kent Bazemore,Chasson Randle,Giannis Antetokounmpo,Rodney Hood,Jayson Tatum,Ersan Ilyasova,Alex Len,191.9
Kyrie Irving,Spencer Dinwiddie,Bradley Beal,Jeremy Lamb,Gordon Hayward,Rodney Hood,Jayson Tatum,Ed Davis,Brook Lopez,282.5
Kemba Walker,Spencer Dinwiddie,Bradley Beal,Chasson Randle,LeBron James,Gordon Hayward,Dario Saric,Richaun Holmes,Thomas Bryant,254.8
Kemba Walker,Damian Lillard,Chasson Randle,Jeremy Lamb,LeBron James,Gordon Hayward,Frank Kaminsky,Ersan Ilyasova,JaVale McGee,226.9
Kemba Walker,Kyrie Irving,Kent Bazemore,Khris Middleton,Gordon Hayward,Rodney Hood,Jayson Tatum,Frank Kaminsky,Al Horford,206.7
Kyrie Irving,Damian Lillard,Khris Middleton,CJ McCollum,Gordon Hayward,Miles Bridges,Jayson Tatum,Daniel Theis,Jarrett Allen,259.6
Damian Lillard,Spencer Dinwiddie,Chasson Randle,CJ McCollum,LeBron James,Miles Bridges,Jayson Tatum,Dario Saric,Alex Len,239.7
Kyrie Irving,Spencer Dinwiddie,Chasson Randle,Jeremy Lamb,Giannis Antetokounmpo,Miles Bridges,Jayson Tatum,Daniel Theis,Al Horford,242.0
Damian Lillard,Spencer Dinwiddie,Kent Bazemore,CJ McCollum,Gordon Hayward,Nicolas Batum,Jayson Tatum,Taj Gibson,Brook Lopez,256.9
Damian Lillard,Spencer Dinwiddie,Chasson Randle,Khris Middleton,LeBron James,Gordon Hayward,Marcus Morris,Daniel Theis,Brook Lopez,246.9
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Khris Middleton,Giannis Antetokounmpo,Miles Bridges,Marvin Williams,Ersan Ilyasova,Alex Len,237.5
Kemba Walker,Kyrie Irving,Jeremy Lamb,Khris Middleton,LeBron James,Vince Carter,Ed Davis,Daniel Theis,Thomas Bryant,246.8
Kemba Walker,Tyus Jones,Bradley Beal,Jeremy Lamb,Giannis Antetokounmpo,Jake Layman,Jayson Tatum,Daniel Theis,Thomas Bryant,248.4
Kemba Walker,Damian Lillard,Jeremy Lamb,Tony Snell,LeBron James,Rodney Hood,Jayson Tatum,Dario Saric,Thomas Bryant,200.9
Kyrie Irving,Spencer Dinwiddie,Chasson Randle,CJ McCollum,LeBron James,Gordon Hayward,Taj Gibson,Josh Jackson,JaVale McGee,279.8
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Khris Middleton,LeBron James,Jeff Green,Dario Saric,Josh Jackson,JaVale McGee,232.9
Kemba Walker,Damian Lillard,Kent Bazemore,Jeremy Lamb,Giannis Antetokounmpo,Vince Carter,Dario Saric,Daniel Theis,JaVale McGee,192.3
Kemba Walker,Damian Lillard,Khris Middleton,Tony Snell,Giannis Antetokounmpo,Gordon Hayward,Daniel Theis,Richaun Holmes,Alex Len,209.4
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,CJ McCollum,Giannis Antetokounmpo,Jake Layman,Frank Kaminsky,Richaun Holmes,JaVale McGee,252.3
Kemba Walker,Kyrie Irving,Kent Bazemore,CJ McCollum,LeBron James,Vince Carter,Dario Saric,Ersan Ilyasova,Alex Len,260.1
Damian Lillard,Spencer Dinwiddie,Chasson Randle,CJ McCollum,Giannis Antetokounmpo,Gordon Hayward,Ersan Ilyasova,Richaun Holmes,Jarrett Allen,265.9
Kemba Walker,Spencer Dinwiddie,Khris Middleton,CJ McCollum,Giannis Antetokounmpo,Rodney Hood,Dario Saric,Daniel Theis,Thomas Bryant,212.4
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,CJ McCollum,LeBron James,Miles Bridges,Taj Gibson,Rodions Kurucs,Thomas Bryant,279.7
Damian Lillard,Spencer Dinwiddie,Jeremy Lamb,Khris Middleton,LeBron James,Joe Harris,Ed Davis,Richaun Holmes,Alex Len,231.2
Kemba Walker,Spencer Dinwiddie,CJ McCollum,Tony Snell,Giannis Antetokounmpo,Vince Carter,Jayson Tatum,Josh Jackson,Alex Len,248.3
