PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Ben Simmons,Jrue Holiday,Kent Bazemore,Rudy Gay,Gordon Hayward,Kyle Kuzma,Derrick Favors,Alex Len,288.2
Ben Simmons,Ricky Rubio,Jrue Holiday,Kent Bazemore,Kevin Durant,Gordon Hayward,Jayson Tatum,Jonah Bolden,Dewayne Dedmon,268.6
Stephen Curry,Ricky Rubio,Jrue Holiday,Kent Bazemore,LeBron James,Thabo Sefolosha,Jayson Tatum,Drew Eubanks,Alex Len,274.5
Stephen Curry,Ricky Rubio,Kentavious Caldwell-Pope,Kent Bazemore,LeBron James,Gordon Hayward,Aaron Gordon,Kyle Kuzma,JaVale McGee,304.5
Ben Simmons,Ricky Rubio,Jrue Holiday,Kent Bazemore,LeBron James,James III,Aaron Gordon,Derrick Favors,Mike Muscala,268.8
Stephen Curry,Ricky Rubio,Kent Bazemore,Kyle Korver,Kevin Durant,Rudy Gay,Jayson Tatum,Derrick Favors,JaVale McGee,284.8
Ricky Rubio,Jevon Carter,Jrue Holiday,Kent Bazemore,LeBron James,Rudy Gay,Draymond Green,Kyle Kuzma,Dewayne Dedmon,295.9
Ben Simmons,Ricky Rubio,Kent Bazemore,Avery Bradley,Kevin Durant,Thabo Sefolosha,Kyle Kuzma,Anthony Davis,Alex Len,236.5
Stephen Curry,Ben Simmons,Kent Bazemore,Furkan Korkmaz,LeBron James,James III,Jayson Tatum,Kyle Kuzma,Dewayne Dedmon,283.7
Stephen Curry,Ricky Rubio,Jrue Holiday,Furkan Korkmaz,Kevin Durant,James III,Aaron Gordon,Kyle Kuzma,Alex Len,241.5
Stephen Curry,Jevon Carter,Jrue Holiday,Kent Bazemore,Gordon Hayward,Thabo Sefolosha,Aaron Gordon,Anthony Davis,Dewayne Dedmon,236.4
Ben Simmons,Ricky Rubio,Kent Bazemore,Furkan Korkmaz,Rudy Gay,Gordon Hayward,Draymond Green,Aaron Gordon,Joel Embiid,283.0
Stephen Curry,Ricky Rubio,Kent Bazemore,Avery Bradley,Gordon Hayward,James III,Derrick Favors,Anthony Davis,Rudy Gobert,280.1
Ricky Rubio,Frank Jackson,Jrue Holiday,Kent Bazemore,Rudy Gay,Gordon Hayward,Anthony Davis,Drew Eubanks,JaVale McGee,205.8
Stephen Curry,Ricky Rubio,Jrue Holiday,Kent Bazemore,Rudy Gay,Lance Stephenson,Aaron Gordon,Jonah Bolden,Nikola Vucevic,286.6
Stephen Curry,Jevon Carter,Marco Belinelli,Kent Bazemore,LeBron James,Kevin Durant,Aaron Gordon,Derrick Favors,Alex Len,288.1
Stephen Curry,Frank Jackson,Kent Bazemore,Furkan Korkmaz,Kevin Durant,Gordon Hayward,Jayson Tatum,Anthony Davis,Alex Len,233.5
Ricky Rubio,Frank Jackson,Marco Belinelli,Kent Bazemore,LeBron James,Gordon Hayward,Jayson Tatum,Derrick Favors,Joel Embiid,308.4
Ricky Rubio,TJ McConnell,Kent Bazemore,Delon Wright,LeBron James,Rudy Gay,Aaron Gordon,Anthony Davis,Alex Len,264.4
Ben Simmons,Ricky Rubio,Jrue Holiday,Kyle Korver,Gordon Hayward,Thabo Sefolosha,Aaron Gordon,Kyle Kuzma,Rudy Gobert,249.5
Ben Simmons,Jevon Carter,Jrue Holiday,Kent Bazemore,Kevin Durant,Rudy Gay,Aaron Gordon,Drew Eubanks,Al Horford,273.3
Stephen Curry,Frank Jackson,Jrue Holiday,Kent Bazemore,Kevin Durant,Thabo Sefolosha,Draymond Green,Kyle Kuzma,JaVale McGee,231.9
Ricky Rubio,Jevon Carter,Jrue Holiday,Kentavious Caldwell-Pope,Kevin Durant,Gordon Hayward,Derrick Favors,Anthony Davis,Alex Len,236.5
Ben Simmons,Ricky Rubio,Kentavious Caldwell-Pope,Kent Bazemore,Rudy Gay,James III,Jayson Tatum,Anthony Davis,Al Horford,268.4
Stephen Curry,Ben Simmons,Kent Bazemore,Avery Bradley,LeBron James,Rudy Gay,Draymond Green,Drew Eubanks,JaVale McGee,320.0
Stephen Curry,Ben Simmons,Kent Bazemore,Andre Iguodala,Rudy Gay,Thabo Sefolosha,Aaron Gordon,Jayson Tatum,Rudy Gobert,295.9
Stephen Curry,Ben Simmons,Avery Bradley,Kyle Korver,LeBron James,Gordon Hayward,Aaron Gordon,Jayson Tatum,Alex Len,340.8
Stephen Curry,Ben Simmons,Kentavious Caldwell-Pope,Kent Bazemore,Kevin Durant,Thabo Sefolosha,Derrick Favors,Drew Eubanks,Joel Embiid,256.0
Stephen Curry,Ricky Rubio,Jrue Holiday,Furkan Korkmaz,LeBron James,Gordon Hayward,Derrick Favors,Omari Spellman,Dewayne Dedmon,303.4
Stephen Curry,TJ McConnell,Jrue Holiday,Kent Bazemore,Gordon Hayward,James III,Draymond Green,Jayson Tatum,Nikola Vucevic,283.2
Ricky Rubio,TJ McConnell,Jrue Holiday,Kent Bazemore,Kevin Durant,Alfonzo McKinnie,Kyle Kuzma,Derrick Favors,Nikola Vucevic,259.0
Bryn Forbes,Patty Mills,Jrue Holiday,Kent Bazemore,LeBron James,Rudy Gay,Aaron Gordon,Jayson Tatum,JaVale McGee,312.6
Bryn Forbes,Frank Jackson,Jrue Holiday,Kent Bazemore,LeBron James,James III,Kyle Kuzma,Anthony Davis,Alex Len,225.0
Stephen Curry,Ricky Rubio,Jrue Holiday,Marco Belinelli,Rudy Gay,James III,Derrick Favors,Drew Eubanks,Joel Embiid,262.9
Ben Simmons,TJ McConnell,Jrue Holiday,Kent Bazemore,LeBron James,Thabo Sefolosha,Kyle Kuzma,Jonah Bolden,Al Horford,247.4
Ben Simmons,Ricky Rubio,Marco Belinelli,Reggie Bullock,LeBron James,Rudy Gay,Jayson Tatum,Kyle Kuzma,Alex Len,300.8
Ben Simmons,TJ McConnell,Kent Bazemore,Furkan Korkmaz,Kevin Durant,Rudy Gay,Derrick Favors,Anthony Davis,Dewayne Dedmon,222.4
Ben Simmons,TJ McConnell,Kentavious Caldwell-Pope,Kent Bazemore,LeBron James,Kevin Durant,Draymond Green,Jayson Tatum,Alex Len,286.3
Stephen Curry,Frank Jackson,Kent Bazemore,Kyle Korver,LeBron James,Rudy Gay,Kyle Kuzma,Jonah Bolden,Joel Embiid,291.4
Stephen Curry,Ben Simmons,Jrue Holiday,Avery Bradley,Kevin Durant,James III,Derrick Favors,Jonah Bolden,JaVale McGee,258.4
