PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Kyrie Irving,Bradley Beal,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Domantas Sabonis,Pascal Siakam,Nikola Vucevic,277.5
Kyrie Irving,Darren Collison,Bradley Beal,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Serge Ibaka,Kyle Kuzma,Brook Lopez,307.1
Kyrie Irving,Darren Collison,CJ McCollum,Jeremy Lamb,Giannis Antetokounmpo,Bojan Bogdanovic,Thaddeus Young,Noah Vonleh,Nikola Vucevic,267.9
Damian Lillard,Darren Collison,CJ McCollum,Bradley Beal,Andrew Wiggins,Bojan Bogdanovic,Serge Ibaka,Domantas Sabonis,Nikola Vucevic,261.2
Kemba Walker,Ricky Rubio,CJ McCollum,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Thaddeus Young,Pascal Siakam,Brook Lopez,250.3
Kemba Walker,Kyrie Irving,CJ McCollum,Bradley Beal,Bojan Bogdanovic,Gordon Hayward,Thaddeus Young,Kyle Kuzma,JaVale McGee,284.9
Damian Lillard,Kyrie Irving,CJ McCollum,Khris Middleton,Bojan Bogdanovic,Rudy Gay,Thaddeus Young,Domantas Sabonis,Brook Lopez,265.6
Ricky Rubio,Darren Collison,Bradley Beal,Khris Middleton,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Pascal Siakam,Brook Lopez,266.6
Stephen Curry,Kemba Walker,CJ McCollum,Bradley Beal,Bojan Bogdanovic,Rudy Gay,Serge Ibaka,Noah Vonleh,Brook Lopez,272.3
Kyrie Irving,Ricky Rubio,Bradley Beal,Khris Middleton,Bojan Bogdanovic,Gordon Hayward,Serge Ibaka,Noah Vonleh,Nikola Vucevic,276.4
Damian Lillard,Ricky Rubio,Bradley Beal,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Serge Ibaka,Pascal Siakam,JaVale McGee,257.1
Kyrie Irving,Ricky Rubio,CJ McCollum,Jeremy Lamb,Andrew Wiggins,Rudy Gay,Serge Ibaka,Kyle Kuzma,Nikola Vucevic,265.1
Kyrie Irving,Darren Collison,CJ McCollum,Jeremy Lamb,LeBron James,Gordon Hayward,Domantas Sabonis,Pascal Siakam,JaVale McGee,251.4
Kemba Walker,Darren Collison,Khris Middleton,Jeremy Lamb,Andrew Wiggins,Bojan Bogdanovic,Jayson Tatum,Kyle Kuzma,Nikola Vucevic,275.5
Kemba Walker,Darren Collison,Bradley Beal,Jeremy Lamb,LeBron James,Rudy Gay,Thaddeus Young,Noah Vonleh,JaVale McGee,283.6
Kemba Walker,Darren Collison,CJ McCollum,Jeremy Lamb,Kawhi Leonard,Rudy Gay,Kyle Kuzma,Domantas Sabonis,Brook Lopez,257.8
Ricky Rubio,Darren Collison,Bradley Beal,Jeremy Lamb,Kawhi Leonard,Gordon Hayward,Thaddeus Young,Domantas Sabonis,Nikola Vucevic,243.5
Stephen Curry,Kyrie Irving,Khris Middleton,Jeremy Lamb,Andrew Wiggins,Bojan Bogdanovic,Serge Ibaka,Domantas Sabonis,JaVale McGee,258.2
Damian Lillard,Kyrie Irving,Bradley Beal,Jeremy Lamb,Andrew Wiggins,Gordon Hayward,Noah Vonleh,Pascal Siakam,Brook Lopez,250.7
Damian Lillard,Darren Collison,Khris Middleton,Jeremy Lamb,Rudy Gay,Gordon Hayward,Serge Ibaka,Pascal Siakam,Nikola Vucevic,261.1
Kyrie Irving,Ricky Rubio,Bradley Beal,Jeremy Lamb,Andrew Wiggins,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Rudy Gobert,241.2
Kyrie Irving,Darren Collison,CJ McCollum,Bradley Beal,Kawhi Leonard,Bojan Bogdanovic,Derrick Favors,Pascal Siakam,Al Horford,252.2
Kemba Walker,Damian Lillard,CJ McCollum,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Domantas Sabonis,Noah Vonleh,Al Horford,236.7
Kemba Walker,Darren Collison,CJ McCollum,Khris Middleton,Kevin Durant,Bojan Bogdanovic,Serge Ibaka,Pascal Siakam,JaVale McGee,243.0
Damian Lillard,Darren Collison,Bradley Beal,Khris Middleton,Bojan Bogdanovic,Rudy Gay,Kyle Kuzma,Derrick Favors,JaVale McGee,295.3
Stephen Curry,Darren Collison,CJ McCollum,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Jayson Tatum,Pascal Siakam,Karl-Anthony Towns,234.4
Kemba Walker,Ricky Rubio,Bradley Beal,Jeremy Lamb,Giannis Antetokounmpo,Bojan Bogdanovic,Kyle Kuzma,Noah Vonleh,Jakob Poeltl,287.1
Kemba Walker,Ricky Rubio,Bradley Beal,Jeremy Lamb,Rudy Gay,Gordon Hayward,Jayson Tatum,Derrick Favors,Brook Lopez,241.1
Kyrie Irving,Darren Collison,Bradley Beal,Quincy Pondexter,Giannis Antetokounmpo,Rudy Gay,Serge Ibaka,Domantas Sabonis,JaVale McGee,279.3
Kemba Walker,Kyrie Irving,CJ McCollum,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Jayson Tatum,Serge Ibaka,Jakob Poeltl,242.6
Damian Lillard,Kyrie Irving,CJ McCollum,Quincy Pondexter,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Pascal Siakam,Nikola Vucevic,246.7
Kemba Walker,Darren Collison,Bradley Beal,Khris Middleton,Andrew Wiggins,Gordon Hayward,Serge Ibaka,Thaddeus Young,Brook Lopez,254.7
Stephen Curry,Ricky Rubio,Jeremy Lamb,Quincy Pondexter,LeBron James,Bojan Bogdanovic,Domantas Sabonis,Noah Vonleh,Nikola Vucevic,271.6
Ricky Rubio,Isaiah Briscoe,CJ McCollum,Bradley Beal,Kevin Durant,Bojan Bogdanovic,Kyle Kuzma,Pascal Siakam,Nikola Vucevic,257.3
Stephen Curry,Ricky Rubio,CJ McCollum,Bradley Beal,Andrew Wiggins,Rudy Gay,Thaddeus Young,Pascal Siakam,JaVale McGee,237.3
Kemba Walker,Kyrie Irving,Khris Middleton,Quincy Pondexter,Kawhi Leonard,Bojan Bogdanovic,Kyle Kuzma,Pascal Siakam,Brook Lopez,278.7
Ricky Rubio,Wade IV,CJ McCollum,Bradley Beal,LeBron James,Bojan Bogdanovic,Jayson Tatum,Domantas Sabonis,JaVale McGee,257.6
Stephen Curry,Ricky Rubio,Khris Middleton,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Thaddeus Young,Kyle Kuzma,Al Horford,268.7
Damian Lillard,Ricky Rubio,Bradley Beal,Quincy Pondexter,Bojan Bogdanovic,Rudy Gay,Aaron Gordon,Thaddeus Young,Nikola Vucevic,260.2
Damian Lillard,Kyrie Irving,Jeremy Lamb,Quincy Pondexter,LeBron James,Bojan Bogdanovic,Thaddeus Young,Derrick Favors,JaVale McGee,278.3
