PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Spencer Dinwiddie,CJ McCollum,Jrue Holiday,Gordon Hayward,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Alex Len,217.7
Spencer Dinwiddie,Darren Collison,CJ McCollum,Khris Middleton,Gordon Hayward,Bojan Bogdanovic,Jayson Tatum,Derrick Favors,Joel Embiid,243.2
Ben Simmons,Spencer Dinwiddie,Jrue Holiday,Khris Middleton,Bojan Bogdanovic,Jonathon Simmons,Jayson Tatum,Aaron Gordon,Alex Len,238.0
Spencer Dinwiddie,Darren Collison,Jrue Holiday,Khris Middleton,Giannis Antetokounmpo,Bojan Bogdanovic,Thaddeus Young,Cheick Diallo,Brook Lopez,246.8
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Khris Middleton,Bojan Bogdanovic,Jonathon Simmons,Kyle Kuzma,Thaddeus Young,Rudy Gobert,244.1
Spencer Dinwiddie,Darren Collison,James Harden,CJ McCollum,Bojan Bogdanovic,Jonathon Simmons,Domantas Sabonis,Aaron Gordon,Brook Lopez,258.7
Damian Lillard,Darren Collison,CJ McCollum,Jrue Holiday,Bojan Bogdanovic,Jonathon Simmons,Blake Griffin,Derrick Favors,Alex Len,198.7
Ben Simmons,Damian Lillard,CJ McCollum,Khris Middleton,Gordon Hayward,Bojan Bogdanovic,Domantas Sabonis,Cheick Diallo,Brook Lopez,243.5
Ben Simmons,Spencer Dinwiddie,Bradley Beal,Khris Middleton,Gordon Hayward,Bojan Bogdanovic,Thaddeus Young,Jarell Martin,JaVale McGee,232.5
Ben Simmons,Darren Collison,CJ McCollum,Jrue Holiday,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Aaron Gordon,Ekpe Udoh,247.5
Kyrie Irving,Darren Collison,Jrue Holiday,Khris Middleton,Bojan Bogdanovic,Jonathon Simmons,Kyle Kuzma,Domantas Sabonis,Al Horford,227.9
Damian Lillard,Spencer Dinwiddie,Jrue Holiday,Khris Middleton,Gordon Hayward,Jonathon Simmons,Domantas Sabonis,Derrick Favors,JaVale McGee,234.5
Ben Simmons,Kyrie Irving,CJ McCollum,Khris Middleton,Gordon Hayward,Jonathon Simmons,Kyle Kuzma,Derrick Favors,Alex Len,219.9
Spencer Dinwiddie,Darren Collison,James Harden,Jrue Holiday,Gordon Hayward,Jonathon Simmons,Jayson Tatum,Thaddeus Young,Thomas Bryant,245.5
Spencer Dinwiddie,Darren Collison,Bradley Beal,CJ McCollum,Giannis Antetokounmpo,Bojan Bogdanovic,Kenneth Faried,Jarell Martin,Alex Len,221.4
Kyrie Irving,Darren Collison,Bradley Beal,Khris Middleton,Gordon Hayward,Bojan Bogdanovic,Aaron Gordon,Cheick Diallo,Alex Len,209.3
Ben Simmons,Darren Collison,Bradley Beal,CJ McCollum,Bojan Bogdanovic,Jonathon Simmons,Jayson Tatum,Thaddeus Young,Al Horford,222.1
Damian Lillard,Darren Collison,Bradley Beal,Jrue Holiday,Gordon Hayward,Bojan Bogdanovic,Jayson Tatum,Jarell Martin,Brook Lopez,236.0
Ben Simmons,Kyrie Irving,CJ McCollum,Jrue Holiday,Bojan Bogdanovic,Jonathon Simmons,Cheick Diallo,Jarell Martin,Joel Embiid,206.8
Spencer Dinwiddie,Darren Collison,Jrue Holiday,Shake Milton,Giannis Antetokounmpo,Gordon Hayward,Aaron Gordon,Derrick Favors,Alex Len,238.3
Kyrie Irving,Spencer Dinwiddie,CJ McCollum,Khris Middleton,Giannis Antetokounmpo,Jonathon Simmons,Jayson Tatum,Jarell Martin,Brook Lopez,227.5
Ben Simmons,Spencer Dinwiddie,Jrue Holiday,Justin Holiday,Gordon Hayward,Bojan Bogdanovic,Blake Griffin,Derrick Favors,Brook Lopez,217.5
Ben Simmons,Kyrie Irving,CJ McCollum,Khris Middleton,Bojan Bogdanovic,Chandler Hutchison,Aaron Gordon,Thaddeus Young,Thomas Bryant,214.5
Ben Simmons,Spencer Dinwiddie,CJ McCollum,Shake Milton,Giannis Antetokounmpo,Bojan Bogdanovic,Jayson Tatum,Domantas Sabonis,Ekpe Udoh,244.3
Kyrie Irving,Spencer Dinwiddie,Bradley Beal,CJ McCollum,Bojan Bogdanovic,Jared Dudley,Aaron Gordon,Derrick Favors,Al Horford,214.5
Spencer Dinwiddie,Jalen Brunson,Bradley Beal,Jrue Holiday,Bojan Bogdanovic,Jonathon Simmons,Thaddeus Young,Derrick Favors,Joel Embiid,234.7
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Jrue Holiday,Gordon Hayward,Chandler Hutchison,Jayson Tatum,Aaron Gordon,Al Horford,244.9
Damian Lillard,Spencer Dinwiddie,Jrue Holiday,Shake Milton,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Cheick Diallo,Joel Embiid,252.6
Kyrie Irving,Spencer Dinwiddie,Jrue Holiday,Khris Middleton,Gordon Hayward,Jaron Blossomgame,Kyle Kuzma,Aaron Gordon,Brook Lopez,249.2
Kyrie Irving,Spencer Dinwiddie,James Harden,Khris Middleton,Bojan Bogdanovic,Jonathon Simmons,Derrick Favors,Cheick Diallo,Thomas Bryant,198.9
Kyrie Irving,Darren Collison,CJ McCollum,Shake Milton,Giannis Antetokounmpo,Bojan Bogdanovic,Thaddeus Young,Derrick Favors,JaVale McGee,202.5
