PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Ricky Rubio,Dennis Schroder,Dwyane Wade,Paul George,Josh Richardson,Pascal Siakam,Derrick Favors,Thomas Bryant,350.6
Russell Westbrook,Ricky Rubio,Khris Middleton,Dwyane Wade,Rudy Gay,Justise Winslow,Pascal Siakam,Derrick Favors,Brook Lopez,282.9
Ben Simmons,Ricky Rubio,Dennis Schroder,Dwyane Wade,Kevin Durant,Justise Winslow,Derrick Favors,Drew Eubanks,Joel Embiid,288.2
Ben Simmons,Ricky Rubio,Bradley Beal,Khris Middleton,Paul George,Justise Winslow,Derrick Favors,Dwight Powell,Thomas Bryant,397.5
Russell Westbrook,Stephen Curry,Dennis Schroder,Dwyane Wade,Paul George,Justise Winslow,Dwight Powell,Drew Eubanks,Brook Lopez,246.3
Stephen Curry,Ben Simmons,Bradley Beal,Dwyane Wade,Rudy Gay,Justise Winslow,Pascal Siakam,Drew Eubanks,Thomas Bryant,335.3
Stephen Curry,Ricky Rubio,Dennis Schroder,Khris Middleton,Giannis Antetokounmpo,Justise Winslow,Draymond Green,Drew Eubanks,Thomas Bryant,260.2
Stephen Curry,Ricky Rubio,Bradley Beal,Dennis Schroder,Kevin Durant,Rudy Gay,Derrick Favors,Dwight Powell,Brook Lopez,302.9
Russell Westbrook,Ben Simmons,Dennis Schroder,Quincy Pondexter,Paul George,Rudy Gay,Derrick Favors,Drew Eubanks,Thomas Bryant,289.3
Russell Westbrook,Ricky Rubio,Bradley Beal,Dennis Schroder,Josh Richardson,Justise Winslow,Draymond Green,Derrick Favors,Salah Mejri,281.2
Russell Westbrook,Ricky Rubio,Bradley Beal,Dwyane Wade,Kevin Durant,Josh Richardson,Dwight Powell,Drew Eubanks,Thomas Bryant,317.6
Stephen Curry,Ricky Rubio,Dwyane Wade,Quincy Pondexter,Giannis Antetokounmpo,Justise Winslow,Derrick Favors,Dwight Powell,Rudy Gobert,240.3
Ben Simmons,Ricky Rubio,Khris Middleton,Dwyane Wade,Paul George,Josh Richardson,Draymond Green,Drew Eubanks,Brook Lopez,345.4
Russell Westbrook,Stephen Curry,Khris Middleton,Quincy Pondexter,Josh Richardson,Justise Winslow,Pascal Siakam,Dwight Powell,Thomas Bryant,253.8
Ben Simmons,Ricky Rubio,Dwyane Wade,Wayne Ellington,Giannis Antetokounmpo,Rudy Gay,Draymond Green,Derrick Favors,Thomas Bryant,310.7
Stephen Curry,Lorenzo Brown,Khris Middleton,Dwyane Wade,Josh Richardson,Justise Winslow,Draymond Green,Derrick Favors,Joel Embiid,272.9
Ricky Rubio,Lorenzo Brown,Dennis Schroder,Khris Middleton,Paul George,Rudy Gay,Pascal Siakam,Drew Eubanks,Joel Embiid,280.5
Russell Westbrook,Tyler Johnson,Dennis Schroder,Dwyane Wade,Kevin Durant,Justise Winslow,Pascal Siakam,Draymond Green,Thomas Bryant,281.6
Russell Westbrook,Ben Simmons,Dennis Schroder,Dwyane Wade,Rudy Gay,Josh Richardson,Pascal Siakam,Dwight Powell,Salah Mejri,221.2
Stephen Curry,Ben Simmons,Quincy Pondexter,Wayne Ellington,Paul George,Justise Winslow,Pascal Siakam,Derrick Favors,Brook Lopez,305.4
Stephen Curry,Devin Harris,Khris Middleton,Dwyane Wade,Paul George,Rudy Gay,Derrick Favors,Drew Eubanks,Rudy Gobert,290.6
Russell Westbrook,Ricky Rubio,James Harden,Dennis Schroder,Rudy Gay,Justise Winslow,James Johnson,Dwight Powell,Thomas Bryant,282.7
Ben Simmons,Devin Harris,Dennis Schroder,Khris Middleton,Josh Richardson,Justise Winslow,Pascal Siakam,Derrick Favors,Rudy Gobert,256.9
Russell Westbrook,Ricky Rubio,Bradley Beal,Quincy Pondexter,Paul George,Justise Winslow,Pascal Siakam,Drew Eubanks,Jakob Poeltl,303.7
Stephen Curry,Ricky Rubio,James Harden,Wayne Ellington,Rudy Gay,Justise Winslow,Derrick Favors,Drew Eubanks,Steven Adams,266.0
Ben Simmons,Lorenzo Brown,Khris Middleton,Dwyane Wade,Paul George,Kevin Durant,Pascal Siakam,Derrick Favors,Salah Mejri,332.7
Ricky Rubio,Lorenzo Brown,James Harden,Dennis Schroder,Giannis Antetokounmpo,Josh Richardson,Derrick Favors,Drew Eubanks,Brook Lopez,236.5
Stephen Curry,Patty Mills,Dennis Schroder,Khris Middleton,Giannis Antetokounmpo,Rudy Gay,Pascal Siakam,Derrick Favors,Salah Mejri,218.3
Ricky Rubio,Patty Mills,Bradley Beal,Dwyane Wade,Paul George,Rudy Gay,Pascal Siakam,Dwight Powell,Rudy Gobert,345.8
Russell Westbrook,Stephen Curry,Dwyane Wade,Quincy Pondexter,Kevin Durant,Josh Richardson,Derrick Favors,Amir Johnson,Brook Lopez,259.2
Russell Westbrook,Ricky Rubio,Dwyane Wade,Wayne Ellington,Paul George,Alfonzo McKinnie,Derrick Favors,Dwight Powell,Joel Embiid,280.4
Bryn Forbes,Devin Harris,Bradley Beal,Dwyane Wade,Paul George,Justise Winslow,Pascal Siakam,Derrick Favors,Joel Embiid,346.2
Stephen Curry,Ricky Rubio,Dwyane Wade,Wayne Ellington,Giannis Antetokounmpo,Kevin Durant,Pascal Siakam,Drew Eubanks,Salah Mejri,238.7
Stephen Curry,Patty Mills,Khris Middleton,Dwyane Wade,Paul George,Kevin Durant,Draymond Green,Dwight Powell,Thomas Bryant,336.8
Ricky Rubio,Devin Harris,Bradley Beal,Quincy Pondexter,Giannis Antetokounmpo,Kevin Durant,Pascal Siakam,Derrick Favors,Thomas Bryant,329.1
Ben Simmons,Patty Mills,James Harden,Dennis Schroder,Rudy Gay,Justise Winslow,Draymond Green,Derrick Favors,Brook Lopez,282.8
Ricky Rubio,George Hill,James Harden,Dwyane Wade,Paul George,Justise Winslow,Pascal Siakam,Draymond Green,Salah Mejri,340.6
Russell Westbrook,Ricky Rubio,Dennis Schroder,Dwyane Wade,Paul George,Rudy Gay,Draymond Green,Amir Johnson,Jakob Poeltl,268.8
Russell Westbrook,Lorenzo Brown,Bradley Beal,Dwyane Wade,Giannis Antetokounmpo,Justise Winslow,Derrick Favors,Amir Johnson,Thomas Bryant,282.6
Ricky Rubio,Patty Mills,James Harden,Dwyane Wade,Paul George,Kevin Durant,Derrick Favors,Maxi Kleber,Brook Lopez,351.9
