PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Kyrie Irving,Lou Williams,Dwyane Wade,Paul George,Kawhi Leonard,Serge Ibaka,Pascal Siakam,Alex Len,347.7
Kemba Walker,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Paul George,Justise Winslow,Montrezl Harrell,Pascal Siakam,Nikola Vucevic,274.3
Kyrie Irving,Russell Westbrook,Lou Williams,Dwyane Wade,Paul George,Justise Winslow,Marvin III,Montrezl Harrell,Dewayne Dedmon,278.1
Kemba Walker,Kyrie Irving,Dwyane Wade,Buddy Hield,Danilo Gallinari,Justise Winslow,Marvin III,Pascal Siakam,Joel Embiid,307.8
Kyrie Irving,Russell Westbrook,Dennis Schroder,Lou Williams,Danilo Gallinari,Justise Winslow,Serge Ibaka,Pascal Siakam,Andre Drummond,313.0
Kyrie Irving,Russell Westbrook,Jeremy Lamb,Dwyane Wade,Josh Richardson,Justise Winslow,Blake Griffin,Pascal Siakam,Alex Len,313.3
Damian Lillard,Kyrie Irving,Dennis Schroder,Buddy Hield,Paul George,Justise Winslow,Marvin III,Serge Ibaka,Alex Len,315.0
Kemba Walker,Kyrie Irving,Lou Williams,Kent Bazemore,Justise Winslow,Gordon Hayward,Serge Ibaka,Montrezl Harrell,Joel Embiid,259.4
Kemba Walker,Russell Westbrook,Bradley Beal,Dwyane Wade,Justise Winslow,Gordon Hayward,Marvin III,Serge Ibaka,Alex Len,298.2
Kemba Walker,Kyrie Irving,Dennis Schroder,Lou Williams,Josh Richardson,Danilo Gallinari,Blake Griffin,Montrezl Harrell,Alex Len,274.9
Ben Simmons,Kyrie Irving,CJ McCollum,Jeremy Lamb,Paul George,Danilo Gallinari,Marvin III,Pascal Siakam,Alex Len,303.0
Damian Lillard,Kyrie Irving,Dennis Schroder,Dwyane Wade,Paul George,Danilo Gallinari,Jayson Tatum,Pascal Siakam,Dewayne Dedmon,283.8
Damian Lillard,Kyrie Irving,CJ McCollum,Dwyane Wade,Danilo Gallinari,Justise Winslow,Serge Ibaka,Montrezl Harrell,Nikola Vucevic,280.9
Kemba Walker,Ben Simmons,Lou Williams,Dwyane Wade,Josh Richardson,Justise Winslow,Montrezl Harrell,Pascal Siakam,Andre Drummond,248.5
Kemba Walker,Ben Simmons,Dennis Schroder,Dwyane Wade,Paul George,Gordon Hayward,Serge Ibaka,Montrezl Harrell,Dewayne Dedmon,228.5
Kyrie Irving,Yogi Ferrell,Dennis Schroder,Lou Williams,Paul George,Gordon Hayward,Blake Griffin,Pascal Siakam,Joel Embiid,277.4
Ben Simmons,Kyrie Irving,Bradley Beal,Lou Williams,Justise Winslow,Gordon Hayward,Marvin III,Pascal Siakam,Nikola Vucevic,273.1
Damian Lillard,Russell Westbrook,Lou Williams,Dwyane Wade,Danilo Gallinari,Gordon Hayward,Montrezl Harrell,Pascal Siakam,Alex Len,287.3
Russell Westbrook,Yogi Ferrell,Dwyane Wade,Buddy Hield,Paul George,Justise Winslow,Serge Ibaka,Pascal Siakam,Nikola Vucevic,332.8
Kemba Walker,Kyrie Irving,Jeremy Lamb,Buddy Hield,Josh Richardson,Gordon Hayward,Serge Ibaka,Pascal Siakam,Andre Drummond,290.7
Ben Simmons,Kyrie Irving,Dennis Schroder,Dwyane Wade,Kawhi Leonard,Justise Winslow,Jayson Tatum,Montrezl Harrell,Alex Len,267.6
Ben Simmons,Damian Lillard,Lou Williams,Jeremy Lamb,Paul George,Justise Winslow,Serge Ibaka,Pascal Siakam,Dewayne Dedmon,261.1
Kemba Walker,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Kawhi Leonard,Danilo Gallinari,Marvin III,Serge Ibaka,Dewayne Dedmon,269.7
Kyrie Irving,Yogi Ferrell,Jeremy Lamb,Dwyane Wade,Paul George,Josh Richardson,Serge Ibaka,Montrezl Harrell,Joel Embiid,277.3
Ben Simmons,Kyrie Irving,Dwyane Wade,Buddy Hield,Danilo Gallinari,Gordon Hayward,Blake Griffin,Serge Ibaka,Alex Len,307.5
Kyrie Irving,Russell Westbrook,CJ McCollum,Buddy Hield,Justise Winslow,Gordon Hayward,Montrezl Harrell,Pascal Siakam,Al Horford,283.7
Kemba Walker,Russell Westbrook,Dennis Schroder,Lou Williams,Josh Richardson,Gordon Hayward,Marvin III,Pascal Siakam,Dewayne Dedmon,243.4
Kemba Walker,Damian Lillard,Dennis Schroder,CJ McCollum,Justise Winslow,Gordon Hayward,Blake Griffin,Pascal Siakam,Alex Len,268.9
Kemba Walker,Yogi Ferrell,Dennis Schroder,Dwyane Wade,Paul George,Justise Winslow,Blake Griffin,Marvin III,Andre Drummond,255.2
Kemba Walker,Yogi Ferrell,Lou Williams,Dwyane Wade,Paul George,Danilo Gallinari,Montrezl Harrell,Aaron Gordon,Nikola Vucevic,283.3
Kemba Walker,Kyrie Irving,Bradley Beal,CJ McCollum,Josh Richardson,Justise Winslow,Jayson Tatum,Pascal Siakam,Dewayne Dedmon,269.9
Kemba Walker,Kyrie Irving,Bradley Beal,Kent Bazemore,Danilo Gallinari,Gordon Hayward,Pascal Siakam,Aaron Gordon,Alex Len,312.2
Kemba Walker,Kyrie Irving,Dennis Schroder,Dwyane Wade,Josh Richardson,Justise Winslow,Serge Ibaka,Aaron Gordon,Steven Adams,287.1
Damian Lillard,Kyrie Irving,Jeremy Lamb,Dwyane Wade,Justise Winslow,Gordon Hayward,Marvin III,Jayson Tatum,Andre Drummond,244.1
Kemba Walker,Ben Simmons,Lou Williams,CJ McCollum,Danilo Gallinari,Justise Winslow,Serge Ibaka,Aaron Gordon,Alex Len,279.2
Kemba Walker,Damian Lillard,Jeremy Lamb,Dwyane Wade,Josh Richardson,Danilo Gallinari,Jayson Tatum,Serge Ibaka,Alex Len,273.7
Kyrie Irving,Yogi Ferrell,Bradley Beal,CJ McCollum,Paul George,Justise Winslow,Blake Griffin,Montrezl Harrell,Alex Len,300.5
Kemba Walker,Yogi Ferrell,CJ McCollum,Jeremy Lamb,Kawhi Leonard,Justise Winslow,Serge Ibaka,Pascal Siakam,Joel Embiid,291.6
Kemba Walker,Kyrie Irving,Lou Williams,Dwyane Wade,Justise Winslow,Troy Jr,Blake Griffin,Jayson Tatum,Nikola Vucevic,271.8
Kyrie Irving,Yogi Ferrell,Bradley Beal,Dwyane Wade,Kawhi Leonard,Danilo Gallinari,Montrezl Harrell,Pascal Siakam,Andre Drummond,311.0
