PG,PG,SG,SG,SF,SF,PF,PF,C,P,R,O,J
Emmanuel Mudiay,Matthew Dellavedova,James Harden,Evan Fournier,Justise Winslow,Kevin Knox,Jerami Grant,Markieff Morris,DeMarcus Cousins,406
Emmanuel Mudiay,Matthew Dellavedova,James Harden,Klay Thompson,Kevin Knox,Thabo Sefolosha,Jerami Grant,Markieff Morris,Nerlens Noel,401
Emmanuel Mudiay,Jerian Grant,Klay Thompson,Evan Fournier,Justise Winslow,Kevin Knox,Jerami Grant,Markieff Morris,Nerlens Noel,400
Emmanuel Mudiay,Matthew Dellavedova,Klay Thompson,Evan Fournier,Kevin Knox,Thabo Sefolosha,Noah Vonleh,Jerami Grant,DeMarcus Cousins,398
Emmanuel Mudiay,Jerian Grant,James Harden,Evan Fournier,Kevin Knox,Thabo Sefolosha,Jerami Grant,Markieff Morris,Rudy Gobert,398
Emmanuel Mudiay,Matthew Dellavedova,James Harden,Evan Fournier,Jae Crowder,Kevin Knox,Noah Vonleh,Jerami Grant,Nerlens Noel,397
Emmanuel Mudiay,Jerian Grant,James Harden,Klay Thompson,Justise Winslow,Kevin Knox,Noah Vonleh,Jerami Grant,DeMarcus Cousins,397
Stephen Curry,Emmanuel Mudiay,James Harden,Terrence Ross,Justise Winslow,Kevin Knox,Jerami Grant,Markieff Morris,Nerlens Noel,397
Matthew Dellavedova,Jerian Grant,James Harden,Donovan Mitchell,Justise Winslow,Kevin Knox,Jerami Grant,Markieff Morris,Nerlens Noel,397
Emmanuel Mudiay,Matthew Dellavedova,Klay Thompson,Terrence Ross,Justise Winslow,Kevin Knox,Jerami Grant,Markieff Morris,Rudy Gobert,397
Stephen Curry,Emmanuel Mudiay,Evan Fournier,Donovan Mitchell,Kevin Knox,Thabo Sefolosha,Jerami Grant,Markieff Morris,DeMarcus Cousins,396
Emmanuel Mudiay,Matthew Dellavedova,Evan Fournier,Donovan Mitchell,JJ Redick,Kevin Knox,Jerami Grant,Markieff Morris,Nerlens Noel,396
Matthew Dellavedova,Jerian Grant,Evan Fournier,Terrence Ross,Kevin Knox,Thabo Sefolosha,Jerami Grant,Markieff Morris,DeMarcus Cousins,396
Emmanuel Mudiay,Matthew Dellavedova,Evan Fournier,Terrence Ross,Justise Winslow,Thabo Sefolosha,Jerami Grant,Markieff Morris,Nerlens Noel,396
Emmanuel Mudiay,Matthew Dellavedova,Klay Thompson,Donovan Mitchell,Jae Crowder,Kevin Knox,Jerami Grant,Markieff Morris,DeMarcus Cousins,396
Matthew Dellavedova,Jerian Grant,James Harden,Evan Fournier,Justise Winslow,Kevin Knox,Noah Vonleh,Jerami Grant,Rudy Gobert,395
Emmanuel Mudiay,Matthew Dellavedova,Klay Thompson,Donovan Mitchell,Justise Winslow,Kevin Knox,Noah Vonleh,Jerami Grant,Nerlens Noel,395
Emmanuel Mudiay,Jerian Grant,James Harden,Terrence Ross,Jae Crowder,Kevin Knox,Jerami Grant,Markieff Morris,DeMarcus Cousins,395
Stephen Curry,Matthew Dellavedova,James Harden,Evan Fournier,Bojan Bogdanovic,Kevin Knox,Jerami Grant,Markieff Morris,Nerlens Noel,395
Matthew Dellavedova,Jerian Grant,James Harden,Klay Thompson,Bojan Bogdanovic,Kevin Knox,Jerami Grant,Markieff Morris,DeMarcus Cousins,395
Stephen Curry,Matthew Dellavedova,Klay Thompson,Evan Fournier,Kevin Knox,Thabo Sefolosha,Jerami Grant,Markieff Morris,Rudy Gobert,394
Matthew Dellavedova,Jerian Grant,Klay Thompson,Evan Fournier,Justise Winslow,Kevin Knox,Paul Millsap,Jerami Grant,DeMarcus Cousins,394
Emmanuel Mudiay,Jerian Grant,James Harden,Donovan Mitchell,Justise Winslow,Thabo Sefolosha,Jerami Grant,Markieff Morris,DeMarcus Cousins,394
Emmanuel Mudiay,Matthew Dellavedova,James Harden,Terrence Ross,Kevin Knox,Thabo Sefolosha,Paul Millsap,Jerami Grant,DeMarcus Cousins,394
Emmanuel Mudiay,Matthew Dellavedova,Klay Thompson,Evan Fournier,Bojan Bogdanovic,Kevin Knox,Jerami Grant,Markieff Morris,Ante Zizic,394
Stephen Curry,Matthew Dellavedova,James Harden,Klay Thompson,Justise Winslow,Kevin Knox,Jerami Grant,Markieff Morris,Ante Zizic,394
Stephen Curry,Emmanuel Mudiay,Klay Thompson,Evan Fournier,Justise Winslow,Kevin Knox,PJ Tucker,Jerami Grant,DeMarcus Cousins,394
Emmanuel Mudiay,Matthew Dellavedova,James Harden,Donovan Mitchell,Kevin Knox,Thabo Sefolosha,Noah Vonleh,Markieff Morris,DeMarcus Cousins,394
Emmanuel Mudiay,Jerian Grant,James Harden,Evan Fournier,Justise Winslow,Thabo Sefolosha,Noah Vonleh,Jerami Grant,Nerlens Noel,393
