PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Bogdan Bogdanovic,Kawhi Leonard,Gordon Hayward,Serge Ibaka,Anthony Davis,Alex Len,276.2
Kemba Walker,Damian Lillard,Kent Bazemore,CJ McCollum,Danilo Gallinari,Gordon Hayward,Jayson Tatum,Anthony Davis,Alex Len,308.0
Damian Lillard,Spencer Dinwiddie,Khris Middleton,Jeremy Lamb,Danilo Gallinari,Gordon Hayward,Kyle Kuzma,Anthony Davis,Thomas Bryant,241.8
Kyrie Irving,Spencer Dinwiddie,Kent Bazemore,Lou Williams,Danilo Gallinari,Gordon Hayward,Serge Ibaka,Anthony Davis,Willie Cauley-Stein,232.3
Spencer Dinwiddie,Elie Okobo,Kent Bazemore,Jrue Holiday,Giannis Antetokounmpo,Danilo Gallinari,Kyle Kuzma,Anthony Davis,Alex Len,268.5
Damian Lillard,Spencer Dinwiddie,Kent Bazemore,Buddy Hield,Kawhi Leonard,Gordon Hayward,Kyle Kuzma,Montrezl Harrell,Alex Len,267.5
Damian Lillard,Spencer Dinwiddie,Kent Bazemore,Bogdan Bogdanovic,Giannis Antetokounmpo,Gordon Hayward,Jayson Tatum,Serge Ibaka,Thomas Bryant,216.0
Spencer Dinwiddie,Elie Okobo,Khris Middleton,Lou Williams,LeBron James,Gordon Hayward,Jayson Tatum,Anthony Davis,Alex Len,273.5
Kemba Walker,Elie Okobo,Kent Bazemore,Khris Middleton,Giannis Antetokounmpo,Gordon Hayward,Montrezl Harrell,Anthony Davis,Thomas Bryant,249.6
Spencer Dinwiddie,Elie Okobo,Buddy Hield,CJ McCollum,Giannis Antetokounmpo,Gordon Hayward,Serge Ibaka,Anthony Davis,Brook Lopez,238.9
Kemba Walker,Spencer Dinwiddie,Buddy Hield,Lou Williams,Danilo Gallinari,Michael Kidd-Gilchrist,Montrezl Harrell,Anthony Davis,Alex Len,285.6
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Lou Williams,Kawhi Leonard,Stanley Johnson,Jayson Tatum,Anthony Davis,Thomas Bryant,266.5
Kemba Walker,Spencer Dinwiddie,CJ McCollum,Jrue Holiday,Danilo Gallinari,Lance Stephenson,Serge Ibaka,Anthony Davis,Thomas Bryant,269.8
Kemba Walker,Spencer Dinwiddie,Buddy Hield,Bogdan Bogdanovic,Danilo Gallinari,Gordon Hayward,Kyle Kuzma,Jayson Tatum,Willie Cauley-Stein,263.2
Kyrie Irving,Spencer Dinwiddie,Kent Bazemore,CJ McCollum,Kawhi Leonard,Michael Kidd-Gilchrist,Pascal Siakam,Anthony Davis,Alex Len,287.4
Damian Lillard,Elie Okobo,Kent Bazemore,Jeremy Lamb,LeBron James,Gordon Hayward,Serge Ibaka,Anthony Davis,JaVale McGee,216.3
Kyrie Irving,Damian Lillard,Jeremy Lamb,Lou Williams,Gordon Hayward,Stanley Johnson,Montrezl Harrell,Anthony Davis,Alex Len,263.1
Spencer Dinwiddie,Elie Okobo,Jeremy Lamb,CJ McCollum,Kawhi Leonard,Danilo Gallinari,Montrezl Harrell,Anthony Davis,Willie Cauley-Stein,299.0
Damian Lillard,Spencer Dinwiddie,Jeremy Lamb,CJ McCollum,Giannis Antetokounmpo,Michael Kidd-Gilchrist,Kyle Kuzma,Serge Ibaka,Alex Len,266.7
Kyrie Irving,Spencer Dinwiddie,Khris Middleton,Bogdan Bogdanovic,Danilo Gallinari,Gordon Hayward,Pascal Siakam,Montrezl Harrell,Alex Len,245.1
Damian Lillard,Spencer Dinwiddie,Jrue Holiday,Bogdan Bogdanovic,Gordon Hayward,Michael Kidd-Gilchrist,Montrezl Harrell,Anthony Davis,Willie Cauley-Stein,254.2
Damian Lillard,Spencer Dinwiddie,Kent Bazemore,Bogdan Bogdanovic,Kawhi Leonard,Danilo Gallinari,Anthony Davis,Chris Boucher,JaVale McGee,241.1
Kemba Walker,Elie Okobo,Jeremy Lamb,Lou Williams,Danilo Gallinari,Gordon Hayward,Pascal Siakam,Anthony Davis,Brook Lopez,231.7
Kyrie Irving,Elie Okobo,Buddy Hield,Jeremy Lamb,Kawhi Leonard,Gordon Hayward,Jayson Tatum,Anthony Davis,Thomas Bryant,268.1
Kemba Walker,Spencer Dinwiddie,Buddy Hield,Jrue Holiday,Gordon Hayward,Stanley Johnson,Pascal Siakam,Anthony Davis,JaVale McGee,240.6
Kemba Walker,Kyrie Irving,CJ McCollum,Bogdan Bogdanovic,Gordon Hayward,Michael Kidd-Gilchrist,Kyle Kuzma,Anthony Davis,Thomas Bryant,254.5
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Jeremy Lamb,Giannis Antetokounmpo,Lance Stephenson,Jayson Tatum,Montrezl Harrell,Alex Len,268.6
Kemba Walker,Spencer Dinwiddie,Khris Middleton,CJ McCollum,Kawhi Leonard,Danilo Gallinari,Kyle Kuzma,Chris Boucher,Alex Len,309.2
Kemba Walker,Elie Okobo,Kent Bazemore,Bogdan Bogdanovic,LeBron James,Danilo Gallinari,Serge Ibaka,Montrezl Harrell,Alex Len,259.6
Kemba Walker,Damian Lillard,Khris Middleton,Jrue Holiday,Gordon Hayward,Stanley Johnson,Kyle Kuzma,Serge Ibaka,Alex Len,260.8
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Bradley Beal,Gordon Hayward,Lance Stephenson,Kyle Kuzma,Anthony Davis,Dewayne Dedmon,267.9
Kyrie Irving,Spencer Dinwiddie,CJ McCollum,Bogdan Bogdanovic,Danilo Gallinari,Stanley Johnson,Jayson Tatum,Anthony Davis,Brook Lopez,253.8
Damian Lillard,Spencer Dinwiddie,Khris Middleton,Buddy Hield,Giannis Antetokounmpo,Stanley Johnson,Anthony Davis,Chris Boucher,Alex Len,268.9
Damian Lillard,Spencer Dinwiddie,Lou Williams,Jamal Crawford,Kawhi Leonard,Danilo Gallinari,Jayson Tatum,Serge Ibaka,Alex Len,274.6
Kyrie Irving,Damian Lillard,Khris Middleton,Bogdan Bogdanovic,Gordon Hayward,Lance Stephenson,Jayson Tatum,Anthony Davis,JaVale McGee,235.4
Kyrie Irving,Elie Okobo,Lou Williams,Bogdan Bogdanovic,Giannis Antetokounmpo,Gordon Hayward,Kyle Kuzma,Serge Ibaka,Alex Len,229.4
Kemba Walker,Kyrie Irving,Kent Bazemore,Jamal Crawford,Giannis Antetokounmpo,Stanley Johnson,Serge Ibaka,Anthony Davis,Alex Len,248.9
Kemba Walker,Elie Okobo,CJ McCollum,Bogdan Bogdanovic,Giannis Antetokounmpo,Lance Stephenson,Pascal Siakam,Anthony Davis,Alex Len,277.2
Damian Lillard,Elie Okobo,Jeremy Lamb,Bogdan Bogdanovic,Kawhi Leonard,Danilo Gallinari,Pascal Siakam,Kyle Kuzma,Alex Len,270.4
Kemba Walker,Elie Okobo,Jeremy Lamb,CJ McCollum,Giannis Antetokounmpo,Gordon Hayward,Kyle Kuzma,Jayson Tatum,JaVale McGee,253.8
