PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Darren Collison,Jeremy Lamb,Dwyane Wade,LeBron James,Bojan Bogdanovic,Blake Griffin,Pascal Siakam,Nikola Vucevic,318.7
Jamal Murray,Kyrie Irving,Bradley Beal,Dwyane Wade,Josh Richardson,Bojan Bogdanovic,Serge Ibaka,Pascal Siakam,Joel Embiid,278.2
Kemba Walker,Kyrie Irving,Bradley Beal,Dwyane Wade,Bojan Bogdanovic,Andrew Wiggins,Kyle Kuzma,Thaddeus Young,Nikola Vucevic,299.4
Kemba Walker,Kyrie Irving,James Harden,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Serge Ibaka,Pascal Siakam,JaVale McGee,294.0
Kemba Walker,Jamal Murray,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Rudy Gay,Blake Griffin,Serge Ibaka,Nikola Vucevic,329.3
Spencer Dinwiddie,Jamal Murray,James Harden,Dwyane Wade,LeBron James,Bojan Bogdanovic,Thaddeus Young,Serge Ibaka,JaVale McGee,289.2
Kyrie Irving,Darren Collison,James Harden,Dwyane Wade,Bojan Bogdanovic,Rudy Gay,Thaddeus Young,Noah Vonleh,Joel Embiid,254.5
Kyrie Irving,Darren Collison,CJ McCollum,Bradley Beal,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Serge Ibaka,JaVale McGee,268.0
Jamal Murray,Kyrie Irving,James Harden,Jeremy Lamb,Josh Richardson,Bojan Bogdanovic,Kyle Kuzma,Noah Vonleh,Nikola Vucevic,295.7
Spencer Dinwiddie,Darren Collison,James Harden,Bradley Beal,Bojan Bogdanovic,Andrew Wiggins,Serge Ibaka,Pascal Siakam,Nikola Vucevic,299.6
Jamal Murray,Darren Collison,Bradley Beal,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Blake Griffin,Kyle Kuzma,Joel Embiid,303.8
Damian Lillard,Kyrie Irving,Jeremy Lamb,Dwyane Wade,Josh Richardson,Rudy Gay,Thaddeus Young,Serge Ibaka,Nikola Vucevic,280.4
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Dwyane Wade,Bojan Bogdanovic,Andrew Wiggins,Jayson Tatum,Serge Ibaka,Joel Embiid,293.5
Kemba Walker,Darren Collison,James Harden,Dwyane Wade,Josh Richardson,Bojan Bogdanovic,Kyle Kuzma,Serge Ibaka,Al Horford,263.0
Kemba Walker,Darren Collison,Bradley Beal,Dwyane Wade,Josh Richardson,LeBron James,Thaddeus Young,Pascal Siakam,JaVale McGee,293.2
Kemba Walker,Damian Lillard,Jeremy Lamb,Dwyane Wade,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Noah Vonleh,JaVale McGee,303.2
Damian Lillard,Darren Collison,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Andrew Wiggins,Kyle Kuzma,Pascal Siakam,Joel Embiid,254.3
Damian Lillard,Jamal Murray,Bradley Beal,Dwyane Wade,Bojan Bogdanovic,Andrew Wiggins,Blake Griffin,Jayson Tatum,JaVale McGee,335.2
Jamal Murray,Kyrie Irving,Bradley Beal,Jeremy Lamb,Andrew Wiggins,Rudy Gay,Jayson Tatum,Pascal Siakam,Nikola Vucevic,321.4
Spencer Dinwiddie,Kyrie Irving,Bradley Beal,Dwyane Wade,LeBron James,Bojan Bogdanovic,Jayson Tatum,Noah Vonleh,Al Horford,275.5
Jamal Murray,Darren Collison,CJ McCollum,Jeremy Lamb,LeBron James,Andrew Wiggins,Thaddeus Young,Serge Ibaka,Nikola Vucevic,297.9
Spencer Dinwiddie,Jamal Murray,Jeremy Lamb,Dwyane Wade,LeBron James,Rudy Gay,Noah Vonleh,Pascal Siakam,Joel Embiid,284.5
Kemba Walker,Spencer Dinwiddie,CJ McCollum,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Thaddeus Young,Pascal Siakam,Al Horford,265.5
Spencer Dinwiddie,Kyrie Irving,James Harden,Dwyane Wade,Josh Richardson,Andrew Wiggins,Kyle Kuzma,Pascal Siakam,JaVale McGee,255.6
Kyrie Irving,Darren Collison,Bradley Beal,Dwyane Wade,Andrew Wiggins,Rudy Gay,Blake Griffin,Serge Ibaka,Al Horford,276.1
Jamal Murray,Darren Collison,James Harden,CJ McCollum,Josh Richardson,Bojan Bogdanovic,Blake Griffin,Pascal Siakam,JaVale McGee,290.8
Spencer Dinwiddie,Kyrie Irving,Bradley Beal,Jeremy Lamb,Josh Richardson,Bojan Bogdanovic,Blake Griffin,Aaron Gordon,JaVale McGee,298.9
Damian Lillard,Darren Collison,CJ McCollum,Bradley Beal,Bojan Bogdanovic,Rudy Gay,Jayson Tatum,Thaddeus Young,Nikola Vucevic,293.5
Kemba Walker,Jamal Murray,Jeremy Lamb,Dwyane Wade,Josh Richardson,Andrew Wiggins,Blake Griffin,Pascal Siakam,Al Horford,307.7
Spencer Dinwiddie,Damian Lillard,CJ McCollum,Jeremy Lamb,Bojan Bogdanovic,Andrew Wiggins,Blake Griffin,Noah Vonleh,Nikola Vucevic,306.7
Spencer Dinwiddie,Darren Collison,CJ McCollum,Dwyane Wade,LeBron James,Rudy Gay,Blake Griffin,Jayson Tatum,JaVale McGee,290.0
Spencer Dinwiddie,Darren Collison,James Harden,Jeremy Lamb,Josh Richardson,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Nikola Jokic,298.3
Kemba Walker,Kyrie Irving,CJ McCollum,Dwyane Wade,Josh Richardson,Bojan Bogdanovic,Jayson Tatum,Paul Millsap,JaVale McGee,275.1
Spencer Dinwiddie,Kyrie Irving,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Rudy Gay,Aaron Gordon,Pascal Siakam,Nikola Jokic,285.9
Kyrie Irving,Darren Collison,CJ McCollum,Jeremy Lamb,Josh Richardson,Andrew Wiggins,Jayson Tatum,Noah Vonleh,Joel Embiid,260.0
Spencer Dinwiddie,Jamal Murray,James Harden,Jeremy Lamb,Andrew Wiggins,Rudy Gay,Kyle Kuzma,Serge Ibaka,Al Horford,267.0
Jamal Murray,Kyrie Irving,CJ McCollum,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Thaddeus Young,Paul Millsap,Karl-Anthony Towns,259.5
Kemba Walker,Darren Collison,CJ McCollum,Jeremy Lamb,Josh Richardson,Rudy Gay,Kyle Kuzma,Pascal Siakam,Nikola Vucevic,279.2
Kemba Walker,Spencer Dinwiddie,Bradley Beal,Dwyane Wade,Josh Richardson,Rudy Gay,Paul Millsap,Noah Vonleh,Nikola Vucevic,303.0
Damian Lillard,Darren Collison,Bradley Beal,Jeremy Lamb,Josh Richardson,Bojan Bogdanovic,Serge Ibaka,Noah Vonleh,Karl-Anthony Towns,274.7
