PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyle Lowry,Jamal Murray,Shake Milton,Marco Belinelli,Jonathon Simmons,Wes Iwundu,JaMychal Green,Trey Lyles,Greg Monroe,96.2
TJ McConnell,Quinn Cook,Furkan Korkmaz,Garrett Temple,Wilson Chandler,Jared Dudley,Ed Davis,Rondae Hollis-Jefferson,Kevon Looney,78.3
Bryn Forbes,Landry Shamet,Gary Harris,Malik Beasley,Jonathon Simmons,Wes Iwundu,Jonah Bolden,Trey Lyles,Greg Monroe,78.3
Derrick White,Quinn Cook,Gary Harris,Malik Beasley,Rudy Gay,Wilson Chandler,Mike Scott,Ed Davis,Kevon Looney,159.6
Kyle Lowry,Jamal Murray,Furkan Korkmaz,Garrett Temple,Jonathon Simmons,Wes Iwundu,Pascal Siakam,Rodions Kurucs,Andrew Bogut,128.3
Bryn Forbes,Landry Shamet,Shake Milton,Marco Belinelli,Jonathon Simmons,Wes Iwundu,Aaron Gordon,Rondae Hollis-Jefferson,Jakob Poeltl,84.7
Kyle Lowry,Jamal Murray,Gary Harris,Malik Beasley,Jonathon Simmons,Wilson Chandler,Montrezl Harrell,JaMychal Green,Kevon Looney,187.6
Bryn Forbes,Landry Shamet,Furkan Korkmaz,Garrett Temple,Rudy Gay,Joe Harris,LaMarcus Aldridge,Khem Birch,Jakob Poeltl,114.3
Kyle Lowry,Jamal Murray,Shake Milton,Marco Belinelli,Rudy Gay,Joe Harris,LaMarcus Aldridge,Rodions Kurucs,Jakob Poeltl,144.6
TJ McConnell,Jeremy Lin,Gary Harris,Malik Beasley,Rudy Gay,Wilson Chandler,LaMarcus Aldridge,Khem Birch,Jakob Poeltl,111.6
Michael Carter-Williams,Patrick Beverley,Lou Williams,Andre Iguodala,Joe Harris,Wilson Chandler,LaMarcus Aldridge,Khem Birch,Jakob Poeltl,190.0
Michael Carter-Williams,Landry Shamet,D'Angelo Russell,Danny Green,Rudy Gay,Wilson Chandler,LaMarcus Aldridge,Rodions Kurucs,Jakob Poeltl,143.3
Kyle Lowry,Quinn Cook,Garrett Temple,Andre Iguodala,Kawhi Leonard,Wes Iwundu,Ed Davis,Rodions Kurucs,Boban Marjanovic,170.1
Bryn Forbes,Michael Carter-Williams,Klay Thompson,Shake Milton,Danilo Gallinari,Norman Powell,Aaron Gordon,Pascal Siakam,Jakob Poeltl,191.4
Jamal Murray,Landry Shamet,Gary Harris,Malik Beasley,Norman Powell,Will Barton,Montrezl Harrell,Rodions Kurucs,Boban Marjanovic,197.0
Kyle Lowry,Landry Shamet,Gary Harris,Furkan Korkmaz,Joe Harris,Will Barton,Tobias Harris,Rodions Kurucs,Jakob Poeltl,139.6
Stephen Curry,Jeremy Lin,DeMar DeRozan,Malik Beasley,Wilson Chandler,Jared Dudley,Aaron Gordon,Rondae Hollis-Jefferson,Jakob Poeltl,167.2
Stephen Curry,Derrick White,DeMar DeRozan,Garrett Temple,Danilo Gallinari,Davis Bertans,Draymond Green,Jonas Jerebko,Andrew Bogut,225.1
Quinn Cook,Landry Shamet,Lou Williams,Garrett Temple,JJ Redick,Danilo Gallinari,Draymond Green,Jonas Jerebko,Jakob Poeltl,127.7
Michael Carter-Williams,Patrick Beverley,DeMar DeRozan,Malik Beasley,Danilo Gallinari,Norman Powell,Draymond Green,Jonas Jerebko,Jakob Poeltl,174.9
