PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Bogdan Bogdanovic,Gordon Hayward,Danilo Gallinari,Serge Ibaka,Montrezl Harrell,Thomas Bryant,193.7
Kemba Walker,Raymond Felton,Dennis Schroder,Lou Williams,Gordon Hayward,Paul George,Blake Griffin,Montrezl Harrell,Thomas Bryant,220.3
Kyrie Irving,Raymond Felton,Dennis Schroder,Bogdan Bogdanovic,Gordon Hayward,Paul George,Serge Ibaka,Derrick Favors,Al Horford,172.9
Russell Westbrook,Raymond Felton,Dennis Schroder,Jeremy Lamb,Gordon Hayward,Danilo Gallinari,Blake Griffin,Derrick Favors,Willie Cauley-Stein,199.4
Spencer Dinwiddie,Raymond Felton,Buddy Hield,Jeremy Lamb,Gordon Hayward,Paul George,Serge Ibaka,Montrezl Harrell,Willie Cauley-Stein,203.6
Spencer Dinwiddie,Raymond Felton,Dennis Schroder,Buddy Hield,Paul George,Danilo Gallinari,Pascal Siakam,Derrick Favors,Thomas Bryant,161.4
Kemba Walker,Raymond Felton,Lou Williams,Bogdan Bogdanovic,Kawhi Leonard,Danilo Gallinari,Serge Ibaka,Derrick Favors,Thomas Bryant,238.5
Kemba Walker,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Gordon Hayward,Nicolas Batum,Serge Ibaka,Pascal Siakam,Thomas Bryant,186.6
Kyrie Irving,Raymond Felton,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,Kawhi Leonard,Pascal Siakam,Montrezl Harrell,Thomas Bryant,191.5
Kyrie Irving,Spencer Dinwiddie,Lou Williams,Bogdan Bogdanovic,Gordon Hayward,Nicolas Batum,Blake Griffin,Derrick Favors,Thomas Bryant,184.7
Kemba Walker,Spencer Dinwiddie,Dennis Schroder,Bogdan Bogdanovic,Gordon Hayward,Paul George,Pascal Siakam,Marquese Chriss,Willie Cauley-Stein,219.6
Kemba Walker,Kyrie Irving,Dennis Schroder,Buddy Hield,Gordon Hayward,Danilo Gallinari,Montrezl Harrell,Daniel Theis,Willie Cauley-Stein,231.6
Russell Westbrook,Kemba Walker,Buddy Hield,Jeremy Lamb,Gordon Hayward,Corey Brewer,Montrezl Harrell,Derrick Favors,Thomas Bryant,246.7
Kyrie Irving,Spencer Dinwiddie,Dennis Schroder,Jeremy Lamb,Gordon Hayward,Norman Powell,Blake Griffin,Montrezl Harrell,Al Horford,185.5
Kemba Walker,Devonte' Graham,Lou Williams,Jeremy Lamb,Gordon Hayward,Danilo Gallinari,Blake Griffin,Serge Ibaka,Al Horford,246.8
Spencer Dinwiddie,Raymond Felton,Dennis Schroder,Lou Williams,Gordon Hayward,Kawhi Leonard,Serge Ibaka,Pascal Siakam,Jarrett Allen,195.5
Kyrie Irving,Devonte' Graham,Dennis Schroder,Jeremy Lamb,Kawhi Leonard,Danilo Gallinari,Montrezl Harrell,Derrick Favors,Thomas Bryant,197.3
Kemba Walker,Dante Exum,Dennis Schroder,Bogdan Bogdanovic,Gordon Hayward,Kawhi Leonard,Blake Griffin,Serge Ibaka,Steven Adams,216.2
Russell Westbrook,Raymond Felton,Jeremy Lamb,Bogdan Bogdanovic,Royce O'Neale,Paul George,Blake Griffin,Serge Ibaka,Thomas Bryant,219.9
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Bogdan Bogdanovic,Danilo Gallinari,Troy Jr,Blake Griffin,Pascal Siakam,Thomas Bryant,216.7
Kyrie Irving,Spencer Dinwiddie,Dennis Schroder,Lou Williams,Danilo Gallinari,Norman Powell,Serge Ibaka,Derrick Favors,Willie Cauley-Stein,206.2
Kemba Walker,Spencer Dinwiddie,Dennis Schroder,Buddy Hield,Royce O'Neale,Gordon Hayward,Serge Ibaka,Derrick Favors,Rudy Gobert,235.0
Kyrie Irving,Jeremy Lin,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,Danilo Gallinari,Blake Griffin,Serge Ibaka,Jarrett Allen,201.6
Spencer Dinwiddie,Raymond Felton,Dennis Schroder,Bogdan Bogdanovic,Kawhi Leonard,Nicolas Batum,Blake Griffin,Montrezl Harrell,Willie Cauley-Stein,168.2
Spencer Dinwiddie,Dante Exum,Buddy Hield,Lou Williams,Gordon Hayward,Danilo Gallinari,Blake Griffin,Pascal Siakam,Willie Cauley-Stein,213.0
Kemba Walker,Kyrie Irving,Jeremy Lamb,Bogdan Bogdanovic,Gordon Hayward,Danilo Gallinari,Derrick Favors,Marquese Chriss,Steven Adams,240.8
Jeremy Lin,Spencer Dinwiddie,Lou Williams,Jeremy Lamb,Gordon Hayward,Danilo Gallinari,Montrezl Harrell,Derrick Favors,Rudy Gobert,234.0
Kemba Walker,Landry Shamet,Lou Williams,Bogdan Bogdanovic,Gordon Hayward,Danilo Gallinari,Pascal Siakam,Montrezl Harrell,Jarrett Allen,267.1
