PG,PG,SG,SG,SF,SF,PF,PF,C,P,R,O,J
D.J. Augustin,Emmanuel Mudiay,Evan Fournier,Monte Morris,Paul George,Kevin Knox,Paul Millsap,Jerami Grant,Mitchell Robinson,403
D.J. Augustin,Isaiah Thomas,Allonzo Trier,Deonte Burton,Paul George,Kevin Knox,Paul Millsap,Jerami Grant,Mitchell Robinson,396
Russell Westbrook,D.J. Augustin,Deonte Burton,Monte Morris,Kevin Knox,Wes Iwundu,Paul Millsap,Jerami Grant,Mitchell Robinson,393
Emmanuel Mudiay,Isaiah Thomas,Allonzo Trier,Monte Morris,Paul George,Kevin Knox,Paul Millsap,Jerami Grant,Marc Gasol,393
Russell Westbrook,D.J. Augustin,Evan Fournier,Allonzo Trier,Gordon Hayward,Kevin Knox,Paul Millsap,Jerami Grant,Mitchell Robinson,392
D.J. Augustin,Emmanuel Mudiay,Jaylen Brown,Deonte Burton,Paul George,Kevin Knox,Paul Millsap,Jerami Grant,Marc Gasol,392
Russell Westbrook,D.J. Augustin,Allonzo Trier,Monte Morris,Paul George,Kevin Knox,Noah Vonleh,Jerami Grant,Mitchell Robinson,391
Russell Westbrook,Emmanuel Mudiay,Allonzo Trier,Monte Morris,Kevin Knox,Gary Harris,Paul Millsap,Jerami Grant,Mitchell Robinson,391
Russell Westbrook,Emmanuel Mudiay,Evan Fournier,Monte Morris,Kevin Knox,Wes Iwundu,Paul Millsap,Jerami Grant,Marc Gasol,389
Russell Westbrook,Emmanuel Mudiay,Evan Fournier,Deonte Burton,Kevin Knox,Juancho Hernangomez,Paul Millsap,Jerami Grant,Mitchell Robinson,388
Emmanuel Mudiay,Isaiah Thomas,Deonte Burton,Monte Morris,Paul George,Gordon Hayward,Paul Millsap,Jerami Grant,Mitchell Robinson,387
D.J. Augustin,Emmanuel Mudiay,Evan Fournier,Allonzo Trier,Paul George,Wes Iwundu,Paul Millsap,Jerami Grant,Marc Gasol,387
Russell Westbrook,D.J. Augustin,Evan Fournier,Deonte Burton,Kevin Knox,Gary Harris,Paul Millsap,Jerami Grant,Marc Gasol,387
