PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Spencer Dinwiddie,Lou Williams,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Aaron Gordon,Joel Embiid,263.2
Kemba Walker,Spencer Dinwiddie,Jrue Holiday,Dwyane Wade,Bojan Bogdanovic,Gordon Hayward,Blake Griffin,Jayson Tatum,Alex Len,306.0
Kemba Walker,Jamal Murray,Lou Williams,Dwyane Wade,Rudy Gay,Josh Richardson,Blake Griffin,Serge Ibaka,Alex Len,309.8
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Dwyane Wade,Rudy Gay,Gordon Hayward,Domantas Sabonis,Paul Millsap,Joel Embiid,278.7
Jamal Murray,Spencer Dinwiddie,James Harden,Dwyane Wade,Justise Winslow,Gordon Hayward,Serge Ibaka,Aaron Gordon,Alex Len,304.0
Ben Simmons,Spencer Dinwiddie,Jeremy Lamb,Lou Williams,Rudy Gay,Bojan Bogdanovic,Blake Griffin,Domantas Sabonis,Alex Len,304.3
Spencer Dinwiddie,Ricky Rubio,Jeremy Lamb,Dwyane Wade,Justise Winslow,Josh Richardson,Serge Ibaka,Jayson Tatum,Joel Embiid,290.5
Kemba Walker,Ricky Rubio,Lou Williams,Dwyane Wade,Bojan Bogdanovic,Gordon Hayward,Noah Vonleh,Serge Ibaka,Joel Embiid,304.3
Jamal Murray,Spencer Dinwiddie,Jrue Holiday,Lou Williams,Justise Winslow,Josh Richardson,Domantas Sabonis,Jayson Tatum,Alex Len,249.1
Kemba Walker,Spencer Dinwiddie,Jrue Holiday,Jeremy Lamb,Rudy Gay,Josh Richardson,Pascal Siakam,Aaron Gordon,Alex Len,286.4
Jamal Murray,Spencer Dinwiddie,Jeremy Lamb,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Domantas Sabonis,Montrezl Harrell,Nikola Vucevic,260.3
Jamal Murray,Ricky Rubio,James Harden,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Paul Millsap,Alex Len,273.0
Spencer Dinwiddie,Ricky Rubio,Lou Williams,Dwyane Wade,Rudy Gay,Gordon Hayward,Blake Griffin,Thaddeus Young,Nikola Vucevic,335.1
Ben Simmons,Jamal Murray,Jrue Holiday,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Aaron Gordon,Thaddeus Young,Alex Len,296.1
Kemba Walker,Ricky Rubio,Jeremy Lamb,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Blake Griffin,Aaron Gordon,Dewayne Dedmon,273.2
Ben Simmons,Kemba Walker,Jeremy Lamb,Dwyane Wade,Justise Winslow,Rudy Gay,Jayson Tatum,Montrezl Harrell,Alex Len,270.0
Jamal Murray,Darren Collison,Lou Williams,Dwyane Wade,Gordon Hayward,Josh Richardson,Domantas Sabonis,Thaddeus Young,Joel Embiid,296.4
Spencer Dinwiddie,Darren Collison,James Harden,Dwyane Wade,Rudy Gay,Josh Richardson,Jayson Tatum,Thaddeus Young,Alex Len,351.6
Spencer Dinwiddie,Darren Collison,Jrue Holiday,Dwyane Wade,Justise Winslow,Bojan Bogdanovic,Noah Vonleh,Paul Millsap,Joel Embiid,279.0
Kemba Walker,Jamal Murray,Jrue Holiday,Jeremy Lamb,Justise Winslow,Bojan Bogdanovic,Serge Ibaka,Paul Millsap,Alex Len,252.6
Jamal Murray,Spencer Dinwiddie,Jeremy Lamb,Lou Williams,Justise Winslow,Gordon Hayward,Pascal Siakam,Derrick Favors,Joel Embiid,245.4
