PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Kyrie Irving,Dennis Schroder,Lou Williams,Paul George,Danilo Gallinari,Marvin III,Montrezl Harrell,Alex Len,255.6
Jamal Murray,Kyrie Irving,Jrue Holiday,Lou Williams,Paul George,Gordon Hayward,Marvin III,Jayson Tatum,Brook Lopez,261.7
Ben Simmons,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Paul George,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Dewayne Dedmon,248.8
Kyrie Irving,Russell Westbrook,CJ McCollum,Jeremy Lamb,Danilo Gallinari,Gordon Hayward,Marvin III,Montrezl Harrell,Brook Lopez,263.3
Jamal Murray,Damian Lillard,Dennis Schroder,Jeremy Lamb,Paul George,Gordon Hayward,Marvin III,Paul Millsap,Alex Len,236.1
Jamal Murray,Kyrie Irving,Lou Williams,Jeremy Lamb,Giannis Antetokounmpo,Gordon Hayward,Larry Jr,Montrezl Harrell,Alex Len,242.0
Damian Lillard,Kyrie Irving,Dennis Schroder,Kent Bazemore,Danilo Gallinari,Gordon Hayward,Marvin III,Jayson Tatum,Al Horford,272.2
Kyrie Irving,TJ McConnell,Jrue Holiday,Dennis Schroder,Giannis Antetokounmpo,Gordon Hayward,Marvin III,Montrezl Harrell,Steven Adams,253.4
Kyrie Irving,Matthew Dellavedova,Lou Williams,Jeremy Lamb,Giannis Antetokounmpo,Paul George,Marvin III,Paul Millsap,Dewayne Dedmon,279.3
Damian Lillard,Kyrie Irving,Jrue Holiday,Lou Williams,Danilo Gallinari,Gordon Hayward,Montrezl Harrell,Paul Millsap,Dewayne Dedmon,273.0
Kemba Walker,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Giannis Antetokounmpo,Juancho Hernangomez,Marvin III,Jayson Tatum,Brook Lopez,234.3
Russell Westbrook,Matthew Dellavedova,Dennis Schroder,Lou Williams,Giannis Antetokounmpo,Gordon Hayward,Marvin III,Jayson Tatum,Alex Len,241.2
Kemba Walker,Ben Simmons,CJ McCollum,Lou Williams,Danilo Gallinari,Gordon Hayward,Marvin III,Jayson Tatum,Dewayne Dedmon,234.7
Kemba Walker,Kyrie Irving,Khris Middleton,Jeremy Lamb,Paul George,Gordon Hayward,Marvin III,Guerschon Yabusele,Al Horford,288.0
Ben Simmons,Kyrie Irving,Dennis Schroder,Lou Williams,Gordon Hayward,Juancho Hernangomez,Marvin III,Paul Millsap,Joel Embiid,267.5
Russell Westbrook,TJ McConnell,Kent Bazemore,Lou Williams,Paul George,Gordon Hayward,Marvin III,Montrezl Harrell,Al Horford,273.7
Jamal Murray,TJ McConnell,Dennis Schroder,Lou Williams,Giannis Antetokounmpo,Paul George,Montrezl Harrell,Paul Millsap,Brook Lopez,203.3
Kemba Walker,Matthew Dellavedova,Jrue Holiday,CJ McCollum,Paul George,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Alex Len,227.5
Ben Simmons,TJ McConnell,Jrue Holiday,Jeremy Lamb,Paul George,Danilo Gallinari,Marvin III,Jayson Tatum,Alex Len,252.8
Kyrie Irving,Matthew Dellavedova,CJ McCollum,Lou Williams,Giannis Antetokounmpo,Danilo Gallinari,Jayson Tatum,Montrezl Harrell,Al Horford,258.2
Ben Simmons,Damian Lillard,Dennis Schroder,Lou Williams,Paul George,Danilo Gallinari,Jayson Tatum,Guerschon Yabusele,Brook Lopez,226.5
Kemba Walker,Jamal Murray,Dennis Schroder,Buddy Hield,Danilo Gallinari,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Brook Lopez,221.3
Kemba Walker,Damian Lillard,Lou Williams,Sterling Brown,Giannis Antetokounmpo,Gordon Hayward,Marvin III,Montrezl Harrell,Brook Lopez,252.1
Damian Lillard,Matthew Dellavedova,Jrue Holiday,Kent Bazemore,Paul George,Danilo Gallinari,Marvin III,Montrezl Harrell,Brook Lopez,249.5
Jamal Murray,Ben Simmons,Lou Williams,Jeremy Lamb,Paul George,Juancho Hernangomez,Marvin III,Montrezl Harrell,Steven Adams,232.7
Jamal Murray,Kyrie Irving,Dennis Schroder,CJ McCollum,Paul George,Danilo Gallinari,Paul Millsap,Guerschon Yabusele,Al Horford,224.5
Kyrie Irving,Matthew Dellavedova,Dennis Schroder,CJ McCollum,Paul George,Gordon Hayward,Marvin III,Larry Jr,Nikola Jokic,189.0
Kemba Walker,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Danilo Gallinari,Gordon Hayward,Larry Jr,Paul Millsap,Steven Adams,246.4
