PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Jamal Murray,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Justise Winslow,Blake Griffin,Marvin III,Thomas Bryant,245.0
Ben Simmons,Stephen Curry,Buddy Hield,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Pascal Siakam,Serge Ibaka,Thomas Bryant,303.0
Ben Simmons,Stephen Curry,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Danilo Gallinari,Paul Millsap,Domantas Sabonis,Brook Lopez,287.6
Jamal Murray,Darren Collison,Buddy Hield,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Marvin III,Noah Vonleh,Joel Embiid,231.2
Stephen Curry,Jamal Murray,Buddy Hield,Khris Middleton,Bojan Bogdanovic,Danilo Gallinari,Serge Ibaka,Marvin III,Brook Lopez,260.4
Jamal Murray,Darren Collison,CJ McCollum,Dwyane Wade,Kevin Durant,Bojan Bogdanovic,Serge Ibaka,Paul Millsap,Jarrett Allen,298.8
Stephen Curry,Darren Collison,Khris Middleton,Dwyane Wade,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Noah Vonleh,Thomas Bryant,296.0
Jamal Murray,Damian Lillard,Buddy Hield,Dwyane Wade,Bojan Bogdanovic,Danilo Gallinari,Montrezl Harrell,Paul Millsap,Thomas Bryant,289.0
Stephen Curry,Jamal Murray,Bradley Beal,Dwyane Wade,Bojan Bogdanovic,Danilo Gallinari,Pascal Siakam,Noah Vonleh,Mitchell Robinson,316.3
Stephen Curry,Damian Lillard,CJ McCollum,Bogdan Bogdanovic,Bojan Bogdanovic,Danilo Gallinari,Serge Ibaka,Noah Vonleh,Thomas Bryant,266.4
Stephen Curry,Jamal Murray,Bradley Beal,Bogdan Bogdanovic,Bojan Bogdanovic,Josh Richardson,Paul Millsap,Domantas Sabonis,Thomas Bryant,287.5
Ben Simmons,Jamal Murray,Khris Middleton,CJ McCollum,Kevin Durant,Bojan Bogdanovic,Pascal Siakam,Noah Vonleh,Thomas Bryant,267.5
Stephen Curry,Jamal Murray,Buddy Hield,Dwyane Wade,Kevin Durant,Justise Winslow,Paul Millsap,Noah Vonleh,Brook Lopez,283.5
Stephen Curry,Darren Collison,Bogdan Bogdanovic,Dwyane Wade,Bojan Bogdanovic,Danilo Gallinari,Marvin III,Montrezl Harrell,Willie Cauley-Stein,268.1
Jamal Murray,Damian Lillard,Bogdan Bogdanovic,Dwyane Wade,Bojan Bogdanovic,Justise Winslow,Pascal Siakam,Serge Ibaka,Brook Lopez,298.5
Ben Simmons,Stephen Curry,Buddy Hield,Bogdan Bogdanovic,Bojan Bogdanovic,Justise Winslow,Marvin III,Paul Millsap,Jarrett Allen,311.4
Stephen Curry,Damian Lillard,Khris Middleton,Dwyane Wade,Bojan Bogdanovic,Gordon Hayward,Serge Ibaka,Paul Millsap,Mitchell Robinson,327.7
Ben Simmons,Jamal Murray,Buddy Hield,Dwyane Wade,Kevin Durant,Gordon Hayward,Marvin III,Domantas Sabonis,Thomas Bryant,251.9
Stephen Curry,Jamal Murray,Buddy Hield,CJ McCollum,Justise Winslow,Josh Richardson,Serge Ibaka,Domantas Sabonis,Jarrett Allen,283.1
Ben Simmons,Damian Lillard,Khris Middleton,Dwyane Wade,Bojan Bogdanovic,Danilo Gallinari,Marvin III,Noah Vonleh,Jarrett Allen,269.9
Stephen Curry,Darren Collison,Khris Middleton,CJ McCollum,Bojan Bogdanovic,Josh Richardson,Pascal Siakam,Marvin III,Jarrett Allen,296.6
Ben Simmons,Jamal Murray,CJ McCollum,Bogdan Bogdanovic,Bojan Bogdanovic,Josh Richardson,Serge Ibaka,Marvin III,Willie Cauley-Stein,233.6
Ben Simmons,Jamal Murray,Khris Middleton,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Blake Griffin,Domantas Sabonis,Mitchell Robinson,280.7
Jamal Murray,Darren Collison,Bradley Beal,Khris Middleton,Bojan Bogdanovic,Justise Winslow,Serge Ibaka,Montrezl Harrell,Thomas Bryant,275.0
Ben Simmons,Darren Collison,Bradley Beal,Dwyane Wade,Justise Winslow,Danilo Gallinari,Marvin III,Paul Millsap,Thomas Bryant,285.5
Ben Simmons,Stephen Curry,Khris Middleton,Dwyane Wade,Justise Winslow,Gordon Hayward,Pascal Siakam,Marvin III,Brook Lopez,296.2
Jamal Murray,Darren Collison,Buddy Hield,CJ McCollum,Bojan Bogdanovic,Danilo Gallinari,Blake Griffin,Domantas Sabonis,Willie Cauley-Stein,272.5
Stephen Curry,Darren Collison,Bogdan Bogdanovic,Dwyane Wade,Kevin Durant,Gordon Hayward,Pascal Siakam,Paul Millsap,Thomas Bryant,326.2
Ben Simmons,Stephen Curry,Buddy Hield,CJ McCollum,Bojan Bogdanovic,Gordon Hayward,Montrezl Harrell,Noah Vonleh,Willie Cauley-Stein,276.4
Stephen Curry,Darren Collison,Buddy Hield,Lou Williams,Bojan Bogdanovic,Justise Winslow,Pascal Siakam,Domantas Sabonis,Brook Lopez,321.0
Ben Simmons,Darren Collison,Bradley Beal,Dwyane Wade,Bojan Bogdanovic,Gordon Hayward,Pascal Siakam,Domantas Sabonis,Jarrett Allen,330.0
