PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Jamal Murray,Jeremy Lamb,Dwyane Wade,Bojan Bogdanovic,Justise Winslow,Kyle Kuzma,Anthony Davis,Alex Len,267.4
Damian Lillard,Kyrie Irving,James Harden,Dwyane Wade,Bojan Bogdanovic,Justise Winslow,Domantas Sabonis,Derrick Favors,Alex Len,277.7
Jamal Murray,Kyrie Irving,Jeremy Lamb,Dwyane Wade,LeBron James,Bojan Bogdanovic,Jayson Tatum,Domantas Sabonis,Dewayne Dedmon,252.9
Kemba Walker,Kyrie Irving,Jrue Holiday,CJ McCollum,Bojan Bogdanovic,Justise Winslow,Kyle Kuzma,Domantas Sabonis,Dewayne Dedmon,272.8
Kyrie Irving,Darren Collison,CJ McCollum,Dwyane Wade,LeBron James,Justise Winslow,Kyle Kuzma,Jayson Tatum,Alex Len,264.4
Damian Lillard,Ricky Rubio,Jeremy Lamb,Dwyane Wade,LeBron James,Justise Winslow,Kyle Kuzma,Derrick Favors,Dewayne Dedmon,285.9
Kemba Walker,Damian Lillard,Jeremy Lamb,Dwyane Wade,Rudy Gay,Justise Winslow,Jayson Tatum,Domantas Sabonis,Al Horford,267.9
Damian Lillard,Jamal Murray,Jrue Holiday,Dwyane Wade,Bojan Bogdanovic,Gordon Hayward,Kyle Kuzma,Domantas Sabonis,Al Horford,258.7
Kemba Walker,Kyrie Irving,Jrue Holiday,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Alex Len,233.0
Ricky Rubio,Kyrie Irving,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Justise Winslow,Anthony Davis,Thaddeus Young,Al Horford,277.5
Jamal Murray,Kyrie Irving,James Harden,Dwyane Wade,Gordon Hayward,Justise Winslow,Kyle Kuzma,Thaddeus Young,Dewayne Dedmon,249.9
Kemba Walker,Darren Collison,James Harden,Dwyane Wade,Josh Richardson,Bojan Bogdanovic,Kyle Kuzma,Derrick Favors,Dewayne Dedmon,243.4
Jamal Murray,Darren Collison,Jrue Holiday,Jeremy Lamb,LeBron James,Justise Winslow,Domantas Sabonis,Derrick Favors,Alex Len,276.5
Ricky Rubio,Kyrie Irving,Jeremy Lamb,Dwyane Wade,Rudy Gay,Gordon Hayward,Anthony Davis,Domantas Sabonis,Alex Len,250.5
Jamal Murray,Darren Collison,CJ McCollum,Dwyane Wade,Josh Richardson,Justise Winslow,Anthony Davis,Domantas Sabonis,Dewayne Dedmon,294.8
Damian Lillard,Kyrie Irving,CJ McCollum,Jeremy Lamb,Josh Richardson,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,Alex Len,274.6
Kemba Walker,Ricky Rubio,James Harden,Jeremy Lamb,Bojan Bogdanovic,Justise Winslow,Jayson Tatum,Thaddeus Young,Dewayne Dedmon,263.0
Jamal Murray,Kyrie Irving,CJ McCollum,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Kyle Kuzma,Derrick Favors,Nikola Jokic,238.8
Kemba Walker,Jamal Murray,Jrue Holiday,Dwyane Wade,Josh Richardson,Justise Winslow,Thaddeus Young,Derrick Favors,Al Horford,269.7
Damian Lillard,Jamal Murray,Jrue Holiday,CJ McCollum,Bojan Bogdanovic,Justise Winslow,Jayson Tatum,Paul Millsap,Alex Len,290.6
Kyrie Irving,Darren Collison,James Harden,Jeremy Lamb,Bojan Bogdanovic,Justise Winslow,Kyle Kuzma,Paul Millsap,Al Horford,254.8
Kyrie Irving,Darren Collison,Jrue Holiday,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Anthony Davis,Derrick Favors,Dewayne Dedmon,259.1
Ricky Rubio,Jamal Murray,James Harden,Jeremy Lamb,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Al Horford,240.5
Kemba Walker,Darren Collison,James Harden,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Larry Jr,Domantas Sabonis,Alex Len,230.3
Kemba Walker,Kyrie Irving,Jeremy Lamb,Dwyane Wade,Josh Richardson,Gordon Hayward,Kyle Kuzma,Larry Jr,Al Horford,237.4
Jamal Murray,Kyrie Irving,Jrue Holiday,Dwyane Wade,Rudy Gay,Justise Winslow,Larry Jr,Domantas Sabonis,JaVale McGee,261.2
Kemba Walker,Damian Lillard,Kent Bazemore,Dwyane Wade,Rudy Gay,Gordon Hayward,Kyle Kuzma,Derrick Favors,Alex Len,217.1
Kemba Walker,Kyrie Irving,Kent Bazemore,Jeremy Lamb,Josh Richardson,Justise Winslow,Domantas Sabonis,Paul Millsap,Alex Len,267.6
Ricky Rubio,Jamal Murray,James Harden,Dwyane Wade,Josh Richardson,Bojan Bogdanovic,Jayson Tatum,Larry Jr,Alex Len,255.3
Kemba Walker,Ricky Rubio,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Domantas Sabonis,Nikola Jokic,251.9
Ricky Rubio,Darren Collison,Jrue Holiday,Dwyane Wade,LeBron James,Bojan Bogdanovic,Jayson Tatum,Derrick Favors,Al Horford,253.4
Kemba Walker,Jamal Murray,CJ McCollum,Jeremy Lamb,Josh Richardson,Rudy Gay,Jayson Tatum,Derrick Favors,Alex Len,251.0
Ricky Rubio,Jamal Murray,Kent Bazemore,Dwyane Wade,LeBron James,Justise Winslow,Paul Millsap,Thaddeus Young,Alex Len,259.3
Kemba Walker,Damian Lillard,CJ McCollum,Jeremy Lamb,Bojan Bogdanovic,Justise Winslow,Larry Jr,Derrick Favors,JaVale McGee,289.8
Kemba Walker,Jamal Murray,CJ McCollum,Kent Bazemore,Gordon Hayward,Justise Winslow,Kyle Kuzma,Jayson Tatum,Al Horford,243.0
