PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Damian Lillard,CJ McCollum,Jeremy Lamb,Giannis Antetokounmpo,Troy Jr,Caleb Swanigan,Kenneth Faried,Brook Lopez,225.8
Kemba Walker,Spencer Dinwiddie,CJ McCollum,Bradley Beal,Giannis Antetokounmpo,Jared Dudley,Kenneth Faried,Rodions Kurucs,Alex Len,244.4
Damian Lillard,Spencer Dinwiddie,Bradley Beal,Jeremy Lamb,Giannis Antetokounmpo,Dorian Finney-Smith,Caleb Swanigan,Rodions Kurucs,Jarrett Allen,208.6
Damian Lillard,Spencer Dinwiddie,Khris Middleton,Kent Bazemore,Giannis Antetokounmpo,Vince Carter,Caleb Swanigan,Kenneth Faried,Alex Len,205.3
Kemba Walker,Spencer Dinwiddie,Khris Middleton,Bradley Beal,Giannis Antetokounmpo,Miles Bridges,Ryan Anderson,Caleb Swanigan,Dewayne Dedmon,232.9
Kemba Walker,Spencer Dinwiddie,Khris Middleton,Jeremy Lamb,Giannis Antetokounmpo,Michael Kidd-Gilchrist,Alex Poythress,Kenneth Faried,Jarrett Allen,241.6
Kemba Walker,Damian Lillard,Khris Middleton,Troy Daniels,Giannis Antetokounmpo,Dorian Finney-Smith,Kenneth Faried,Rodions Kurucs,Dewayne Dedmon,194.4
Kemba Walker,Spencer Dinwiddie,CJ McCollum,Kent Bazemore,Giannis Antetokounmpo,Jeff Green,Josh Jackson,Caleb Swanigan,Jarrett Allen,265.0
Damian Lillard,Spencer Dinwiddie,Khris Middleton,CJ McCollum,Giannis Antetokounmpo,Michael Kidd-Gilchrist,Markieff Morris,Rodions Kurucs,Brook Lopez,249.6
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Jeremy Lamb,Giannis Antetokounmpo,Mikal Bridges,Dwight Powell,Rodions Kurucs,Dewayne Dedmon,213.6
Kemba Walker,Matthew Dellavedova,Khris Middleton,Jeremy Lamb,Giannis Antetokounmpo,Evan Turner,Caleb Swanigan,Rodions Kurucs,Alex Len,198.9
Damian Lillard,Matthew Dellavedova,Kent Bazemore,Bradley Beal,Giannis Antetokounmpo,Evan Turner,Kenneth Faried,Rodions Kurucs,Brook Lopez,206.1
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Bradley Beal,Giannis Antetokounmpo,Troy Jr,Ed Davis,Jason Smith,Dewayne Dedmon,243.6
Kemba Walker,Spencer Dinwiddie,Bradley Beal,Jeremy Lamb,Giannis Antetokounmpo,Vince Carter,Rondae Hollis-Jefferson,Jason Smith,Brook Lopez,237.6
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Jeremy Lamb,Giannis Antetokounmpo,Jeff Green,Maxi Kleber,Omari Spellman,Alex Len,210.2
