PG,PG,SG,SG,SF,SF,PF,PF,C,P
Tim Frazier,Raul Neto,Khyri Thomas,Marco Belinelli,Royce O'Neale,Danuel House,Ersan Ilyasova,Mike Scott,Mason Plumlee,78.7
Tim Frazier,Raul Neto,Grayson Allen,Langston Galloway,Jonathon Simmons,Gerald Green,Rodions Kurucs,Jonah Bolden,Thon Maker,43.7
Tim Frazier,Raul Neto,Khyri Thomas,Marco Belinelli,Thabo Sefolosha,Davis Bertans,Rodions Kurucs,Jonah Bolden,Jakob Poeltl,18.4
Tim Frazier,Raul Neto,Grayson Allen,Langston Galloway,Jared Dudley,Glenn III,Ersan Ilyasova,Mike Scott,Jakob Poeltl,75.2
George Hill,Bryn Forbes,Khyri Thomas,Marco Belinelli,Royce O'Neale,Danuel House,Georges Niang,Rondae Hollis-Jefferson,Thon Maker,117.1
George Hill,Patty Mills,Jimmy Butler,Grayson Allen,Jonathon Simmons,Gerald Green,Ersan Ilyasova,Mike Scott,Thon Maker,127.8
George Hill,Tim Frazier,Sterling Brown,Khyri Thomas,Joe Harris,James III,Rodions Kurucs,Jonah Bolden,Thon Maker,77.1
TJ McConnell,Derrick White,Eric Gordon,Khyri Thomas,DeMarre Carroll,Davis Bertans,Rodions Kurucs,Jonah Bolden,Thon Maker,67.1
Ben Simmons,Spencer Dinwiddie,Sterling Brown,Malik Beasley,Jared Dudley,Glenn III,Ersan Ilyasova,Mike Scott,Mason Plumlee,154.5
Ish Smith,Bryn Forbes,Caris LeVert,Malik Beasley,JJ Redick,Jonathon Simmons,Rodions Kurucs,Jonah Bolden,Thon Maker,60.9
Eric Bledsoe,Ben Simmons,Langston Galloway,Austin Rivers,Royce O'Neale,Danuel House,Ersan Ilyasova,Mike Scott,Jakob Poeltl,163.9
Reggie Jackson,Raul Neto,Jimmy Butler,Caris LeVert,James III,Jared Dudley,Ersan Ilyasova,Mike Scott,Jarrett Allen,157.3
Derrick White,Bryn Forbes,Khris Middleton,Sterling Brown,Royce O'Neale,Danuel House,Rodions Kurucs,Jonah Bolden,Thon Maker,126.6
Derrick White,Bryn Forbes,Caris LeVert,Marco Belinelli,Royce O'Neale,Danuel House,Ersan Ilyasova,Derrick Favors,Jarrett Allen,148.7
Derrick White,Reggie Jackson,Gary Harris,Khyri Thomas,Danuel House,Gerald Green,Rodions Kurucs,Jonah Bolden,Mason Plumlee,110.0
Eric Bledsoe,Bryn Forbes,DeMar DeRozan,Wayne Ellington,Giannis Antetokounmpo,Joe Harris,Rodions Kurucs,Jonah Bolden,Thon Maker,172.6
Ish Smith,Patty Mills,Caris LeVert,Luke Kennard,Giannis Antetokounmpo,Joe Harris,Kenneth Faried,Rodions Kurucs,Thon Maker,129.4
Eric Bledsoe,Bryn Forbes,James Harden,Luke Kennard,Will Barton,Davis Bertans,Tobias Harris,Jonah Bolden,Greg Monroe,210.5
Ben Simmons,Reggie Jackson,Caris LeVert,Luke Kennard,JJ Redick,Will Barton,DJ Wilson,Derrick Favors,Boban Marjanovic,140.8
Eric Bledsoe,Bryn Forbes,D'Angelo Russell,Khyri Thomas,Will Barton,Glenn III,Tobias Harris,Derrick Favors,Mason Plumlee,200.1
Eric Bledsoe,Ben Simmons,Gary Harris,Monte Morris,Will Barton,Jonathon Simmons,Tobias Harris,Derrick Favors,Jarrett Allen,241.3
Derrick White,Reggie Jackson,Jimmy Butler,Marco Belinelli,Will Barton,Jonathon Simmons,Tobias Harris,Derrick Favors,Mason Plumlee,186.6
Eric Bledsoe,Chris Paul,Luke Kennard,Grayson Allen,Jonathon Simmons,Joe Harris,Tobias Harris,Derrick Favors,Mason Plumlee,195.0
Eric Bledsoe,Chris Paul,James Harden,Khyri Thomas,Rudy Gay,Will Barton,Derrick Favors,Rondae Hollis-Jefferson,Jakob Poeltl,197.2
Eric Bledsoe,Chris Paul,DeMar DeRozan,Khris Middleton,Will Barton,Glenn III,LaMarcus Aldridge,Ersan Ilyasova,Jakob Poeltl,219.1
Spencer Dinwiddie,Raul Neto,DeMar DeRozan,Wayne Ellington,DeMarre Carroll,JJ Redick,Blake Griffin,Mike Scott,Jakob Poeltl,155.9
Ben Simmons,Spencer Dinwiddie,Pat Connaughton,Wayne Ellington,DeMarre Carroll,JJ Redick,PJ Tucker,Ersan Ilyasova,Jarrett Allen,163.8
Spencer Dinwiddie,Tim Frazier,Luke Kennard,Wayne Ellington,DeMarre Carroll,JJ Redick,Georges Niang,Derrick Favors,Mason Plumlee,134.5
Spencer Dinwiddie,Reggie Jackson,Gary Harris,Wayne Ellington,DeMarre Carroll,JJ Redick,Tobias Harris,Kenneth Faried,Boban Marjanovic,180.2
Eric Bledsoe,Spencer Dinwiddie,Donovan Mitchell,Wayne Ellington,DeMarre Carroll,JJ Redick,LaMarcus Aldridge,Rondae Hollis-Jefferson,Thon Maker,219.0
Spencer Dinwiddie,TJ McConnell,James Harden,Wayne Ellington,DeMarre Carroll,JJ Redick,DJ Wilson,Jonah Bolden,Greg Monroe,119.4
Spencer Dinwiddie,Ricky Rubio,Wayne Ellington,Monte Morris,DeMarre Carroll,JJ Redick,Paul Millsap,Rodions Kurucs,Brook Lopez,155.2
Reggie Jackson,Chris Paul,Pat Connaughton,Monte Morris,Jonathon Simmons,Glenn III,Paul Millsap,Georges Niang,Thon Maker,140.7
Ben Simmons,Chris Paul,Donovan Mitchell,Pat Connaughton,Thabo Sefolosha,Davis Bertans,Paul Millsap,Georges Niang,Jakob Poeltl,180.3
Ben Simmons,Patty Mills,Pat Connaughton,Langston Galloway,Jared Dudley,Glenn III,Paul Millsap,Georges Niang,Boban Marjanovic,147.5
Chris Paul,Patty Mills,Donovan Mitchell,Langston Galloway,Jonathon Simmons,Jared Dudley,Paul Millsap,Kenneth Faried,Thon Maker,182.5
Chris Paul,Patty Mills,Luke Kennard,Grayson Allen,Will Barton,Thabo Sefolosha,Paul Millsap,Georges Niang,Thon Maker,138.6
Chris Paul,Patty Mills,Monte Morris,Langston Galloway,Thabo Sefolosha,Glenn III,Kenneth Faried,Georges Niang,Jakob Poeltl,122.4
Chris Paul,Patty Mills,Gary Harris,Malik Beasley,Will Barton,Davis Bertans,Paul Millsap,Kenneth Faried,Jakob Poeltl,140.8
Chris Paul,George Hill,DeMar DeRozan,Khyri Thomas,JJ Redick,Gerald Green,Paul Millsap,Derrick Favors,Jarrett Allen,176.6
