PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Spencer Dinwiddie,Lou Williams,Dennis Schroder,Andrew Wiggins,Bojan Bogdanovic,Serge Ibaka,Domantas Sabonis,Nikola Vucevic,250.0
Darren Collison,Spencer Dinwiddie,Lou Williams,Bradley Beal,Paul George,Bojan Bogdanovic,Montrezl Harrell,Domantas Sabonis,Karl-Anthony Towns,236.8
Ricky Rubio,Darren Collison,Dennis Schroder,Bradley Beal,Paul George,Bojan Bogdanovic,Serge Ibaka,Pascal Siakam,Nikola Vucevic,247.8
Ricky Rubio,Spencer Dinwiddie,Lou Williams,Dennis Schroder,Paul George,Andrew Wiggins,Pascal Siakam,Thaddeus Young,Karl-Anthony Towns,241.1
Stephen Curry,Spencer Dinwiddie,Lou Williams,Dennis Schroder,Paul George,Danilo Gallinari,Serge Ibaka,Montrezl Harrell,Mitchell Robinson,266.8
Russell Westbrook,Darren Collison,Lou Williams,Dennis Schroder,Paul George,Bojan Bogdanovic,Aaron Gordon,Thaddeus Young,Mitchell Robinson,244.1
Ricky Rubio,Russell Westbrook,Lou Williams,Bradley Beal,Danilo Gallinari,Bojan Bogdanovic,Pascal Siakam,Domantas Sabonis,Mitchell Robinson,269.0
Stephen Curry,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Andrew Wiggins,Bojan Bogdanovic,Pascal Siakam,Montrezl Harrell,Steven Adams,221.4
Stephen Curry,Ricky Rubio,Lou Williams,Dennis Schroder,Paul George,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Jarrett Allen,241.9
Ricky Rubio,Spencer Dinwiddie,Lou Williams,Bradley Beal,Kawhi Leonard,Bojan Bogdanovic,Serge Ibaka,Thaddeus Young,Steven Adams,243.3
Ricky Rubio,Darren Collison,Lou Williams,Dennis Schroder,Kawhi Leonard,Danilo Gallinari,Montrezl Harrell,Domantas Sabonis,Nikola Vucevic,270.1
Ricky Rubio,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Danilo Gallinari,Bojan Bogdanovic,Aaron Gordon,Derrick Favors,Karl-Anthony Towns,190.6
Ricky Rubio,Darren Collison,Lou Williams,Bradley Beal,Danilo Gallinari,Andrew Wiggins,Serge Ibaka,Noah Vonleh,Karl-Anthony Towns,261.9
Stephen Curry,Darren Collison,Lou Williams,Dennis Schroder,Kevin Durant,Andrew Wiggins,Pascal Siakam,Domantas Sabonis,Mitchell Robinson,285.2
Darren Collison,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Danilo Gallinari,Andrew Wiggins,Domantas Sabonis,Thaddeus Young,Rudy Gobert,207.5
Stephen Curry,Spencer Dinwiddie,Lou Williams,Troy Daniels,Paul George,Bojan Bogdanovic,Pascal Siakam,Noah Vonleh,Nikola Vucevic,222.9
Ricky Rubio,De'Anthony Melton,Lou Williams,Bradley Beal,Paul George,Andrew Wiggins,Montrezl Harrell,Derrick Favors,Nikola Vucevic,289.8
Russell Westbrook,Darren Collison,Dennis Schroder,Bradley Beal,Danilo Gallinari,Bojan Bogdanovic,Montrezl Harrell,Noah Vonleh,Jarrett Allen,213.7
Darren Collison,Spencer Dinwiddie,Lou Williams,Dennis Schroder,Kawhi Leonard,Paul George,Noah Vonleh,Derrick Favors,Steven Adams,210.8
Ricky Rubio,Russell Westbrook,Dennis Schroder,Troy Daniels,Paul George,Andrew Wiggins,Montrezl Harrell,Domantas Sabonis,Mitchell Robinson,261.1
Russell Westbrook,Spencer Dinwiddie,Bradley Beal,Troy Daniels,Paul George,Bojan Bogdanovic,Serge Ibaka,Derrick Favors,Mitchell Robinson,248.2
De'Anthony Melton,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Kawhi Leonard,Paul George,Pascal Siakam,Domantas Sabonis,Mitchell Robinson,204.0
Ricky Rubio,Spencer Dinwiddie,Lou Williams,Dennis Schroder,Kevin Durant,Bojan Bogdanovic,Montrezl Harrell,Noah Vonleh,Rudy Gobert,225.7
Stephen Curry,Darren Collison,Lou Williams,Bradley Beal,Andrew Wiggins,Bojan Bogdanovic,Thaddeus Young,Chris Boucher,Nikola Vucevic,269.3
Stephen Curry,Ricky Rubio,Lou Williams,Troy Daniels,Andrew Wiggins,Bojan Bogdanovic,Montrezl Harrell,Aaron Gordon,Karl-Anthony Towns,253.2
Ricky Rubio,Spencer Dinwiddie,Lou Williams,Bradley Beal,Kevin Durant,Andrew Wiggins,Domantas Sabonis,Aaron Gordon,Ekpe Udoh,239.5
Russell Westbrook,Spencer Dinwiddie,Lou Williams,Dennis Schroder,Kawhi Leonard,James III,Pascal Siakam,Montrezl Harrell,Jarrett Allen,223.9
Darren Collison,Spencer Dinwiddie,Lou Williams,Bradley Beal,Kevin Durant,Danilo Gallinari,Pascal Siakam,Derrick Favors,Jarrett Allen,242.1
Russell Westbrook,Darren Collison,Dennis Schroder,Troy Daniels,Kawhi Leonard,Bojan Bogdanovic,Pascal Siakam,Domantas Sabonis,Steven Adams,197.7
Darren Collison,Spencer Dinwiddie,Dennis Schroder,Troy Daniels,Kawhi Leonard,Andrew Wiggins,Serge Ibaka,Aaron Gordon,Karl-Anthony Towns,193.4
Stephen Curry,De'Anthony Melton,Lou Williams,Bradley Beal,Paul George,Bojan Bogdanovic,Serge Ibaka,Aaron Gordon,Ekpe Udoh,208.9
Russell Westbrook,De'Anthony Melton,Lou Williams,Dennis Schroder,Danilo Gallinari,Andrew Wiggins,Montrezl Harrell,Thaddeus Young,Steven Adams,231.7
Ricky Rubio,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Kawhi Leonard,Andrew Wiggins,Noah Vonleh,Chris Boucher,Nikola Vucevic,216.6
Ricky Rubio,Spencer Dinwiddie,Bradley Beal,Troy Daniels,Paul George,Danilo Gallinari,Domantas Sabonis,Noah Vonleh,Steven Adams,191.8
Stephen Curry,Ricky Rubio,Lou Williams,Bradley Beal,Paul George,James III,Noah Vonleh,Thaddeus Young,Mitchell Robinson,270.4
Ricky Rubio,Darren Collison,Lou Williams,Troy Daniels,Kevin Durant,Paul George,Pascal Siakam,Montrezl Harrell,Steven Adams,270.7
Russell Westbrook,Darren Collison,Lou Williams,Bradley Beal,Andrew Wiggins,James III,Domantas Sabonis,Derrick Favors,Steven Adams,257.6
