PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Ricky Rubio,Bogdan Bogdanovic,Jeremy Lamb,Paul George,Rudy Gay,Domantas Sabonis,Serge Ibaka,Alex Len,276.0
Stephen Curry,Jamal Murray,Dwyane Wade,Dennis Schroder,Kawhi Leonard,Rudy Gay,Domantas Sabonis,Serge Ibaka,Alex Len,290.4
Jamal Murray,Ricky Rubio,Lou Williams,Dennis Schroder,Paul George,Bojan Bogdanovic,Marvin III,Serge Ibaka,Alex Len,224.3
Kemba Walker,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Kawhi Leonard,Gordon Hayward,Marvin III,Serge Ibaka,Alex Len,280.9
Kemba Walker,Jamal Murray,Dennis Schroder,Bogdan Bogdanovic,Kevin Durant,Rudy Gay,Marvin III,Paul Millsap,Alex Len,258.4
Jamal Murray,Ricky Rubio,Bogdan Bogdanovic,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Serge Ibaka,Paul Millsap,JaVale McGee,262.5
Stephen Curry,Ricky Rubio,Dennis Schroder,Bogdan Bogdanovic,Danilo Gallinari,Rudy Gay,Marvin III,Serge Ibaka,JaVale McGee,275.4
Jamal Murray,Ricky Rubio,Buddy Hield,Jeremy Lamb,Kawhi Leonard,Rudy Gay,Marvin III,Montrezl Harrell,Alex Len,260.6
Kemba Walker,Ricky Rubio,Dwyane Wade,Dennis Schroder,Rudy Gay,Gordon Hayward,Serge Ibaka,Paul Millsap,Nikola Jokic,283.1
Kyrie Irving,Jamal Murray,Lou Williams,Bogdan Bogdanovic,Danilo Gallinari,Rudy Gay,Serge Ibaka,Montrezl Harrell,Alex Len,285.9
Stephen Curry,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Blake Griffin,Paul Millsap,Alex Len,292.7
Kemba Walker,Jamal Murray,Dwyane Wade,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Marvin III,Serge Ibaka,Al Horford,291.0
Damian Lillard,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Kawhi Leonard,Gordon Hayward,Serge Ibaka,Montrezl Harrell,Alex Len,240.8
Kyrie Irving,Jamal Murray,Dennis Schroder,Jeremy Lamb,Paul George,Rudy Gay,Blake Griffin,Serge Ibaka,Nene Nene,296.0
Kemba Walker,Jamal Murray,Dennis Schroder,Jeremy Lamb,Bojan Bogdanovic,Danilo Gallinari,Domantas Sabonis,Montrezl Harrell,Alex Len,277.9
Kyrie Irving,Ricky Rubio,Lou Williams,Dennis Schroder,Kawhi Leonard,Rudy Gay,Jayson Tatum,Paul Millsap,Alex Len,242.8
Jamal Murray,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Kevin Durant,Danilo Gallinari,Serge Ibaka,Jayson Tatum,Alex Len,314.2
Kemba Walker,Stephen Curry,Lou Williams,Bogdan Bogdanovic,Bojan Bogdanovic,Gordon Hayward,Serge Ibaka,Paul Millsap,Alex Len,281.2
Kyrie Irving,Ricky Rubio,Dennis Schroder,Bogdan Bogdanovic,Kawhi Leonard,Kevin Durant,Domantas Sabonis,Serge Ibaka,Nene Nene,197.4
Damian Lillard,Kyrie Irving,Dennis Schroder,Bogdan Bogdanovic,Rudy Gay,Gordon Hayward,Blake Griffin,Domantas Sabonis,Alex Len,249.4
Damian Lillard,Kemba Walker,Buddy Hield,Dennis Schroder,Bojan Bogdanovic,Rudy Gay,Serge Ibaka,Jayson Tatum,Alex Len,247.5
Damian Lillard,Jamal Murray,Bradley Beal,Jeremy Lamb,Rudy Gay,Gordon Hayward,Serge Ibaka,Paul Millsap,Alex Len,283.8
Stephen Curry,Ricky Rubio,Lou Williams,Jeremy Lamb,Rudy Gay,Gordon Hayward,Serge Ibaka,Montrezl Harrell,Al Horford,295.4
Kyrie Irving,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Bojan Bogdanovic,Danilo Gallinari,Marvin III,Domantas Sabonis,Alex Len,222.0
Jamal Murray,Ricky Rubio,Dennis Schroder,Bogdan Bogdanovic,Bojan Bogdanovic,Rudy Gay,Domantas Sabonis,Jayson Tatum,Nikola Jokic,234.8
Jamal Murray,Ricky Rubio,Dennis Schroder,Jeremy Lamb,Paul George,Gordon Hayward,Domantas Sabonis,Paul Millsap,Steven Adams,264.5
Kemba Walker,Ricky Rubio,Dwyane Wade,Lou Williams,Kawhi Leonard,Rudy Gay,Marvin III,Domantas Sabonis,Nene Nene,250.0
Jamal Murray,Ricky Rubio,Dennis Schroder,Bogdan Bogdanovic,Kawhi Leonard,Danilo Gallinari,Pascal Siakam,Thaddeus Young,Alex Len,223.0
Stephen Curry,Kyrie Irving,Bogdan Bogdanovic,Jeremy Lamb,Kawhi Leonard,Rudy Gay,Marvin III,Paul Millsap,Nene Nene,284.1
Kemba Walker,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,Kawhi Leonard,Rudy Gay,Pascal Siakam,Serge Ibaka,Nene Nene,265.0
Kemba Walker,Jamal Murray,Bogdan Bogdanovic,Jeremy Lamb,Rudy Gay,Gordon Hayward,Jayson Tatum,Montrezl Harrell,JaVale McGee,308.0
Kemba Walker,Jamal Murray,Dennis Schroder,Bogdan Bogdanovic,Danilo Gallinari,Gordon Hayward,Aaron Gordon,Serge Ibaka,Al Horford,293.6
Stephen Curry,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Serge Ibaka,Jayson Tatum,Nene Nene,252.3
Kemba Walker,Ricky Rubio,Dennis Schroder,Bogdan Bogdanovic,Paul George,Gordon Hayward,Marvin III,Blake Griffin,Nene Nene,239.9
Kyrie Irving,Ricky Rubio,Dennis Schroder,Jeremy Lamb,Danilo Gallinari,Rudy Gay,Domantas Sabonis,Thaddeus Young,Al Horford,243.0
Stephen Curry,Ricky Rubio,Lou Williams,Dennis Schroder,Danilo Gallinari,Gordon Hayward,Aaron Gordon,Domantas Sabonis,Alex Len,266.1
Kemba Walker,Jamal Murray,Buddy Hield,Lou Williams,Rudy Gay,Gordon Hayward,Domantas Sabonis,Thaddeus Young,Alex Len,256.9
Kyrie Irving,Ricky Rubio,Bogdan Bogdanovic,Jeremy Lamb,Kevin Durant,Gordon Hayward,Thaddeus Young,Paul Millsap,Alex Len,231.7
Kyrie Irving,Jamal Murray,Dwyane Wade,Buddy Hield,Bojan Bogdanovic,Gordon Hayward,Pascal Siakam,Serge Ibaka,Alex Len,238.1
Jamal Murray,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Rudy Gay,Gordon Hayward,Marvin III,Thaddeus Young,Nikola Vucevic,245.6
