PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Kemba Walker,Lou Williams,Dwyane Wade,Danilo Gallinari,Justise Winslow,Serge Ibaka,Marvin III,Alex Len,262.5
Damian Lillard,Spencer Dinwiddie,Buddy Hield,Bogdan Bogdanovic,Kawhi Leonard,Justise Winslow,Montrezl Harrell,Marvin III,Alex Len,268.7
Spencer Dinwiddie,Ricky Rubio,Jeremy Lamb,Dwyane Wade,Danilo Gallinari,Justise Winslow,Marvin III,Derrick Favors,Joel Embiid,320.2
Kemba Walker,Ricky Rubio,Jeremy Lamb,Bogdan Bogdanovic,Kawhi Leonard,Justise Winslow,Serge Ibaka,Marvin III,Dewayne Dedmon,273.0
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Dwyane Wade,Kawhi Leonard,Josh Richardson,Marvin III,Derrick Favors,Alex Len,320.0
Damian Lillard,Kemba Walker,Jeremy Lamb,Bogdan Bogdanovic,Josh Richardson,Justise Winslow,Pascal Siakam,Derrick Favors,Alex Len,280.8
Ben Simmons,Ricky Rubio,Buddy Hield,Dwyane Wade,Kawhi Leonard,Justise Winslow,Serge Ibaka,Derrick Favors,Alex Len,283.3
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Bogdan Bogdanovic,Josh Richardson,Danilo Gallinari,Serge Ibaka,Marvin III,Dewayne Dedmon,254.4
Kemba Walker,Spencer Dinwiddie,Buddy Hield,Bogdan Bogdanovic,Danilo Gallinari,Justise Winslow,Serge Ibaka,Derrick Favors,Rudy Gobert,277.9
Ben Simmons,Ricky Rubio,Bogdan Bogdanovic,Dwyane Wade,Josh Richardson,Danilo Gallinari,Montrezl Harrell,Marvin III,Alex Len,298.8
Spencer Dinwiddie,Ricky Rubio,Kent Bazemore,Bogdan Bogdanovic,Kawhi Leonard,Danilo Gallinari,Serge Ibaka,Pascal Siakam,Alex Len,296.1
Damian Lillard,Ben Simmons,Kent Bazemore,Buddy Hield,Danilo Gallinari,Justise Winslow,Marvin III,Derrick Favors,Dewayne Dedmon,258.3
Kemba Walker,Spencer Dinwiddie,Lou Williams,Buddy Hield,Josh Richardson,Justise Winslow,Pascal Siakam,Marvin III,Dewayne Dedmon,234.2
Damian Lillard,Spencer Dinwiddie,Kent Bazemore,Dwyane Wade,Kawhi Leonard,Justise Winslow,Noah Vonleh,Serge Ibaka,Dewayne Dedmon,279.0
Spencer Dinwiddie,Ricky Rubio,Jeremy Lamb,Lou Williams,Josh Richardson,Justise Winslow,Montrezl Harrell,Serge Ibaka,Alex Len,240.6
Kemba Walker,Ricky Rubio,CJ McCollum,Kent Bazemore,Danilo Gallinari,Justise Winslow,Montrezl Harrell,Derrick Favors,Alex Len,285.3
Kemba Walker,Ben Simmons,Bogdan Bogdanovic,Dwyane Wade,Danilo Gallinari,Justise Winslow,Noah Vonleh,Pascal Siakam,Dewayne Dedmon,291.4
Damian Lillard,Ricky Rubio,Lou Williams,Bogdan Bogdanovic,Josh Richardson,Justise Winslow,Noah Vonleh,Marvin III,Rudy Gobert,257.9
Damian Lillard,Spencer Dinwiddie,Buddy Hield,Dwyane Wade,Josh Richardson,Danilo Gallinari,Noah Vonleh,Pascal Siakam,Alex Len,276.1
Kemba Walker,Spencer Dinwiddie,Lou Williams,Bogdan Bogdanovic,Kawhi Leonard,Danilo Gallinari,Noah Vonleh,Marvin III,Mitchell Robinson,262.3
Damian Lillard,Tony Parker,Jeremy Lamb,Dwyane Wade,Kawhi Leonard,Danilo Gallinari,Montrezl Harrell,Marvin III,Dewayne Dedmon,291.7
Kemba Walker,Lorenzo Brown,Jeremy Lamb,Buddy Hield,Kawhi Leonard,Danilo Gallinari,Pascal Siakam,Marvin III,Alex Len,272.2
Kemba Walker,Ricky Rubio,Jeremy Lamb,Lou Williams,Josh Richardson,Danilo Gallinari,Noah Vonleh,Derrick Favors,Dewayne Dedmon,253.3
Kemba Walker,Ricky Rubio,Kent Bazemore,Buddy Hield,Josh Richardson,Danilo Gallinari,Serge Ibaka,Marvin III,Mitchell Robinson,251.7
Damian Lillard,Ricky Rubio,Jeremy Lamb,Buddy Hield,Danilo Gallinari,Justise Winslow,Noah Vonleh,Serge Ibaka,Jarrett Allen,237.7
Ben Simmons,Spencer Dinwiddie,Jeremy Lamb,Bogdan Bogdanovic,Kawhi Leonard,Justise Winslow,Noah Vonleh,Derrick Favors,Jarrett Allen,282.5
Damian Lillard,Spencer Dinwiddie,Jeremy Lamb,Kent Bazemore,Danilo Gallinari,Justise Winslow,Montrezl Harrell,Pascal Siakam,Mitchell Robinson,288.3
