PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Dwyane Wade,Josh Richardson,Gordon Hayward,Blake Griffin,Anthony Davis,Alex Len,238.9
Jamal Murray,Spencer Dinwiddie,Kent Bazemore,Jrue Holiday,Justise Winslow,Rudy Gay,Jayson Tatum,Anthony Davis,Alex Len,255.2
Kemba Walker,Ricky Rubio,Jeremy Lamb,Jrue Holiday,Rudy Gay,Gordon Hayward,Noah Vonleh,Anthony Davis,Alex Len,219.8
Jamal Murray,Spencer Dinwiddie,Kent Bazemore,Jeremy Lamb,LeBron James,Gordon Hayward,Noah Vonleh,Anthony Davis,Thomas Bryant,254.9
Ricky Rubio,Spencer Dinwiddie,Dwyane Wade,Jrue Holiday,Justise Winslow,Gordon Hayward,Derrick Favors,Anthony Davis,Jarrett Allen,263.2
Kemba Walker,Spencer Dinwiddie,Andrew Wiggins,Dwyane Wade,Justise Winslow,Rudy Gay,Larry Jr,Anthony Davis,Thomas Bryant,241.5
Jamal Murray,Spencer Dinwiddie,Andrew Wiggins,Jrue Holiday,Josh Richardson,Gordon Hayward,Larry Jr,Anthony Davis,Willie Cauley-Stein,247.5
Jamal Murray,Ricky Rubio,Andrew Wiggins,Dwyane Wade,Josh Richardson,Rudy Gay,Derrick Favors,Anthony Davis,Alex Len,246.4
Kemba Walker,Ricky Rubio,Kent Bazemore,Buddy Hield,Justise Winslow,Gordon Hayward,Jayson Tatum,Anthony Davis,Thomas Bryant,242.2
Ricky Rubio,Spencer Dinwiddie,Buddy Hield,Jeremy Lamb,Josh Richardson,Justise Winslow,Larry Jr,Anthony Davis,Alex Len,241.3
Jamal Murray,Ricky Rubio,Kent Bazemore,Bogdan Bogdanovic,Rudy Gay,Gordon Hayward,Blake Griffin,Anthony Davis,Willie Cauley-Stein,248.0
Kemba Walker,Jamal Murray,Bogdan Bogdanovic,Andrew Wiggins,Justise Winslow,Gordon Hayward,Paul Millsap,Anthony Davis,Alex Len,235.3
Ben Simmons,Spencer Dinwiddie,Kent Bazemore,Andrew Wiggins,Josh Richardson,Rudy Gay,Noah Vonleh,Anthony Davis,Jarrett Allen,267.8
Jamal Murray,Spencer Dinwiddie,Dwyane Wade,Jrue Holiday,Josh Richardson,Rudy Gay,Blake Griffin,Noah Vonleh,Thomas Bryant,232.4
Brad Wanamaker,Spencer Dinwiddie,Buddy Hield,Andrew Wiggins,LeBron James,Gordon Hayward,Jayson Tatum,Anthony Davis,Alex Len,279.2
Ben Simmons,Spencer Dinwiddie,Andrew Wiggins,Jrue Holiday,Justise Winslow,Gordon Hayward,Blake Griffin,Noah Vonleh,Alex Len,258.8
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Jeremy Lamb,Justise Winslow,Rudy Gay,Blake Griffin,Noah Vonleh,Willie Cauley-Stein,246.9
Ricky Rubio,Spencer Dinwiddie,Kent Bazemore,Dwyane Wade,LeBron James,Rudy Gay,Noah Vonleh,Paul Millsap,Alex Len,266.5
Jamal Murray,Spencer Dinwiddie,Bradley Beal,Jeremy Lamb,Rudy Gay,Gordon Hayward,Blake Griffin,Larry Jr,Alex Len,256.7
Ben Simmons,Spencer Dinwiddie,Kent Bazemore,Bogdan Bogdanovic,Justise Winslow,Gordon Hayward,Larry Jr,Anthony Davis,Al Horford,277.5
Jamal Murray,Spencer Dinwiddie,Buddy Hield,Dwyane Wade,Justise Winslow,Gordon Hayward,Blake Griffin,Jayson Tatum,Willie Cauley-Stein,268.2
Ricky Rubio,Spencer Dinwiddie,Kent Bazemore,Jrue Holiday,Josh Richardson,Gordon Hayward,Noah Vonleh,Jayson Tatum,Andre Drummond,264.8
Kemba Walker,Jamal Murray,Dwyane Wade,Jrue Holiday,Rudy Gay,Gordon Hayward,Jayson Tatum,Larry Jr,Jarrett Allen,231.0
Kemba Walker,Brad Wanamaker,Kent Bazemore,Jrue Holiday,Josh Richardson,Rudy Gay,Derrick Favors,Anthony Davis,Thomas Bryant,226.9
Kemba Walker,Spencer Dinwiddie,Andrew Wiggins,Jeremy Lamb,Josh Richardson,Rudy Gay,Paul Millsap,Jayson Tatum,Alex Len,243.3
Brad Wanamaker,Jamal Murray,Kent Bazemore,Bogdan Bogdanovic,LeBron James,Josh Richardson,Larry Jr,Anthony Davis,Alex Len,213.1
Ben Simmons,Ricky Rubio,Bogdan Bogdanovic,Dwyane Wade,Josh Richardson,Gordon Hayward,Noah Vonleh,Anthony Davis,Thomas Bryant,226.7
Ben Simmons,Kemba Walker,Kent Bazemore,Bogdan Bogdanovic,Josh Richardson,Justise Winslow,Noah Vonleh,Jayson Tatum,Alex Len,231.2
Kemba Walker,Jamal Murray,Kent Bazemore,Jeremy Lamb,Josh Richardson,Justise Winslow,Anthony Davis,Ryan Broekhoff,Jarrett Allen,222.8
Ben Simmons,Brad Wanamaker,Kent Bazemore,Dwyane Wade,Rudy Gay,Gordon Hayward,Jayson Tatum,Anthony Davis,Andre Drummond,278.6
Ben Simmons,Jamal Murray,Kent Bazemore,Jrue Holiday,Josh Richardson,Gordon Hayward,Paul Millsap,Derrick Favors,Alex Len,254.7
Ben Simmons,Spencer Dinwiddie,Kent Bazemore,Buddy Hield,Rudy Gay,Gordon Hayward,Blake Griffin,Derrick Favors,Thomas Bryant,284.3
Kemba Walker,Jamal Murray,Kent Bazemore,Andrew Wiggins,Rudy Gay,Gordon Hayward,Noah Vonleh,Derrick Favors,Andre Drummond,270.8
Ben Simmons,Kemba Walker,Jeremy Lamb,Dwyane Wade,Justise Winslow,Gordon Hayward,Derrick Favors,Larry Jr,Alex Len,236.1
Kemba Walker,Brad Wanamaker,Buddy Hield,Dwyane Wade,Josh Richardson,Justise Winslow,Noah Vonleh,Anthony Davis,Willie Cauley-Stein,228.0
Brad Wanamaker,Jamal Murray,Buddy Hield,Jeremy Lamb,Justise Winslow,Rudy Gay,Blake Griffin,Anthony Davis,Thomas Bryant,237.6
Ricky Rubio,Spencer Dinwiddie,Bogdan Bogdanovic,Andrew Wiggins,Josh Richardson,Justise Winslow,Blake Griffin,Jayson Tatum,Thomas Bryant,244.3
Kemba Walker,Spencer Dinwiddie,Bradley Beal,Bogdan Bogdanovic,Rudy Gay,Gordon Hayward,Noah Vonleh,Jayson Tatum,Thomas Bryant,253.1
Brad Wanamaker,Spencer Dinwiddie,Bogdan Bogdanovic,Jeremy Lamb,Josh Richardson,Gordon Hayward,Derrick Favors,Anthony Davis,Andre Drummond,266.4
Kemba Walker,Spencer Dinwiddie,Buddy Hield,Chasson Randle,Rudy Gay,Gordon Hayward,Paul Millsap,Anthony Davis,Willie Cauley-Stein,269.6
