PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Kyrie Irving,Jeremy Lamb,Andrew Wiggins,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Larry Jr,Brook Lopez,279.5
Kyrie Irving,Darren Collison,James Harden,Andrew Wiggins,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Derrick Favors,Thomas Bryant,319.6
Kemba Walker,Darren Collison,Jeremy Lamb,James Harden,Rudy Gay,Bojan Bogdanovic,Aaron Gordon,Thaddeus Young,Thomas Bryant,276.1
Kyrie Irving,Darren Collison,Bradley Beal,Khris Middleton,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Al Horford,291.9
Kemba Walker,Kyrie Irving,Khris Middleton,Andrew Wiggins,Rudy Gay,Gordon Hayward,Domantas Sabonis,Thaddeus Young,Thomas Bryant,241.6
Kemba Walker,Darren Collison,Bradley Beal,Andrew Wiggins,Bojan Bogdanovic,Gordon Hayward,Aaron Gordon,Larry Jr,Al Horford,251.5
Kyrie Irving,Darren Collison,Jeremy Lamb,Khris Middleton,Bojan Bogdanovic,Gordon Hayward,Domantas Sabonis,Aaron Gordon,Brook Lopez,276.9
Kemba Walker,Ricky Rubio,Jeremy Lamb,Bradley Beal,Bojan Bogdanovic,Gordon Hayward,Domantas Sabonis,Jayson Tatum,Thomas Bryant,269.8
Darren Collison,Ricky Rubio,Khris Middleton,Andrew Wiggins,Giannis Antetokounmpo,Bojan Bogdanovic,Larry Jr,Derrick Favors,Brook Lopez,260.9
Darren Collison,Ricky Rubio,Jeremy Lamb,Andrew Wiggins,Rudy Gay,Gordon Hayward,Anthony Davis,Thaddeus Young,Brook Lopez,262.1
Kyrie Irving,Darren Collison,Jrue Holiday,Bradley Beal,Rudy Gay,Gordon Hayward,Larry Jr,Derrick Favors,Brook Lopez,258.6
Kyrie Irving,Ricky Rubio,Jrue Holiday,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Thaddeus Young,Derrick Favors,Al Horford,264.6
Kemba Walker,Kyrie Irving,Bradley Beal,Khris Middleton,Bojan Bogdanovic,James III,Aaron Gordon,Derrick Favors,Thomas Bryant,246.2
Darren Collison,Ricky Rubio,Jrue Holiday,Jeremy Lamb,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Larry Jr,Nikola Vucevic,272.0
