PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Jamal Murray,Dennis Schroder,Dwyane Wade,Paul George,Juancho Hernangomez,Jayson Tatum,Paul Millsap,Al Horford,195.7
Kyrie Irving,Jamal Murray,Bogdan Bogdanovic,Dennis Schroder,Gordon Hayward,Josh Richardson,Jayson Tatum,Montrezl Harrell,Steven Adams,221.5
Kyrie Irving,Jamal Murray,Lou Williams,Dwyane Wade,Danilo Gallinari,Gordon Hayward,Paul Millsap,Montrezl Harrell,Jakob Poeltl,200.5
Russell Westbrook,Jamal Murray,Lou Williams,Dennis Schroder,Gordon Hayward,Justise Winslow,Jayson Tatum,Paul Millsap,Boban Marjanovic,232.1
Kyrie Irving,Jamal Murray,Buddy Hield,Dwyane Wade,Gordon Hayward,Justise Winslow,Jayson Tatum,Harry III,Andre Drummond,228.3
Russell Westbrook,Jamal Murray,Bogdan Bogdanovic,Dwyane Wade,Danilo Gallinari,Gordon Hayward,Jayson Tatum,Trey Lyles,Al Horford,231.9
Russell Westbrook,Patty Mills,Dennis Schroder,Dwyane Wade,Justise Winslow,Josh Richardson,Jayson Tatum,Montrezl Harrell,Al Horford,261.0
Jamal Murray,Patty Mills,Dennis Schroder,Buddy Hield,Danilo Gallinari,Josh Richardson,Jayson Tatum,Paul Millsap,Andre Drummond,209.7
Kyrie Irving,Patrick Beverley,Lou Williams,Dennis Schroder,Paul George,Justise Winslow,Jayson Tatum,Montrezl Harrell,Jakob Poeltl,217.1
Kyrie Irving,Jamal Murray,Dennis Schroder,Buddy Hield,Danilo Gallinari,Justise Winslow,Montrezl Harrell,Patrick Patterson,Al Horford,196.0
Jamal Murray,Patrick Beverley,Bogdan Bogdanovic,Dwyane Wade,Justise Winslow,Josh Richardson,Jayson Tatum,Paul Millsap,Nikola Jokic,240.7
Kyrie Irving,Jamal Murray,Lou Williams,Bogdan Bogdanovic,Danilo Gallinari,Justise Winslow,Jayson Tatum,Mike Scott,Willie Cauley-Stein,245.9
Terry Rozier,Kyrie Irving,Lou Williams,Buddy Hield,Justise Winslow,Josh Richardson,Jayson Tatum,Paul Millsap,Al Horford,208.3
Kyrie Irving,Jamal Murray,Lou Williams,Dennis Schroder,Paul George,Gordon Hayward,Trey Lyles,Patrick Patterson,Andre Drummond,198.5
Kyrie Irving,Patty Mills,Bogdan Bogdanovic,Buddy Hield,Paul George,Gordon Hayward,Jayson Tatum,Paul Millsap,Jakob Poeltl,218.5
Kyrie Irving,Patrick Beverley,Buddy Hield,Dwyane Wade,Danilo Gallinari,Josh Richardson,Jayson Tatum,Montrezl Harrell,Willie Cauley-Stein,229.6
Russell Westbrook,Kyrie Irving,Lou Williams,Dennis Schroder,Gordon Hayward,Juancho Hernangomez,Montrezl Harrell,Mike Scott,Al Horford,197.3
Russell Westbrook,Kyrie Irving,Bogdan Bogdanovic,Dennis Schroder,Justise Winslow,Juancho Hernangomez,Paul Millsap,Patrick Patterson,Steven Adams,242.2
Russell Westbrook,Jamal Murray,Dennis Schroder,Dwyane Wade,Paul George,Gordon Hayward,Harry III,Mike Scott,Willie Cauley-Stein,271.2
Kyrie Irving,Jamal Murray,Lou Williams,Bogdan Bogdanovic,Juancho Hernangomez,Josh Richardson,Paul Millsap,Harry III,Andre Drummond,222.7
Russell Westbrook,Patrick Beverley,Dennis Schroder,Buddy Hield,Paul George,Gordon Hayward,Jayson Tatum,Patrick Patterson,Al Horford,223.4
Jamal Murray,Patty Mills,Lou Williams,Buddy Hield,Paul George,Juancho Hernangomez,Jayson Tatum,Montrezl Harrell,Willie Cauley-Stein,243.6
Jamal Murray,Patrick Beverley,Dennis Schroder,Dwyane Wade,Paul George,Josh Richardson,Montrezl Harrell,James Johnson,Andre Drummond,221.9
Russell Westbrook,Jamal Murray,Lou Williams,Dwyane Wade,Juancho Hernangomez,Josh Richardson,Jayson Tatum,Patrick Patterson,Steven Adams,255.5
Jamal Murray,Patty Mills,Lou Williams,Dwyane Wade,Paul George,Justise Winslow,Paul Millsap,Mike Scott,Andre Drummond,236.8
Russell Westbrook,Kyrie Irving,Dennis Schroder,Dwyane Wade,Danilo Gallinari,Josh Richardson,Paul Millsap,James Johnson,Marcin Gortat,249.3
Kyrie Irving,Jamal Murray,Bogdan Bogdanovic,Dwyane Wade,Paul George,Justise Winslow,Montrezl Harrell,Trey Lyles,Boban Marjanovic,233.9
Terry Rozier,Jamal Murray,Bogdan Bogdanovic,Dennis Schroder,Paul George,Justise Winslow,Jayson Tatum,Marcus Morris,Andre Drummond,220.0
Kyrie Irving,Patty Mills,Lou Williams,Dennis Schroder,Paul George,Danilo Gallinari,Paul Millsap,Harry III,Willie Cauley-Stein,266.7
Kyrie Irving,Bryn Forbes,Dennis Schroder,Buddy Hield,Paul George,Josh Richardson,Paul Millsap,Montrezl Harrell,Boban Marjanovic,211.8
Terry Rozier,Patty Mills,Dennis Schroder,Dwyane Wade,Paul George,Gordon Hayward,Paul Millsap,Montrezl Harrell,Nikola Jokic,214.2
Kyrie Irving,Jamal Murray,Buddy Hield,Dwyane Wade,Paul George,Josh Richardson,Bam Adebayo,Mike Scott,Steven Adams,262.1
Terry Rozier,Kyrie Irving,Dennis Schroder,Buddy Hield,Paul George,Danilo Gallinari,Jayson Tatum,Trey Lyles,Steven Adams,212.7
Terry Rozier,Russell Westbrook,Buddy Hield,Dwyane Wade,Gordon Hayward,Juancho Hernangomez,Jayson Tatum,Paul Millsap,Willie Cauley-Stein,220.1
Kyrie Irving,Tyler Johnson,Lou Williams,Dwyane Wade,Paul George,Josh Richardson,Montrezl Harrell,Harry III,Al Horford,236.8
Bryn Forbes,Jamal Murray,Bogdan Bogdanovic,Dennis Schroder,Danilo Gallinari,Juancho Hernangomez,Paul Millsap,Montrezl Harrell,Nikola Jokic,205.8
Russell Westbrook,Kyrie Irving,Lou Williams,Dennis Schroder,Josh Richardson,Glenn III,Jayson Tatum,Trey Lyles,Willie Cauley-Stein,258.7
Jamal Murray,Shai Gilgeous-Alexander,Bogdan Bogdanovic,Buddy Hield,Gordon Hayward,Justise Winslow,Paul Millsap,Montrezl Harrell,Willie Cauley-Stein,206.6
Kyrie Irving,Bryn Forbes,Lou Williams,Dwyane Wade,Paul George,Gordon Hayward,Jayson Tatum,James Johnson,Willie Cauley-Stein,250.3
Kyrie Irving,Tyler Johnson,Buddy Hield,Dwyane Wade,Paul George,Justise Winslow,Paul Millsap,Patrick Patterson,Willie Cauley-Stein,242.6
