PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Darren Collison,Lou Williams,Khris Middleton,Rudy Gay,Bojan Bogdanovic,Kyle Kuzma,Montrezl Harrell,JaVale McGee,284.7
Ben Simmons,Darren Collison,Lou Williams,Furkan Korkmaz,Kevin Durant,Bojan Bogdanovic,Serge Ibaka,Domantas Sabonis,JaVale McGee,280.4
Ben Simmons,Stephen Curry,Khris Middleton,Furkan Korkmaz,Rudy Gay,Bojan Bogdanovic,Pascal Siakam,Serge Ibaka,Brook Lopez,298.1
Ben Simmons,Stephen Curry,Lou Williams,Khris Middleton,Bojan Bogdanovic,Mitchell Creek,Thaddeus Young,Domantas Sabonis,Jarrett Allen,296.9
Ben Simmons,Stephen Curry,Khris Middleton,Furkan Korkmaz,Kevin Durant,CJ Miles,Kyle Kuzma,Aaron Gordon,JaVale McGee,237.0
Stephen Curry,Darren Collison,Khris Middleton,Furkan Korkmaz,Kawhi Leonard,Mitchell Creek,Blake Griffin,Domantas Sabonis,JaVale McGee,243.2
Ben Simmons,Stephen Curry,Lou Williams,Furkan Korkmaz,Rudy Gay,Kawhi Leonard,Thaddeus Young,Jonas Jerebko,JaVale McGee,280.5
Ben Simmons,Darren Collison,Lou Williams,Khris Middleton,Giannis Antetokounmpo,Mitchell Creek,Pascal Siakam,Jonas Jerebko,JaVale McGee,285.1
Stephen Curry,Darren Collison,Lou Williams,Furkan Korkmaz,Bojan Bogdanovic,CJ Miles,Pascal Siakam,Thaddeus Young,Joel Embiid,292.6
Ben Simmons,Darren Collison,Khris Middleton,Furkan Korkmaz,Giannis Antetokounmpo,Rudy Gay,Kyle Kuzma,Domantas Sabonis,Moritz Wagner,234.6
Ben Simmons,Darren Collison,Lou Williams,Khris Middleton,Rudy Gay,CJ Miles,Aaron Gordon,Serge Ibaka,Jarrett Allen,286.3
Darren Collison,Edmond Sumner,Lou Williams,Khris Middleton,Kevin Durant,Bojan Bogdanovic,Blake Griffin,Thaddeus Young,Brook Lopez,296.4
Ben Simmons,Darren Collison,Khris Middleton,Tony Snell,Kevin Durant,Bojan Bogdanovic,Kyle Kuzma,Pascal Siakam,Jarrett Allen,279.9
Ben Simmons,Darren Collison,Khris Middleton,Aaron Holiday,Kawhi Leonard,Bojan Bogdanovic,Aaron Gordon,Thaddeus Young,JaVale McGee,269.6
