PG,PG,SG,SG,SF,SF,PF,PF,C,P
Cory Joseph,Michael Carter-Williams,Aaron Holiday,Terrance Ferguson,Wes Iwundu,Jake Layman,Eric Moreland,Meyers Leonard,Nerlens Noel,51.0
Edmond Sumner,Jeremy Lin,Aaron Holiday,Terrance Ferguson,Rodney Hood,Doug McDermott,Daniel Theis,TJ Leaf,Nerlens Noel,26.6
DJ Augustin,Cory Joseph,Aaron Holiday,Terrance Ferguson,Paul George,Norman Powell,Thaddeus Young,TJ Leaf,Nerlens Noel,122.0
Damian Lillard,Edmond Sumner,Aaron Holiday,Terrance Ferguson,Maurice Harkless,Tyreke Evans,Serge Ibaka,Meyers Leonard,Nerlens Noel,134.0
Kyrie Irving,DJ Augustin,Evan Fournier,Aaron Holiday,Rodney Hood,Doug McDermott,Khem Birch,Al-Farouq Aminu,Nerlens Noel,100.1
DJ Augustin,Seth Curry,Jaylen Brown,Wesley Matthews,Wes Iwundu,Jake Layman,Al-Farouq Aminu,TJ Leaf,Aron Baynes,84.8
Damian Lillard,Michael Carter-Williams,Danny Green,Terrance Ferguson,Rodney Hood,Doug McDermott,Thaddeus Young,Pascal Siakam,Myles Turner,209.0
Kyrie Irving,DJ Augustin,Danny Green,Terrance Ferguson,Wes Iwundu,Jake Layman,Marcus Morris,Markieff Morris,Aron Baynes,124.3
Kyrie Irving,DJ Augustin,Danny Green,Wesley Matthews,Rodney Hood,Doug McDermott,Marcus Morris,Serge Ibaka,Marc Gasol,160.5
DJ Augustin,Seth Curry,Terrence Ross,Aaron Holiday,Wes Iwundu,Jake Layman,Thaddeus Young,Serge Ibaka,Nerlens Noel,101.8
DJ Augustin,Brad Wanamaker,Terrence Ross,Wesley Matthews,Kawhi Leonard,Rodney Hood,Serge Ibaka,Eric Moreland,Nerlens Noel,119.5
Darren Collison,Brad Wanamaker,Dennis Schroder,Wesley Matthews,Norman Powell,Wes Iwundu,Aaron Gordon,Al-Farouq Aminu,Aron Baynes,105.1
Brad Wanamaker,Jeremy Lin,Aaron Holiday,Terrance Ferguson,Kawhi Leonard,Maurice Harkless,Aaron Gordon,Khem Birch,Nerlens Noel,95.4
DJ Augustin,Edmond Sumner,CJ McCollum,Jaylen Brown,Maurice Harkless,Doug McDermott,Jayson Tatum,Eric Moreland,Aron Baynes,127.4
Kyrie Irving,Seth Curry,CJ McCollum,Jaylen Brown,Bojan Bogdanovic,Wes Iwundu,Pascal Siakam,Jayson Tatum,Aron Baynes,240.7
Kyrie Irving,Michael Carter-Williams,CJ McCollum,Evan Fournier,Maurice Harkless,Doug McDermott,Aaron Gordon,Pascal Siakam,Aron Baynes,205.4
Kyrie Irving,Seth Curry,Jaylen Brown,Danny Green,Maurice Harkless,Doug McDermott,Al-Farouq Aminu,Domantas Sabonis,Aron Baynes,181.7
Seth Curry,Michael Carter-Williams,CJ McCollum,Jaylen Brown,Kawhi Leonard,Evan Turner,Aaron Gordon,Eric Moreland,Aron Baynes,152.9
Russell Westbrook,Cory Joseph,CJ McCollum,Jaylen Brown,Kawhi Leonard,Doug McDermott,Khem Birch,Al-Farouq Aminu,Aron Baynes,209.7
Terry Rozier,Seth Curry,CJ McCollum,Wesley Matthews,Tyreke Evans,Evan Turner,Thaddeus Young,Jerami Grant,Aron Baynes,169.9
DJ Augustin,Fred VanVleet,CJ McCollum,Wesley Matthews,Paul George,Bojan Bogdanovic,Thaddeus Young,Jerami Grant,Nerlens Noel,210.8
Russell Westbrook,Fred VanVleet,CJ McCollum,Wesley Matthews,Kawhi Leonard,Norman Powell,Thaddeus Young,TJ Leaf,Aron Baynes,210.1
Terry Rozier,Brad Wanamaker,CJ McCollum,Wesley Matthews,Paul George,Norman Powell,Thaddeus Young,Al-Farouq Aminu,Al Horford,217.4
Damian Lillard,Michael Carter-Williams,Dennis Schroder,Wesley Matthews,Rodney Hood,Norman Powell,TJ Leaf,Zach Collins,Steven Adams,123.4
Fred VanVleet,Michael Carter-Williams,Wesley Matthews,Terrance Ferguson,Evan Turner,Doug McDermott,Marcus Morris,Daniel Theis,Steven Adams,91.2
Edmond Sumner,Michael Carter-Williams,Wesley Matthews,Terrance Ferguson,Evan Turner,Rodney Hood,Khem Birch,TJ Leaf,Al Horford,84.5
Russell Westbrook,Michael Carter-Williams,Wesley Matthews,Terrance Ferguson,Tyreke Evans,Rodney Hood,Jerami Grant,Al-Farouq Aminu,Steven Adams,182.1
DJ Augustin,Fred VanVleet,Wesley Matthews,Terrance Ferguson,Tyreke Evans,Gordon Hayward,Khem Birch,TJ Leaf,Steven Adams,99.5
Fred VanVleet,Edmond Sumner,Wesley Matthews,Terrance Ferguson,Gordon Hayward,Rodney Hood,Domantas Sabonis,Markieff Morris,Marc Gasol,136.9
Kyle Lowry,Terry Rozier,Wesley Matthews,Terrance Ferguson,Gordon Hayward,Rodney Hood,Serge Ibaka,Daniel Theis,Aron Baynes,130.2
Kyrie Irving,Darren Collison,CJ McCollum,Terrance Ferguson,Gordon Hayward,Rodney Hood,Daniel Theis,Markieff Morris,Steven Adams,169.9
Kyrie Irving,Edmond Sumner,Jaylen Brown,Terrance Ferguson,Gordon Hayward,Rodney Hood,Khem Birch,Serge Ibaka,Enes Kanter,160.7
Edmond Sumner,Michael Carter-Williams,Danny Green,Wesley Matthews,Jonathan Isaac,Wes Iwundu,Pascal Siakam,Daniel Theis,Marc Gasol,158.7
