PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Kyrie Irving,Dwyane Wade,Bogdan Bogdanovic,Justise Winslow,Josh Richardson,Kyle Kuzma,Marvin III,Brook Lopez,308.3
Damian Lillard,Kyrie Irving,Buddy Hield,Dwyane Wade,Josh Richardson,James III,Jayson Tatum,Marvin III,JaVale McGee,283.2
Ben Simmons,De'Anthony Melton,Buddy Hield,Dwyane Wade,LeBron James,Justise Winslow,Jayson Tatum,Marvin III,Brook Lopez,307.3
Stephen Curry,Damian Lillard,Khris Middleton,CJ McCollum,Justise Winslow,James III,Jayson Tatum,Marvin III,Brook Lopez,316.9
Ben Simmons,Damian Lillard,Khris Middleton,Buddy Hield,Justise Winslow,Josh Richardson,Kyle Kuzma,Marvin III,Kosta Koufos,285.3
Ben Simmons,Kyrie Irving,CJ McCollum,Dwyane Wade,Justise Winslow,Nemanja Bjelica,Jayson Tatum,Kyle Kuzma,JaVale McGee,293.2
Stephen Curry,De'Anthony Melton,CJ McCollum,Buddy Hield,Justise Winslow,Josh Richardson,Jayson Tatum,Kyle Kuzma,Al Horford,325.7
Ben Simmons,De'Anthony Melton,CJ McCollum,Dwyane Wade,Kevin Durant,Josh Richardson,Kyle Kuzma,Marvin III,Willie Cauley-Stein,313.6
Kyrie Irving,De'Anthony Melton,Khris Middleton,Dwyane Wade,Kevin Durant,Justise Winslow,Marvin III,Draymond Green,JaVale McGee,315.3
Ben Simmons,Kyrie Irving,Khris Middleton,Bogdan Bogdanovic,Josh Richardson,Nemanja Bjelica,Jayson Tatum,Marvin III,Willie Cauley-Stein,280.0
Kyrie Irving,De'Anthony Melton,Khris Middleton,Dwyane Wade,LeBron James,Josh Richardson,Jayson Tatum,Kyle Kuzma,Kosta Koufos,266.6
Stephen Curry,Damian Lillard,CJ McCollum,Dwyane Wade,Justise Winslow,Josh Richardson,Draymond Green,Meyers Leonard,JaVale McGee,287.3
Ben Simmons,Kyrie Irving,CJ McCollum,Buddy Hield,Justise Winslow,Josh Richardson,Larry Jr,Rodions Kurucs,Brook Lopez,239.1
Kyrie Irving,De'Anthony Melton,CJ McCollum,Buddy Hield,Giannis Antetokounmpo,James III,Kyle Kuzma,Marvin III,Brook Lopez,282.0
Stephen Curry,Ben Simmons,Khris Middleton,Dwyane Wade,Josh Richardson,James III,Larry Jr,Kyle Kuzma,JaVale McGee,251.6
Stephen Curry,Damian Lillard,Buddy Hield,Dwyane Wade,Kevin Durant,Nemanja Bjelica,Marvin III,Rodions Kurucs,Brook Lopez,302.2
Damian Lillard,Kyrie Irving,CJ McCollum,Dwyane Wade,Kevin Durant,Justise Winslow,DJ Wilson,Zach Collins,Brook Lopez,286.6
Stephen Curry,De'Anthony Melton,Khris Middleton,CJ McCollum,LeBron James,Josh Richardson,Marvin III,DJ Wilson,JaVale McGee,280.6
Damian Lillard,De'Anthony Melton,CJ McCollum,Bogdan Bogdanovic,LeBron James,Justise Winslow,Kyle Kuzma,Marvin III,Jordan Bell,280.7
Stephen Curry,Ben Simmons,Buddy Hield,Bogdan Bogdanovic,Justise Winslow,Nemanja Bjelica,Larry Jr,Marvin III,JaVale McGee,262.3
Damian Lillard,De'Anthony Melton,CJ McCollum,Dwyane Wade,Giannis Antetokounmpo,Josh Richardson,Jayson Tatum,Rodions Kurucs,Brook Lopez,265.2
Damian Lillard,De'Anthony Melton,Buddy Hield,Dwyane Wade,Giannis Antetokounmpo,Justise Winslow,Kyle Kuzma,DJ Wilson,JaVale McGee,262.5
Ben Simmons,Damian Lillard,Dwyane Wade,Bogdan Bogdanovic,Giannis Antetokounmpo,James III,Marvin III,Meyers Leonard,Brook Lopez,276.9
Ben Simmons,Damian Lillard,Dwyane Wade,Bogdan Bogdanovic,Justise Winslow,Josh Richardson,Jayson Tatum,DJ Wilson,Jarrett Allen,270.4
Stephen Curry,Kyrie Irving,CJ McCollum,Dwyane Wade,Kevin Durant,James III,Marvin III,Meyers Leonard,Jarrett Allen,316.2
Stephen Curry,De'Anthony Melton,CJ McCollum,Dwyane Wade,Giannis Antetokounmpo,Justise Winslow,Larry Jr,Marvin III,Kosta Koufos,274.5
Kyrie Irving,De'Anthony Melton,Khris Middleton,Bogdan Bogdanovic,Giannis Antetokounmpo,Justise Winslow,Jayson Tatum,Meyers Leonard,Brook Lopez,266.0
Stephen Curry,De'Anthony Melton,Dwyane Wade,Bogdan Bogdanovic,Giannis Antetokounmpo,James III,Jayson Tatum,Kyle Kuzma,Willie Cauley-Stein,282.4
Stephen Curry,Ben Simmons,Dwyane Wade,Bogdan Bogdanovic,LeBron James,Justise Winslow,Rodions Kurucs,Meyers Leonard,Willie Cauley-Stein,277.3
Ben Simmons,Kyrie Irving,Khris Middleton,Dwyane Wade,Kevin Durant,James III,Jayson Tatum,Rodions Kurucs,Brook Lopez,283.9
Stephen Curry,Ben Simmons,Buddy Hield,Dwyane Wade,Kevin Durant,Justise Winslow,Kyle Kuzma,Zach Collins,Jordan Bell,300.7
Damian Lillard,Kyrie Irving,Khris Middleton,Dwyane Wade,Justise Winslow,James III,Kyle Kuzma,Meyers Leonard,Al Horford,288.2
Stephen Curry,Ben Simmons,Buddy Hield,Bogdan Bogdanovic,Josh Richardson,James III,Jayson Tatum,Draymond Green,Brook Lopez,275.8
Kyrie Irving,De'Anthony Melton,Buddy Hield,Bogdan Bogdanovic,LeBron James,Josh Richardson,Marvin III,Meyers Leonard,Jarrett Allen,255.5
Kyrie Irving,De'Anthony Melton,Dwyane Wade,Bogdan Bogdanovic,Giannis Antetokounmpo,Josh Richardson,Larry Jr,Zach Collins,JaVale McGee,217.1
Stephen Curry,Ben Simmons,Khris Middleton,CJ McCollum,Kevin Durant,Josh Richardson,Meyers Leonard,Zach Collins,Brook Lopez,287.2
Damian Lillard,De'Anthony Melton,Khris Middleton,Dwyane Wade,LeBron James,James III,Larry Jr,Marvin III,Jarrett Allen,238.9
Ben Simmons,Kyrie Irving,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,Nemanja Bjelica,Kyle Kuzma,DJ Wilson,Brook Lopez,270.7
Stephen Curry,Kyrie Irving,Khris Middleton,Buddy Hield,Justise Winslow,Nemanja Bjelica,Kyle Kuzma,Rodions Kurucs,Willie Cauley-Stein,261.5
Stephen Curry,De'Anthony Melton,CJ McCollum,Dwyane Wade,LeBron James,Nemanja Bjelica,Kyle Kuzma,Draymond Green,Brook Lopez,280.6
