PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Darren Collison,Dennis Schroder,Dwyane Wade,Paul George,Bojan Bogdanovic,Serge Ibaka,Thaddeus Young,Alex Len,247.8
Kemba Walker,Darren Collison,Lou Williams,Jeremy Lamb,Danilo Gallinari,Bojan Bogdanovic,Serge Ibaka,Domantas Sabonis,Dewayne Dedmon,277.8
Darren Collison,Jamal Murray,Andrew Wiggins,Jeremy Lamb,Paul George,Bojan Bogdanovic,Larry Jr,Domantas Sabonis,Alex Len,278.0
Ben Simmons,Jamal Murray,Dwyane Wade,Jeremy Lamb,Danilo Gallinari,Bojan Bogdanovic,Pascal Siakam,Thaddeus Young,Dewayne Dedmon,274.9
Kemba Walker,Jamal Murray,Dennis Schroder,Dwyane Wade,Justise Winslow,Bojan Bogdanovic,Montrezl Harrell,Domantas Sabonis,Dewayne Dedmon,268.1
Kemba Walker,Jamal Murray,Lou Williams,Jeremy Lamb,Justise Winslow,Bojan Bogdanovic,Thaddeus Young,Paul Millsap,Alex Len,275.8
Darren Collison,Jamal Murray,Lou Williams,Dennis Schroder,Danilo Gallinari,Bojan Bogdanovic,Pascal Siakam,Montrezl Harrell,Alex Len,279.5
Ben Simmons,Darren Collison,Dennis Schroder,Jeremy Lamb,Justise Winslow,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,Willie Cauley-Stein,296.4
Darren Collison,Jamal Murray,Dwyane Wade,Jeremy Lamb,Bojan Bogdanovic,Josh Richardson,Serge Ibaka,Montrezl Harrell,Willie Cauley-Stein,282.7
Darren Collison,Jamal Murray,Lou Williams,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Noah Vonleh,Thaddeus Young,Dewayne Dedmon,270.5
Kemba Walker,Darren Collison,Andrew Wiggins,Bogdan Bogdanovic,Danilo Gallinari,Bojan Bogdanovic,Larry Jr,Thaddeus Young,Willie Cauley-Stein,304.5
Ben Simmons,Kemba Walker,Andrew Wiggins,Jeremy Lamb,Bojan Bogdanovic,Jaron Blossomgame,Pascal Siakam,Serge Ibaka,Alex Len,263.7
Ben Simmons,Darren Collison,Bogdan Bogdanovic,Dwyane Wade,Danilo Gallinari,Bojan Bogdanovic,Domantas Sabonis,Paul Millsap,Alex Len,271.5
Kemba Walker,Darren Collison,Dwyane Wade,Jeremy Lamb,Paul George,Jaron Blossomgame,Pascal Siakam,Montrezl Harrell,Dewayne Dedmon,256.8
Kemba Walker,Jamal Murray,Bogdan Bogdanovic,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Larry Jr,Pascal Siakam,Alex Len,211.1
Kemba Walker,Darren Collison,Dennis Schroder,Jeremy Lamb,Bojan Bogdanovic,Derrick Jr,Larry Jr,Pascal Siakam,Joel Embiid,191.7
Ben Simmons,Darren Collison,Dennis Schroder,Bogdan Bogdanovic,Bojan Bogdanovic,Josh Richardson,Pascal Siakam,Serge Ibaka,Dewayne Dedmon,238.1
Stephen Curry,Darren Collison,Andrew Wiggins,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Thaddeus Young,Domantas Sabonis,Dewayne Dedmon,316.8
Darren Collison,Jamal Murray,Dennis Schroder,Dwyane Wade,Paul George,Danilo Gallinari,Larry Jr,Paul Millsap,Dewayne Dedmon,228.7
Ben Simmons,Kemba Walker,Lou Williams,Dwyane Wade,Bojan Bogdanovic,Jaron Blossomgame,Thaddeus Young,Domantas Sabonis,Steven Adams,305.0
