PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Jerome Robinson,Lou Williams,James Harden,Danilo Gallinari,Rudy Gay,Montrezl Harrell,Paul Millsap,Alex Len,253.9
Jamal Murray,Jerome Robinson,Kent Bazemore,Damion Lee,Kevin Durant,James III,Montrezl Harrell,Paul Millsap,Nikola Jokic,206.0
Jamal Murray,Shaun Livingston,Lou Williams,Kent Bazemore,Danilo Gallinari,Juancho Hernangomez,Montrezl Harrell,Draymond Green,Nikola Jokic,200.4
Jamal Murray,Bryn Forbes,Lou Williams,Kent Bazemore,Kevin Durant,Rudy Gay,Draymond Green,Paul Millsap,Jakob Poeltl,216.5
Jamal Murray,Patty Mills,James Harden,Kent Bazemore,Rudy Gay,James III,Montrezl Harrell,Draymond Green,Boban Marjanovic,181.5
Patrick Beverley,Jerome Robinson,James Harden,Kent Bazemore,Rudy Gay,Juancho Hernangomez,Draymond Green,Paul Millsap,Nikola Jokic,222.2
Jamal Murray,Shaun Livingston,James Harden,Kent Bazemore,Kevin Durant,Juancho Hernangomez,Paul Millsap,Alex Poythress,Alex Len,218.8
Jamal Murray,Bryn Forbes,James Harden,Damion Lee,Danilo Gallinari,Rudy Gay,Draymond Green,Alex Poythress,Nikola Jokic,227.1
Bryn Forbes,Jerome Robinson,James Harden,Kent Bazemore,Kevin Durant,Danilo Gallinari,Draymond Green,Mike Scott,Alex Len,167.5
Jeremy Lin,Patty Mills,James Harden,Damion Lee,Kevin Durant,Rudy Gay,Draymond Green,Paul Millsap,Alex Len,229.9
Jamal Murray,Shaun Livingston,Lou Williams,James Harden,Kevin Durant,James III,Montrezl Harrell,Mike Scott,Jakob Poeltl,177.2
Patrick Beverley,Patty Mills,Lou Williams,Kent Bazemore,Kevin Durant,Danilo Gallinari,Montrezl Harrell,Paul Millsap,Boban Marjanovic,236.4
Jamal Murray,Patty Mills,Lou Williams,Sindarius Thornwell,Kevin Durant,Rudy Gay,Montrezl Harrell,Alex Poythress,Nikola Jokic,242.2
Jamal Murray,Jeremy Lin,James Harden,Kent Bazemore,Danilo Gallinari,Gerald Green,Paul Millsap,Jonas Jerebko,Nikola Jokic,248.7
Jamal Murray,Patrick Beverley,Lou Williams,Damion Lee,Kevin Durant,Danilo Gallinari,Draymond Green,Jonas Jerebko,Alex Len,179.6
Jamal Murray,Bryn Forbes,Lou Williams,James Harden,Juancho Hernangomez,James III,Omari Spellman,Paul Millsap,Nikola Jokic,254.3
Jeremy Lin,Jerome Robinson,James Harden,Kent Bazemore,Kevin Durant,Rudy Gay,Montrezl Harrell,Alex Poythress,Jakob Poeltl,196.7
Quinn Cook,Patty Mills,James Harden,Damion Lee,Danilo Gallinari,Juancho Hernangomez,Montrezl Harrell,Paul Millsap,Nikola Jokic,238.3
Jerome Robinson,Shaun Livingston,Lou Williams,James Harden,Kevin Durant,Rudy Gay,Draymond Green,Jonas Jerebko,Boban Marjanovic,163.4
Patty Mills,Jerome Robinson,Lou Williams,James Harden,Danilo Gallinari,James III,Draymond Green,Trey Lyles,Nikola Jokic,201.1
Quinn Cook,Jeremy Lin,Lou Williams,Kent Bazemore,Kevin Durant,James III,Montrezl Harrell,Draymond Green,Alex Len,173.6
Jamal Murray,Derrick White,Kent Bazemore,Tyler Dorsey,Kevin Durant,Danilo Gallinari,Montrezl Harrell,PJ Tucker,Alex Len,166.7
Jamal Murray,Patty Mills,James Harden,Kevin Huerter,Kevin Durant,Danilo Gallinari,Omari Spellman,Paul Millsap,Jakob Poeltl,256.3
Jamal Murray,Patrick Beverley,James Harden,Tyrone Wallace,Danilo Gallinari,James III,Montrezl Harrell,PJ Tucker,Nikola Jokic,210.7
Derrick White,Shai Gilgeous-Alexander,Lou Williams,Kent Bazemore,Danilo Gallinari,Rudy Gay,Paul Millsap,Trey Lyles,Nikola Jokic,236.1
Bryn Forbes,Patty Mills,Lou Williams,James Harden,Kevin Durant,Juancho Hernangomez,Montrezl Harrell,Jonas Jerebko,Alex Len,205.0
Shai Gilgeous-Alexander,Jeremy Lin,Lou Williams,James Harden,Rudy Gay,James III,Montrezl Harrell,Jonas Jerebko,Nikola Jokic,227.5
Shai Gilgeous-Alexander,Shaun Livingston,James Harden,Damion Lee,Kevin Durant,Danilo Gallinari,Montrezl Harrell,Omari Spellman,Alex Len,207.9
Jamal Murray,Derrick White,James Harden,Andre Iguodala,Rudy Gay,Juancho Hernangomez,Montrezl Harrell,Mike Scott,Nikola Jokic,198.8
