PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Kadeem Allen,Lou Williams,Torrey Craig,Rudy Gay,Danilo Gallinari,Noah Vonleh,Paul Millsap,Nikola Jokic,238.7
Jamal Murray,Patty Mills,Lou Williams,Damyean Dotson,Rudy Gay,Mario Hezonja,Montrezl Harrell,Paul Millsap,Mitchell Robinson,261.2
Jamal Murray,Patrick Beverley,Lou Williams,Monte Morris,Rudy Gay,Juancho Hernangomez,Montrezl Harrell,Luke Kornet,Nikola Jokic,203.7
Jamal Murray,Landry Shamet,Lou Williams,Allonzo Trier,Danilo Gallinari,Juancho Hernangomez,Montrezl Harrell,Noah Vonleh,Mitchell Robinson,200.4
Jamal Murray,Isaiah Thomas,Lou Williams,Marco Belinelli,Danilo Gallinari,Mario Hezonja,Montrezl Harrell,JaMychal Green,Nikola Jokic,208.8
Jamal Murray,Emmanuel Mudiay,Damyean Dotson,Malik Beasley,Danilo Gallinari,Juancho Hernangomez,Montrezl Harrell,Paul Millsap,Nikola Jokic,254.3
Jamal Murray,Kadeem Allen,DeMar DeRozan,Malik Beasley,Rudy Gay,Danilo Gallinari,Montrezl Harrell,Luke Kornet,Mitchell Robinson,214.0
Jamal Murray,Bryn Forbes,DeMar DeRozan,Allonzo Trier,Rudy Gay,Mario Hezonja,Montrezl Harrell,Noah Vonleh,Nikola Jokic,235.1
Dennis Jr,Kadeem Allen,Lou Williams,Allonzo Trier,Mario Hezonja,Juancho Hernangomez,Montrezl Harrell,Paul Millsap,Nikola Jokic,173.3
Jamal Murray,Shai Gilgeous-Alexander,Allonzo Trier,Monte Morris,Rudy Gay,Danilo Gallinari,Montrezl Harrell,Paul Millsap,Jakob Poeltl,211.2
Dennis Jr,Jamal Murray,Lou Williams,Malik Beasley,Rudy Gay,Davis Bertans,Montrezl Harrell,Noah Vonleh,Jakob Poeltl,140.9
Landry Shamet,Shai Gilgeous-Alexander,Lou Williams,Malik Beasley,Rudy Gay,Jarred Vanderbilt,Montrezl Harrell,Paul Millsap,Nikola Jokic,223.8
Dennis Jr,Jamal Murray,DeMar DeRozan,Lou Williams,Danilo Gallinari,Juancho Hernangomez,Luke Kornet,Paul Millsap,Jakob Poeltl,196.5
Bryn Forbes,Patty Mills,Lou Williams,Monte Morris,Danilo Gallinari,Lance Thomas,Montrezl Harrell,Paul Millsap,Nikola Jokic,265.8
Emmanuel Mudiay,Shai Gilgeous-Alexander,Lou Williams,Marco Belinelli,Rudy Gay,Danilo Gallinari,Luke Kornet,Paul Millsap,Mitchell Robinson,220.1
