PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Bogdan Bogdanovic,Kevin Durant,Bojan Bogdanovic,Kyle Kuzma,Marvin III,Alex Len,225.5
Stephen Curry,Kemba Walker,Bogdan Bogdanovic,Kent Bazemore,Danilo Gallinari,Bojan Bogdanovic,Kyle Kuzma,Domantas Sabonis,Willie Cauley-Stein,251.3
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Andrew Wiggins,Kevin Durant,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,Brook Lopez,272.2
Stephen Curry,Spencer Dinwiddie,Buddy Hield,Bogdan Bogdanovic,Danilo Gallinari,Bojan Bogdanovic,Thaddeus Young,Marvin III,Brook Lopez,273.4
Ben Simmons,Spencer Dinwiddie,Bogdan Bogdanovic,Kent Bazemore,Kevin Durant,Danilo Gallinari,Marvin III,Domantas Sabonis,JaVale McGee,249.7
Stephen Curry,Spencer Dinwiddie,James Harden,Kent Bazemore,Bojan Bogdanovic,James III,Marvin III,Domantas Sabonis,Alex Len,238.5
Ben Simmons,Spencer Dinwiddie,Buddy Hield,Kent Bazemore,Danilo Gallinari,Bojan Bogdanovic,Kyle Kuzma,Montrezl Harrell,Alex Len,234.2
Kemba Walker,Ben Simmons,Buddy Hield,Jeremy Lamb,Bojan Bogdanovic,James III,Marvin III,Domantas Sabonis,Willie Cauley-Stein,283.8
Stephen Curry,Kemba Walker,Kent Bazemore,Andrew Wiggins,Kevin Durant,James III,Kyle Kuzma,Marvin III,JaVale McGee,261.0
Stephen Curry,Spencer Dinwiddie,Khris Middleton,Bogdan Bogdanovic,Kevin Durant,James III,Kyle Kuzma,Thaddeus Young,Willie Cauley-Stein,238.4
Kemba Walker,Spencer Dinwiddie,Bogdan Bogdanovic,Andrew Wiggins,Danilo Gallinari,Bojan Bogdanovic,Draymond Green,Montrezl Harrell,JaVale McGee,255.9
Stephen Curry,Spencer Dinwiddie,Buddy Hield,Jeremy Lamb,Kevin Durant,Bojan Bogdanovic,Domantas Sabonis,Alex Poythress,JaVale McGee,256.9
Kemba Walker,Spencer Dinwiddie,Lou Williams,Khris Middleton,Danilo Gallinari,Bojan Bogdanovic,Marvin III,Domantas Sabonis,Tyson Chandler,261.0
Stephen Curry,Kemba Walker,Jeremy Lamb,Andrew Wiggins,Danilo Gallinari,James III,Thaddeus Young,Domantas Sabonis,Alex Len,271.4
