PG,PG,SG,SG,SF,SF,PF,PF,C,P
Seth Curry,Tim Frazier,Dennis Schroder,Pat Connaughton,Bojan Bogdanovic,Gordon Hayward,Georges Niang,Ersan Ilyasova,Tony Bradley,119.9
Terry Rozier,Ish Smith,Aaron Holiday,Langston Galloway,Rodney Hood,Thabo Sefolosha,TJ Leaf,Daniel Theis,Zaza Pachulia,86.7
Raymond Felton,Chris Chiozza,Wesley Matthews,Luke Kennard,Royce O'Neale,Doug McDermott,PJ Tucker,Zach Collins,Kyle O'Quinn,59.3
Terry Rozier,Ish Smith,Dennis Schroder,Pat Connaughton,Bojan Bogdanovic,Gordon Hayward,Markieff Morris,Meyers Leonard,Zaza Pachulia,128.3
Seth Curry,Tim Frazier,Aaron Holiday,Langston Galloway,Royce O'Neale,Doug McDermott,TJ Leaf,Daniel Theis,Tony Bradley,73.6
Raymond Felton,Chris Chiozza,Wesley Matthews,Luke Kennard,Rodney Hood,Thabo Sefolosha,Georges Niang,Ersan Ilyasova,Nene Nene,70.7
Seth Curry,Tim Frazier,Aaron Holiday,Terrance Ferguson,Bojan Bogdanovic,Gordon Hayward,PJ Tucker,Zach Collins,Zaza Pachulia,108.1
Ish Smith,Brad Wanamaker,Wesley Matthews,Luke Kennard,Royce O'Neale,Doug McDermott,Markieff Morris,Meyers Leonard,Zaza Pachulia,98.8
Raymond Felton,Chris Chiozza,Dennis Schroder,Pat Connaughton,Rodney Hood,Thabo Sefolosha,TJ Leaf,Daniel Theis,Tony Bradley,48.1
Seth Curry,Tim Frazier,CJ McCollum,Terrance Ferguson,Thabo Sefolosha,Danuel House,Georges Niang,Thaddeus Young,Tony Bradley,137.1
Raymond Felton,Chris Chiozza,Pat Connaughton,Eric Gordon,Bojan Bogdanovic,Gordon Hayward,PJ Tucker,Zach Collins,Tony Bradley,102.9
Raymond Felton,Tim Frazier,Wesley Matthews,Luke Kennard,Giannis Antetokounmpo,Jake Layman,Markieff Morris,Meyers Leonard,Kyle O'Quinn,110.1
Cory Joseph,Ricky Rubio,Donovan Mitchell,Wesley Matthews,Royce O'Neale,Doug McDermott,TJ Leaf,Daniel Theis,Kyle O'Quinn,112.8
Chris Paul,Seth Curry,James Harden,PJ Dozier,Royce O'Neale,Doug McDermott,Markieff Morris,Meyers Leonard,Kyle O'Quinn,69.4
Seth Curry,Darren Collison,Khris Middleton,Luke Kennard,Evan Turner,Gordon Hayward,PJ Tucker,Zach Collins,Kyle O'Quinn,124.4
Damian Lillard,Tim Frazier,James Harden,Luke Kennard,Royce O'Neale,Thabo Sefolosha,PJ Tucker,Zach Collins,Tony Bradley,94.2
